best -> result= 0.143953083201514, beta= 0.215173559921072, alphaa= 0.241844960130674, topk=59
best = 0.1439530832015146
topK,alpha,beta,result
162.0,0.010428786134401707,0.15762539007062193,0.13675994178814846
47.0,0.08055861068724365,0.14552579641200447,0.14056990452583734
244.0,0.23977731284302295,0.2956895648366832,0.13182557641530182
67.0,0.20669685216539788,0.19815414307227386,0.14313067913605307
57.0,0.14597583782868256,0.20647141734983412,0.14322734791844782
63.0,0.13919951600859948,0.20915805070582852,0.1424876458145925
7.0,0.30278845698778434,0.19595166251442994,0.11948471966603894
55.0,0.05151842883592481,0.16973866186080572,0.1418216152068247
110.0,0.09759303720127185,0.13813529682727,0.13934529981661942
90.0,0.1613168893797794,0.26800695752953335,0.140905160537453
138.0,0.040463534663046974,0.2246841213294221,0.13761624751560933
41.0,0.1166326212644827,0.20528389196309688,0.14168092215014405
96.0,0.21688999963156963,0.13157250998241654,0.14164460172561574
67.0,0.267699752933361,0.2377679253559754,0.14273671211708222
72.0,0.2501343131719655,0.24863758560330707,0.1422150761036638
58.0,0.18193359558183142,0.16165524901308448,0.142282854651044
117.0,0.2954680674162139,0.22419019337406787,0.14128276149554161
37.0,0.2645345694561894,0.19147742717906063,0.1418942124182322
19.0,0.15111722639315212,0.17143841080490735,0.13810426612123103
97.0,0.21209883882705036,0.26504457510390955,0.14097255723392646
63.0,0.12400720846483992,0.2396897631034836,0.14214327504970065
135.0,0.24520304395929762,0.21322393765859537,0.14042189865297156
82.0,0.17434174923812074,0.27637612911670256,0.1426000789096435
82.0,0.1824377179184965,0.27898512932017405,0.14237338806665592
49.0,0.22306065536907843,0.25976701293218657,0.1424369485723646
109.0,0.09431408386982479,0.30273169971178543,0.13810633388633486
33.0,0.15547069237185523,0.23059454442929284,0.1422926070270759
82.0,0.31370553145630387,0.27712905632303614,0.14254364511338652
69.0,0.19251790183207884,0.24851312549032767,0.14266325143072056
94.0,0.2659765155131614,0.251802360651897,0.14226886458015456
69.0,0.19076517318248654,0.291395253309737,0.14230061873432492
52.0,0.10274727740463738,0.1996358674997337,0.14240031289822425
128.0,0.1399305926680761,0.23879243314739712,0.13955115400652918
75.0,0.2273157547864534,0.21977900548315654,0.14294075895368905
75.0,0.1979498864569987,0.2204009675133585,0.14264733199660484
71.0,0.23278262964378957,0.21060500040953212,0.14277933230832981
113.0,0.23761041494373042,0.17981455877014432,0.13963912117025393
99.0,0.2734569549501963,0.21217723279252806,0.14167212829631087
17.0,0.36526772971086846,0.24788324462467853,0.13953414412421458
45.0,0.13766425575403057,0.1958554522028478,0.1419886037440172
69.0,0.29880191419077046,0.22496977351460531,0.14233275577338353
25.0,0.17077442755435884,0.2606518529999258,0.13967822381517872
87.0,0.20651755329157082,0.23402069846244214,0.1422035143823396
72.0,0.19899955337667347,0.21527347137752254,0.14297939918620742
65.0,0.23092689264935506,0.2068196713934248,0.14297167725805648
54.0,0.24700364230775324,0.18626037328311643,0.1423063148588819
104.0,0.2243092494206639,0.20447943339474065,0.14077159263386066
35.0,0.2838767713556829,0.2160028404331555,0.1424034320690241
77.0,0.3286791094978408,0.1798108460859281,0.14221440680936495
149.0,0.13067950789148586,0.20078482098943873,0.13777418060603394
91.0,0.16748224034152367,0.2266861058768643,0.1420577640772508
61.0,0.2494232509443667,0.24322706013429002,0.14262882728681817
196.0,0.22043682677062879,0.21420656905487523,0.13663336420738303
66.0,0.2030589850027803,0.2514349679199234,0.14230516075140026
73.0,0.18841088753321722,0.23167927794462526,0.14253317055263476
45.0,0.15526340650914552,0.25947252364444845,0.14227919174665724
56.0,0.26327099073596716,0.19199717047327822,0.1422781967703533
84.0,0.2003913671343333,0.24349810865755553,0.14238316284418337
335.0,0.11416944687047756,0.20655114296315136,0.12781318172114634
30.0,0.23109675067785101,0.16716588332963106,0.14125880362459253
67.0,0.1730162340535556,0.2680502261301955,0.1431187383204993
39.0,0.07641805298388964,0.21982803699532802,0.1420366424900943
102.0,0.1443505068104356,0.27038669136879134,0.14007112557495677
67.0,0.1669799617580632,0.25610613186417885,0.1420104886384732
78.0,0.18732777459549269,0.23506910158300745,0.14240851052513012
48.0,0.21137598385186204,0.28482267635602965,0.14230642665947377
92.0,0.235815364282302,0.2713398302593987,0.14164137863929593
58.0,0.17157255004383332,0.2460294228608727,0.14251183635939055
68.0,0.13886494407037733,0.2610343245387494,0.14196400693229766
371.0,0.28391925593520495,0.20640605024172515,0.1292608747445051
271.0,0.10171162482479917,0.22999626777411586,0.13031747500532426
78.0,0.2630615554647491,0.18835541186557525,0.14260941885385012
116.0,0.315697310321835,0.2827927491696264,0.14069441007712763
87.0,0.19877555539003858,0.22381504209604022,0.142129301413049
52.0,0.19086979291372522,0.21556217315026677,0.14260799853315959
74.0,0.22377509542100396,0.23902002354275298,0.14199583759719847
61.0,0.16370035537364278,0.21936000536091924,0.142631258800556
95.0,0.2529881051000538,0.20089248890960426,0.1408500360403696
75.0,0.12365783508135497,0.25141972989781636,0.14178048300469154
66.0,0.1842355599404154,0.2679164198579579,0.14298856393319062
42.0,0.17681767880838845,0.29800582823179267,0.14162549578686942
61.0,0.23801258933694153,0.2712018551292608,0.1416865570566536
84.0,0.21390460528706784,0.26247331660514406,0.14310177186266138
85.0,0.21854261445950168,0.26339348935958007,0.1426375316142012
67.0,0.14097693700992195,0.28022877218565,0.14159077479032908
53.0,0.15486032356475138,0.25547809299797686,0.14164711636400817
105.0,0.20600202922662736,0.2924006481544442,0.14037352784000232
71.0,0.2813912170189769,0.2394456419835181,0.14170224765482345
81.0,0.1774011228850382,0.3056292921972213,0.14081272023532473
93.0,0.2536166406237946,0.2307988079238436,0.1426042650416188
64.0,0.18955171614769314,0.24648142089640904,0.14229259602130037
48.0,0.22787673314271262,0.26691316774193335,0.14227884814186778
56.0,0.300426691763661,0.277078213377065,0.14218540629228438
76.0,0.20344901778340702,0.21183462841475154,0.14275558001495728
83.0,0.15862780926119915,0.1958120346055162,0.14219663054580983
72.0,0.2073969262844781,0.18029913047080134,0.14305595350434347
99.0,0.2173610637109425,0.17959301771069106,0.1405461897125922
91.0,0.2378662410458934,0.17280278372710092,0.14124760053239105
76.0,0.1192469663264599,0.20933386495906603,0.1412723194707955
64.0,0.26984589347548515,0.1918373674035581,0.14308804294750732
36.0,0.2087462689288188,0.18681570292061883,0.14127828383078467
59.0,0.17878881167061805,0.17537206581014406,0.14256173152830795
79.0,0.2506269762340903,0.16477188744164561,0.1428899617122626
78.0,0.243664370795397,0.15392407560439306,0.1421682909665834
215.0,0.2693330388227998,0.19548080020646796,0.13613690897635675
85.0,0.20055394389585157,0.15984110361077616,0.14186472942304776
69.0,0.2227986768372323,0.18438507309906013,0.1427989362542585
64.0,0.22890862458153344,0.17992087805787843,0.14245523784154587
52.0,0.15232828287190647,0.16259327031569606,0.14187147449826115
72.0,0.25180183037508375,0.1909904271639439,0.1435797438968694
88.0,0.280466735156471,0.18723236112089195,0.14145871525681697
43.0,0.25621799312171634,0.16803354753702845,0.14251090334347977
69.0,0.34382013847434345,0.1992281673166012,0.14192158821516662
70.0,0.18164709310772245,0.14857299592643108,0.14150396106983976
58.0,0.22070706089161685,0.18814650615866513,0.14186996898046964
81.0,0.24625725854397668,0.20294587145657417,0.14242483673836875
97.0,0.1619407362633491,0.17728624061561835,0.14042535351868138
63.0,0.3067952278100308,0.21756471391559723,0.14323521340525194
50.0,0.2964334687892798,0.22178378538733712,0.14231915882749077
66.0,0.3185045156987263,0.19354570106766272,0.14322624535143455
61.0,0.31189218460454143,0.19710042626144142,0.14258521823835
80.0,0.327117082478268,0.16708133304810827,0.14286098960407487
107.0,0.2795079716119942,0.20939668579738127,0.14160471558201304
78.0,0.35183889859142176,0.17336869930516843,0.14243066896780252
88.0,0.3224136277425399,0.13585082133699516,0.14262901763657193
64.0,0.42124588290855264,0.161883741747717,0.14222539106581794
74.0,0.31208075021814546,0.19310720279728394,0.14208340377064704
55.0,0.39539907323067064,0.1465034261106322,0.1425338032358931
83.0,0.33605018956274385,0.21900048531336125,0.14149154297975175
61.0,0.2690500897158265,0.1694582435916037,0.14236939378280863
44.0,0.3663597306186738,0.2610329254883181,0.14274695924841224
71.0,0.25476331383312756,0.23036418935617228,0.14239519792843514
95.0,0.29652662653093226,0.2888378076433778,0.14123667940014634
66.0,0.20956776923832704,0.1852965101393234,0.14234624067642085
74.0,0.18694399477537607,0.18284976137024062,0.14287103004312254
79.0,0.1886399877618929,0.20489926780974937,0.1425568448284921
86.0,0.13698739409307925,0.1953891422552139,0.14101267048971244
73.0,0.18151776010484647,0.16687209036621953,0.14253567727061542
52.0,0.16814081639346912,0.2747844985347976,0.14236240973725348
58.0,0.23911215420847592,0.2152710942284674,0.1437287083238831
62.0,0.2385440228722956,0.21275669037831088,0.1435838785871195
29.0,0.2576160582937332,0.21527982703158152,0.14162489254448574
58.0,0.22997411870263648,0.20501342441011394,0.1432971643284442
57.0,0.23474997576779247,0.20524792067369518,0.1427485863525385
45.0,0.2129948831809037,0.22024518749544295,0.14144626257836962
63.0,0.2402034556980704,0.2046190041270545,0.1433572527446063
61.0,0.2665872397963651,0.22672808156751398,0.14377729163208164
62.0,0.27675549289598145,0.22805276605266506,0.14318474784499943
39.0,0.2857331926958401,0.23012169250754325,0.1421562747096979
51.0,0.2750201194091555,0.210425299937458,0.1419205498272349
61.0,0.23389404209967898,0.2398462258302326,0.14299844215386037
59.0,0.2916806960640099,0.24310330063645855,0.1427562399255269
49.0,0.26559963509508533,0.2279129380996387,0.14269189746595526
62.0,0.24128834888721598,0.2147499741222063,0.14368454292743563
63.0,0.2424780036516429,0.2363698667609622,0.14271433706989356
55.0,0.20475404472555137,0.22516436840655532,0.14379049650724868
54.0,0.23966748681792494,0.2546877396790429,0.14244769344971714
37.0,0.5077809371582276,0.22376529861236968,0.14102634929367946
62.0,0.25833248915127827,0.24010532229047343,0.14243086920474607
54.0,0.22047747490708022,0.19744196787686977,0.14179944486575294
46.0,0.2045161303970707,0.21611889323110475,0.14167581799262152
66.0,0.27052164893356356,0.24848388596195828,0.1425733285874613
57.0,0.29635250745920205,0.23029184872011974,0.1429278707923618
68.0,0.20255028228541522,0.20952817051931935,0.14279243366284888
64.0,0.23426493925859435,0.21871596828619186,0.14299456822285347
61.0,0.23974128415135326,0.19889066623737686,0.1430628458605769
58.0,0.23730533242904295,0.20060296845095316,0.14271808766553315
44.0,0.24995323596124916,0.22157318537722648,0.14194618795397007
64.0,0.2245450240328056,0.19280506807715334,0.14299017776306233
306.0,0.26732116131320205,0.21148889287473407,0.1313384699704186
48.0,0.3087936794427667,0.20248882016291228,0.14189214108104065
56.0,0.28241979162984937,0.22753014192045873,0.14292320969138803
72.0,0.23784958101833872,0.21449200791883874,0.14256876195385426
64.0,0.21494376820203417,0.19067715870308566,0.14253461292055902
63.0,0.2254803617174508,0.19407430648747423,0.14287053263404526
70.0,0.25230036347871737,0.2027109889412053,0.14316612604909632
72.0,0.26375379052730974,0.20307180389486587,0.1429059742139281
57.0,0.24249502956251567,0.23598022563527846,0.14386860392656162
54.0,0.4695362266988585,0.23642154177859256,0.1420152793052022
179.0,0.24979229367151512,0.24851117259554542,0.13687086622700956
50.0,0.2828108236608005,0.20658147563405185,0.14170344636546914
42.0,0.2576987342327886,0.2253887118609797,0.14223369263542046
71.0,0.8818485493641072,0.23664872274101614,0.1317533931157873
60.0,0.2365700418644206,0.21674496994014925,0.14384567560919315
58.0,0.20173182542394058,0.20980613355980737,0.14371139314751724
58.0,0.20009499578271314,0.21000094701844413,0.1435904975801227
56.0,0.19566937923884745,0.2128433096889037,0.14364789302259012
33.0,0.168557472930488,0.2137522110854303,0.1419107819742625
52.0,0.19521997540180916,0.22187301544314703,0.14271855674301676
47.0,0.6407795219503727,0.20816592619233934,0.13886563463156226
57.0,0.15583595505218434,0.2148464078351537,0.14297751029229971
39.0,0.1917477036087459,0.2033803127804158,0.1415600563281164
67.0,0.20921159375653625,0.22581359959563518,0.1428637704288221
247.0,0.2178511306621843,0.1981728825898358,0.1341519599811258
58.0,0.24597926855578522,0.19368335823817978,0.14264351045842372
59.0,0.1735091690121327,0.20759461256244982,0.14304178380269006
67.0,0.27234189856571206,0.21966495471972938,0.14298374613603687
50.0,0.30192560672530766,0.2019519164666203,0.14190923736897673
76.0,0.21842903599885313,0.18754817366175397,0.14320181638005955
79.0,0.19453803666885672,0.18952146486004004,0.1428114155338592
75.0,0.14772978483519392,0.49151174016494337,0.125592106232856
70.0,0.2144372556243232,0.23180742978242555,0.1426983665052186
52.0,0.18092869646532783,0.02289417361963092,0.13703758265178223
82.0,0.0466411737605501,0.09132007323399693,0.13965339821318257
65.0,0.780586968125656,0.21161671470340754,0.13608272268847188
57.0,0.2242399314610258,0.4205507350333744,0.13650837725545975
75.0,0.12567232141520296,0.1848256101802479,0.14227694327452994
46.0,0.24966395266115676,0.2585787495751104,0.14209432040950015
67.0,0.39260682201009284,0.2202374129581727,0.1423344847816772
60.0,0.9922744355618834,0.2308008934170884,0.12493192559436794
87.0,0.19773704264879302,0.21451698979666395,0.14160173775183382
55.0,0.31783329196030913,0.20330528154824867,0.14232584742494953
75.0,0.265652285215933,0.18932118707669673,0.1428733484790117
68.0,0.1682812706395294,0.24941433355785506,0.14243549842162065
40.0,0.4469929396060017,0.17932846514288003,0.142765514150075
51.0,0.22684594798847596,0.22531633942722076,0.14277974351625947
63.0,0.2872288080796313,0.20921363354449657,0.1434781587784598
82.0,0.015128874727314168,0.21164415910564616,0.13994575879770652
59.0,0.3376541439665797,0.2418769765952663,0.14239339123447217
72.0,0.29148782870270823,0.26450621741156577,0.1420395473076927
63.0,0.20210036790171543,0.21870034246360967,0.14254581858177656
46.0,0.14335708919587142,0.2047782203448035,0.1416967667568801
54.0,0.2462511652972003,0.23041507991704904,0.14321719073240793
28.0,0.24753212559363721,0.22956405405843638,0.14165577134739019
50.0,0.28780666595137094,0.23406942216505278,0.14212042947018427
37.0,0.5689457419143098,0.21385891041937607,0.14057367123332762
56.0,0.35932226532149664,0.05868158042125077,0.1396897030320182
62.0,0.2668537490534675,0.2241968401310024,0.14370465116913672
43.0,0.2624909850401608,0.2240471401950916,0.1422203005573723
56.0,0.2783966491824539,0.20197097482169923,0.1421579096295439
163.0,0.3027419605020363,0.21649979791551824,0.13856332200417398
63.0,0.2490750159519918,0.2378165913936554,0.1425360784923818
69.0,0.3235318324753277,0.19777370529658267,0.14197963619170378
50.0,0.23071437709479603,0.22503274348256785,0.14282030582136285
59.0,0.26299679757071676,0.20891989611152426,0.1429668958331508
72.0,0.23285294366151682,0.23239069420040528,0.1423658496090298
44.0,0.2817015627635351,0.1918856488264939,0.1423424386434963
55.0,0.06930090747621996,0.20962248334552047,0.14224399709185553
64.0,0.21514740317128367,0.22096702557785186,0.14286715051396273
235.0,0.10776766857084341,0.240497198485838,0.13263004065392153
79.0,0.24674864777803285,0.1977569246973754,0.1423308532978022
53.0,0.30388205770117527,0.21634330506924665,0.14246836039669714
34.0,0.18776405939079677,0.17975045136059392,0.1419898769487402
69.0,0.26458573350114567,0.2287603715979942,0.14269740573456421
21.0,0.7017216999777837,0.20638740060687757,0.1313487068768319
61.0,0.21617693585682649,0.18662859599345183,0.1421477433334511
77.0,0.23561711817095699,0.24696890606310556,0.14245594356469266
50.0,0.343625795329784,0.2200861180486476,0.142380668082636
63.0,0.285336070485162,0.1967091711054856,0.14331250220478334
59.0,0.28683912045280435,0.3288193955473987,0.1422630121608703
46.0,0.32090248467971283,0.20629034597149623,0.14234037461783114
69.0,0.27180230125151245,0.19569036940832363,0.14278102183982488
62.0,0.3038169455709818,0.23155668701402804,0.14282446785900924
368.0,0.38739214081469453,0.12043011401796705,0.13145191081206542
41.0,0.25246309177835397,0.2134750627201416,0.14178841252798902
75.0,0.28895269382938604,0.24229723353809535,0.1420975134233917
11.0,0.2543963378100072,0.22427562570183607,0.13463134417013586
53.0,0.4185094526098625,0.20274987875605846,0.1430177205159836
65.0,0.23668149963472876,0.1856138415560069,0.14231399026895436
56.0,0.27472737715283657,0.21338933779723454,0.14314239394292974
85.0,0.1995792619389195,0.250853418553166,0.14312348026484298
70.0,0.16162447105327482,0.19562649989222797,0.14207372283182998
50.0,0.08316709094170895,0.23467876949547153,0.1420353437642927
62.0,0.32917465924929923,0.17822062439509656,0.14222245423569418
79.0,0.130535168082229,0.2228073530651004,0.14100165080324734
264.0,0.37670186498834235,0.2082859318047419,0.1351182312932865
39.0,0.2175025281824085,0.21793607244156674,0.1414444421807235
58.0,0.30469873851125684,0.1982625585792897,0.14209278283526408
73.0,0.24877927630762764,0.22860321327136668,0.14236178140407932
45.0,0.5575251776906271,0.21144379815834086,0.1413681836240039
66.0,0.49417694024787256,0.2394748822167194,0.14197195986471509
90.0,0.3566765774812523,0.18650829453080117,0.14174748534498827
53.0,0.18400844782597395,0.20123995600582237,0.141851063632336
63.0,0.5933062776394826,0.2538805633047284,0.14044825738758773
74.0,0.2753090076032377,0.22457349592556447,0.1423587791622344
47.0,0.23204158316520604,0.1915488431614117,0.14213623420881144
195.0,0.2097309463926216,0.2069467085585766,0.13626747165738026
34.0,0.6419249637373697,0.1766570366064968,0.1365984759044162
56.0,0.2630060574557172,0.2174730605324174,0.14325000506629318
55.0,0.2862049986235385,0.2354951396820863,0.1431749273496695
59.0,0.14695237325577887,0.21889053933668506,0.14267475227514806
41.0,0.2647767306826304,0.22765060455552444,0.1420762034544461
55.0,0.3176335804099257,0.24653892780932546,0.14282104154968367
64.0,0.4635163293286434,0.21667598404703972,0.14281900297336905
48.0,0.18397072342453946,0.05412525965531412,0.1386154680510512
67.0,0.2291581574321551,0.23567599989833993,0.14249485865365222
82.0,0.20208643553788785,0.20940571911736472,0.1424556080530865
51.0,0.16685125087525493,0.2572507336647549,0.14202359479979473
59.0,0.2595025564373461,0.22445502705080914,0.14363880107829372
43.0,0.2433707083037541,0.21820574958466574,0.14196088789570915
57.0,0.1016810853809099,0.19270355016897925,0.14176923254680543
306.0,0.21978846942777683,0.4996434830722799,0.12399479779203082
75.0,0.2569573170169938,0.20232127753214182,0.14219938380655983
35.0,0.2970635836458037,0.22568555602139817,0.14234474272604242
28.0,0.19709640466958853,0.21058180973578375,0.1418572081220124
67.0,0.22990734009614897,0.17248599996817962,0.1424365771009354
50.0,0.12495962486405879,0.24412091414016493,0.14213127487780558
59.0,0.2612929523022162,0.18942031533399128,0.1429506806720632
74.0,0.24017906351061807,0.03888038670738203,0.13822370500853742
59.0,0.33568523914967513,0.21510151751220064,0.14347176035803857
45.0,0.3207568425397405,0.21834085023228098,0.1421556856783563
53.0,0.5164326207371661,0.2327303938541329,0.1419105752700211
61.0,0.33459733442555134,0.213267971242141,0.1436270420030419
62.0,0.3727273276728582,0.2103311767889873,0.14273680835989225
67.0,0.3289531521878637,0.3627869517498158,0.1403667128799135
60.0,0.4192624324984388,0.19965025824861465,0.14335579734503365
59.0,0.34648914801025765,0.2026735324383144,0.14299881027079817
45.0,0.34675535877778996,0.4100477970492545,0.1385352824043922
51.0,0.4020701476485088,0.2191740402728962,0.14297177481607287
60.0,0.41549495409686854,0.20917317783531422,0.14325720103340353
61.0,0.48020362372547687,0.21283486574826052,0.14296625193412354
70.0,0.45316691301914613,0.22368163240132866,0.14189272304239492
41.0,0.4289656525045785,0.20374120542503024,0.1415274761990089
58.0,0.4312265631230565,0.2735391522947247,0.14176484055870472
67.0,0.34167300360950764,0.2137836324990113,0.14275938480883768
50.0,0.43554708856213403,0.22473673305831735,0.1428132670403988
79.0,0.36336856151923996,0.4793597073245728,0.12954945008505633
59.0,0.4168209451203143,0.24374813405824106,0.14210690128815515
72.0,0.3835634376709705,0.1990604970978681,0.1422155412911531
53.0,0.3737040065580791,0.15438275370924318,0.14227675789867594
64.0,0.39823537573577533,0.21112149257553928,0.14249983226710664
35.0,0.4519857676974311,0.23600059103652796,0.14190575700806113
87.0,0.5246129522213483,0.25427821772530024,0.14166287250385817
47.0,0.49330726972199734,0.3182826662498953,0.14156755327117657
68.0,0.5499570716860017,0.22310260052289743,0.14166164242298485
59.0,0.30194435992009977,0.198597624503441,0.14264503311809695
80.0,0.29359711859717896,0.27990186978958964,0.1426701881150477
126.0,0.38727653152323555,0.20760344223586955,0.14138522805315185
53.0,0.8263530797058247,0.2319298453155022,0.13458964085037473
42.0,0.4130483267512849,0.11231009686938159,0.1421834672945223
72.0,0.35213745100756116,0.21573864931516795,0.14227231345227073
63.0,0.5334233866086927,0.19530733081337487,0.1422616131127892
57.0,0.4396338225792807,0.242485860762927,0.14223997500833402
49.0,0.27733070698207274,0.22179240115283394,0.14214479717246822
68.0,0.48875189207108594,0.20728195797673765,0.14260527656385943
79.0,0.46395439078779177,0.2680637856388617,0.14161592418269126
61.0,0.3122443828740825,0.23155661471552255,0.14269558599665622
39.0,0.27906893668465044,0.18492531299329654,0.14258802818753438
53.0,0.32944490852263175,0.21471506252467384,0.1425648015011677
153.0,0.4760682946407902,0.2004288043740737,0.1400227280693178
92.0,0.7682533927718793,0.22194891195410918,0.13751157373112527
74.0,0.3625820967022556,0.2380614900164043,0.14192053502871238
24.0,0.40119716506795444,0.2072478389745477,0.14109733988653736
67.0,0.26619395941373997,0.2514483369421439,0.1422908491539104
59.0,0.3018959946112201,0.12555820173812476,0.14121049938950309
47.0,0.25331837126247375,0.1933568133724891,0.14224011977334147
64.0,0.33473739936739466,0.22755546800202192,0.14226584013046825
54.0,0.28757714919706473,0.21489448657120339,0.1423817946438896
230.0,0.20860934495174333,0.2044181753261175,0.13541728168578132
73.0,0.23014444916435484,0.29854407953615075,0.14261252341346256
84.0,0.18009344241406758,0.0895640984856107,0.1400298811556439
35.0,0.7226671684367598,0.26015829329729045,0.13623048160469353
208.0,0.41012470827771164,0.183793217309983,0.13784509841486178
44.0,0.31081118677058023,0.22032821133401742,0.14180775852676758
61.0,0.27059750331745785,0.3304996575620419,0.14199763163991921
69.0,0.24649604354945298,0.2403253104612008,0.14176590415596538
138.0,0.197165718046897,0.02993200225170617,0.1384896666043654
54.0,0.2879042007684867,0.1972613941873184,0.14190051748533264
77.0,0.37465490020243386,0.22818314843799564,0.14124859820167046
48.0,0.21918686375007135,0.17357338725277505,0.14224762345773168
63.0,0.262554794416378,0.2093328486651799,0.14323851484356312
57.0,0.26057172375974347,0.21195192829250944,0.14329257779322682
52.0,0.2340226232558286,0.19338569671572275,0.14165332871299138
39.0,0.2555299268761442,0.2055342497595611,0.14206651719213134
56.0,0.4373777160361674,0.2829871264295474,0.14211816547284406
70.0,0.5083962547878328,0.21704716858276618,0.14163443044349447
29.0,0.21157711056688683,0.28989396115043037,0.14024651125151058
43.0,0.23844371886814483,0.22954158034018995,0.14231353515449435
62.0,0.16672916453316555,0.18398288793453274,0.1423426160343794
81.0,0.27083442409532676,0.1990248282289691,0.14200002003932463
57.0,0.19184767311448211,0.2477052833107831,0.1423344227558606
47.0,0.05384080090757937,0.14740090600739594,0.14050011269554097
70.0,0.4607937008407805,0.2126529948357061,0.142448480043862
55.0,0.2192262329464305,0.23582071698194895,0.14334853176312895
65.0,0.21597712365013935,0.26474319379060013,0.14232173259490036
48.0,0.1824069049692297,0.10936272005181646,0.14090932045981464
76.0,0.9519994611630009,0.24200150424296743,0.12797547707180973
56.0,0.2281473556071226,0.23299127128475303,0.14326583369984636
40.0,0.6139332355530602,0.2513414467132862,0.13999469058319175
400.0,0.221081608222414,0.06863109537327006,0.13018585181235978
53.0,0.20010295762100236,0.23819160588676466,0.143295810389031
33.0,0.20066242794539488,0.24353357922828625,0.142198061059581
49.0,0.16114337328988654,0.14071329494345824,0.1415269594984795
67.0,0.18995134875097527,0.23484099914963785,0.14258657356581997
52.0,0.24537629187259336,0.25803239129537553,0.14265074247143714
89.0,0.2066963928330942,0.22815159159653658,0.14241920348965523
73.0,0.14812193331985316,0.2574197827428235,0.14243301987342805
42.0,0.17036056419710469,0.239820825293801,0.14260261991715067
62.0,0.23490680876685271,0.22355543663521846,0.14287947251428113
351.0,0.8743478185290505,0.24629935941997017,0.1277190000795767
55.0,0.20178416646151875,0.2725155394442841,0.14194416769039983
80.0,0.6739248954863855,0.01581885604018246,0.13484431808529718
65.0,0.25047047978140224,0.22364335019972528,0.14299097044373943
97.0,0.22190081986522572,0.16424703543841473,0.14106114262969988
46.0,0.2784640755931601,0.23477325920457498,0.14267524651373067
57.0,0.17745823051613624,0.17836299982102227,0.14260602588526855
69.0,0.2290949309682174,0.19276306978108904,0.14336821211910175
67.0,0.24542101651181739,0.18694389966283534,0.1427878863811948
51.0,0.2278248744239365,0.03807342450244089,0.13836755932454634
61.0,0.26057236154845187,0.19284049180202886,0.14271184187996222
