topK: 376 alpha: 0.31149747904824837 beta: 0.28155416772769626 normalize_similarity: True
KFOLD -> 0.4729107290180532
topK,alpha,beta,result
376.0,0.31223939620041374,0.2803665900490271,0.424579789723475
376.0,0.30990879484528244,0.28132755899631046,0.42498043618111775
376.0,0.3092009232801375,0.28136395547129955,0.4250099317688777
377.0,0.3092510631861926,0.2812775506587915,0.42490968580133137
376.0,0.3110120021366306,0.2827989853172119,0.4247282214242855
376.0,0.30987560396237923,0.27993948739296304,0.4247356242428731
377.0,0.3117030473204211,0.2774059534094871,0.42441510817948586
377.0,0.309484062251258,0.28134771406744,0.42487777641972657
376.0,0.3109130623560222,0.2837391915303219,0.4244893996610721
376.0,0.3103642211286318,0.28070309700700297,0.42473238991337486
377.0,0.30899716519765436,0.28211521894607205,0.42473137341290357
376.0,0.31154134882042755,0.2818740495787379,0.42492564631028606
375.0,0.309844159075131,0.28245267141315644,0.42487394245772375
376.0,0.30828221971245084,0.2814497870788837,0.42494684888952433
376.0,0.30815814722403106,0.2792193271679784,0.4249292555141133
376.0,0.30914696407978765,0.2813238078702342,0.42497157751504233
377.0,0.30900149826618634,0.27964502394868124,0.42483712445730826
376.0,0.30815655920170715,0.2829779075911601,0.42455465039746365
377.0,0.3070906334471251,0.2803187001749641,0.4248418680204084
376.0,0.30852068556853596,0.2815097391872794,0.4249758833567695
376.0,0.30870260477804856,0.2809062297492424,0.4250224831546434
376.0,0.30956018235797084,0.2808925043229939,0.4247635936541088
376.0,0.30848843698826506,0.2814168331552585,0.4249499956637171
377.0,0.3090199765707294,0.28338170291060855,0.4248766519177127
376.0,0.30766676192009124,0.2841654293807569,0.4247167993085815
376.0,0.3083144202373235,0.2816942890908861,0.42478572118274405
377.0,0.3086568276818499,0.2801343918900248,0.4247506367934497
376.0,0.30929064155736796,0.2826737609652248,0.4247339611030921
376.0,0.30790957897075255,0.27874954696765564,0.4244555063877709
377.0,0.3086732311262145,0.2809588456334507,0.42494999754929585
377.0,0.30736681683000994,0.28074689692435434,0.4249506684877517
378.0,0.30989602270725625,0.28078353745095186,0.42474009829728016
377.0,0.3073665904114264,0.28231049627090915,0.4247639462211456
378.0,0.30704068154172726,0.27969864913965964,0.424791133940968
377.0,0.30865708765316685,0.28092629843880157,0.4248294818248383
376.0,0.30910690781189937,0.28024590201727745,0.42483632364857604
376.0,0.3095770914831961,0.28169463533157224,0.42487299312018423
376.0,0.3063601317540381,0.2830838035299346,0.42458462316304646
377.0,0.3111152797587174,0.27930934847963973,0.4246266366740758
377.0,0.31003664541845366,0.28122199638205,0.42498414430645776
375.0,0.3101470472579597,0.28233665375708006,0.4249299091251288
377.0,0.3079045173904854,0.28049529544346874,0.42491131169223223
378.0,0.31081193017909536,0.2811296217954318,0.4248042422608243
376.0,0.31167709460638304,0.2817951368122701,0.4250009107156137
376.0,0.3119008681865965,0.28183975732014616,0.42495938788397275
376.0,0.31162507834774705,0.28184827529652057,0.42494253525728753
376.0,0.3119990405390491,0.28294368962459004,0.4247564383859653
376.0,0.31214943557497854,0.28238106390390544,0.42491854391303374
375.0,0.312439171223926,0.28366671808935007,0.42463502590360475
376.0,0.3113872164294596,0.28154165609482074,0.42506793535202336
375.0,0.3106002566474774,0.2814621672481304,0.42497494778102646
375.0,0.3106503158212586,0.2816040656509234,0.42493671632445035
375.0,0.3112019234021654,0.2820037948988018,0.42491601368325094
376.0,0.3102748064944465,0.28142511456680247,0.4249246790014961
376.0,0.3118384899981224,0.2801194448298646,0.4246285654170946
375.0,0.30984703472629804,0.28123416612270113,0.4248106973713054
376.0,0.31246632752917153,0.27968666557569255,0.42450826672876946
375.0,0.3112645272431406,0.28215818733872633,0.4249115830414604
376.0,0.3109145385680102,0.2833668605254138,0.4246927237787723
375.0,0.3131402372329286,0.2805381487644752,0.42448014091762537
