{'topK': 382, 'alpha': 0.315418337663744, 'beta': 0.2785078064899183}
best -> 0.4245655033035255
topK,alpha,beta,result
397.0,0.32685867884773756,0.2802569844096383,0.42343605931757056
376.0,0.3228892153984608,0.27543638334056336,0.4238023353996705
383.0,0.3172829079070211,0.28750357806540955,0.4238414243410616
379.0,0.31979783601847,0.26848412833037893,0.42341189250543765
367.0,0.3247080239506584,0.28059805831468626,0.42355596121836947
371.0,0.3281302509247409,0.29189214612875775,0.42338693898063773
361.0,0.3232359733557167,0.2785344066392677,0.4238526893827625
385.0,0.3167469255281236,0.28876137472291596,0.4240909045112309
375.0,0.3154695601382228,0.2886572450561997,0.42363423341459905
386.0,0.3135417410615413,0.28282201382131267,0.42369644821771885
392.0,0.3218474900383202,0.2851195225928038,0.42348714666767157
389.0,0.3252012389121527,0.2947795613057007,0.42379592880920297
381.0,0.3190082705123259,0.27752440157716735,0.4241947286833163
380.0,0.3167762286040033,0.29927969695275985,0.4239542907258336
382.0,0.31869357470861515,0.27774206489752884,0.42431477929827466
382.0,0.31185147549624936,0.27790855823038235,0.4241652291752199
382.0,0.31202029744791354,0.2779996538419959,0.4241498546126463
381.0,0.310964137725604,0.27840342592233813,0.42424020154055686
382.0,0.3106144510386592,0.27286167805710143,0.42404202978647126
381.0,0.31264036208949847,0.2790772176566569,0.42430123995826063
373.0,0.31197495587115204,0.27721127644036675,0.4239197121155648
380.0,0.30803126255299945,0.27833612533532065,0.42424783229352314
378.0,0.30844316534470795,0.2805418146949223,0.42426902639572656
376.0,0.3083685124193463,0.281254131586443,0.4242746232893837
369.0,0.3072480252673289,0.28112630467075667,0.4239661283116081
377.0,0.3052359499209073,0.27111520130911376,0.42418676260058125
375.0,0.30953866302573996,0.28036590322201876,0.42413287017759366
373.0,0.3142312145852544,0.2766912737783627,0.4237575789979383
379.0,0.30852185097528734,0.26976958014292657,0.42383091675274615
376.0,0.3055175515211041,0.28419506758991064,0.42426679130208383
378.0,0.3054468065891482,0.28512557339527117,0.42391127839042403
372.0,0.31008080110346664,0.27372286369592613,0.4238954871267652
366.0,0.3029305743094679,0.27997521662730634,0.42361732975015426
376.0,0.3084903016369182,0.281646873628414,0.4243889232015676
376.0,0.3079390465588947,0.2838561598448373,0.42414690188008025
364.0,0.309125908128179,0.2820640384447916,0.4238441364431754
369.0,0.31029353030734674,0.28599118027573395,0.4236329771676581
374.0,0.30858479929410604,0.2904521781169438,0.4238405424460862
380.0,0.305898248263044,0.2867445542083368,0.42383163902512305
377.0,0.30417897025377866,0.2764712491254492,0.4238537336244902
380.0,0.30675301105664254,0.27957364979221844,0.4244282808488308
353.0,0.30759139672097713,0.2796546718756137,0.4241432933475555
387.0,0.30720425588094624,0.2735606655634259,0.42396967190917934
375.0,0.31097004488066965,0.28206440944811006,0.42405067608319735
384.0,0.30661591873654465,0.2840657180612286,0.42365958434865303
371.0,0.3090836439508833,0.2751111562766255,0.42376870944801925
379.0,0.30410802335762155,0.2798361142099291,0.4241628208354989
377.0,0.3016674531637097,0.28183604217215225,0.42404320081046754
380.0,0.3128778484910478,0.27103839870898916,0.4240320283950416
381.0,0.3144175216737663,0.27735350828135746,0.4243502298442255
383.0,0.31129284787390077,0.27929992379616436,0.4242520382004237
383.0,0.3143890809943798,0.2762472143193142,0.4241704168880231
386.0,0.31126947985535286,0.27805416698262625,0.4242282619291502
381.0,0.3125765725088032,0.2738759156620895,0.42397759684646613
378.0,0.3110340787214446,0.27888422605616703,0.42404601745965714
384.0,0.3135211652527828,0.2872159762671148,0.42385978890701137
389.0,0.3095514947317456,0.28441660121497564,0.4234420749310054
375.0,0.31477310008402504,0.2811501734609371,0.42398970464734764
378.0,0.30803441372240287,0.2758372753668318,0.4239399448530617
387.0,0.31157719691631264,0.2787796253479764,0.424197489676506
385.0,0.31027200249045167,0.2774648932533045,0.42417541638154765
381.0,0.3131147579192074,0.27280660572624127,0.424050791181871
386.0,0.31202318936257495,0.28346355872587914,0.42365265615049197
383.0,0.30629324851617035,0.2699442985704751,0.4242913456546707
379.0,0.3061057717992663,0.26933518112587324,0.42406142916275913
383.0,0.30678962644570357,0.2682873525312816,0.4239058817598573
376.0,0.30449863122631476,0.2713912589029983,0.4242035287254556
381.0,0.3085696551902784,0.26667193784605997,0.4234206806298263
372.0,0.30057120835111456,0.2750441613422352,0.42396089360402817
391.0,0.3158126687034946,0.27955496918889233,0.4237244462631979
386.0,0.31007797683056776,0.28094721843286563,0.42383965734803103
384.0,0.3029770672292951,0.27745362770124765,0.4242674783044929
382.0,0.3027747300314402,0.2765828572854425,0.4242073648853297
374.0,0.30509916485332944,0.285958110502268,0.4237527019832407
380.0,0.3074678031487644,0.27364287738266446,0.4240366790857174
384.0,0.3058779113900826,0.2824961567057193,0.4239262931734499
377.0,0.30334242184452936,0.27025582614903165,0.4240002616063915
379.0,0.30651169524120253,0.2788300619693669,0.42436813771378873
383.0,0.3062386259997979,0.2753163150887075,0.42405962123618357
379.0,0.3083989608313127,0.2790136560090433,0.4242984003690673
379.0,0.3047662978695754,0.2781565098028641,0.42396889596475434
381.0,0.30838394797757,0.28140407604404494,0.42400240649134135
378.0,0.3071621347417201,0.2841175629193766,0.42373503962787007
382.0,0.30982194226194504,0.2764928284454256,0.4240381793429313
380.0,0.3081949637821154,0.2797644226088284,0.4243453004522644
388.0,0.3037678451737513,0.2721945561839172,0.42424704845607575
376.0,0.3054409295057027,0.28769138522286747,0.423660519563514
379.0,0.3089585458587518,0.2807154069804445,0.4242192389309509
343.0,0.30213979059462565,0.28267115242804364,0.4240098741132661
389.0,0.30377965548093216,0.27332597081906906,0.4240384818350501
388.0,0.30659800135034837,0.27177965650150276,0.4240584076799132
385.0,0.30360759451532016,0.27475656178589397,0.4240654794363631
383.0,0.2997282986158082,0.27719177052247246,0.4239157445452259
374.0,0.30779437101135776,0.28076983821081514,0.42403503279984683
380.0,0.3048869805151545,0.27946572047699764,0.42431013595557676
380.0,0.3091935995982699,0.2785185593316629,0.4241501899161856
378.0,0.3058053946714502,0.28517754591199285,0.4239162300164265
376.0,0.30790227106583823,0.28341069959471465,0.42408356054790514
380.0,0.3103757542625529,0.2789163744832086,0.424253412539338
380.0,0.310881354940954,0.2798339830711824,0.4244432576996013
382.0,0.31246698925380867,0.28000175321831866,0.42431289105169556
378.0,0.31265893089681984,0.2817091995321671,0.4241715357401161
380.0,0.309742208156091,0.2800515944758749,0.4243991646220895
382.0,0.3145620197745517,0.27595604075770863,0.4242246110531583
376.0,0.31336322978619713,0.2838692390675259,0.4239627914573148
384.0,0.3093841119800739,0.2806301684316724,0.42402520450733766
379.0,0.3070023502018012,0.2864734423281446,0.4238253384985445
374.0,0.30523509378347674,0.28850703094333263,0.42366091476360906
381.0,0.3118883858519779,0.276913449174972,0.42432182210949226
381.0,0.3118866064537555,0.27705031355678333,0.42432719567508675
381.0,0.31216828276875147,0.2772999518524204,0.42435154498729133
381.0,0.31212886974741466,0.2749775046802908,0.42396704277264025
381.0,0.31362376550854354,0.27963224043553414,0.4243230661567983
382.0,0.31367529870877464,0.2769706965552571,0.4242250828360879
381.0,0.31519632217834126,0.2640175548486166,0.4236200672022625
380.0,0.31114093509504126,0.2794257438003863,0.42438273952593614
380.0,0.3118238224218292,0.27395736960490963,0.4240679059564723
383.0,0.31642238167712033,0.27893938092233195,0.42440577969054144
378.0,0.31619913977362074,0.2791903105289806,0.4240435001968913
383.0,0.3144753281329892,0.2770206489154923,0.42420905958087957
381.0,0.3179261958765749,0.27934022613740667,0.4241541458509026
385.0,0.312925544633299,0.28227586862449244,0.4240527688536806
383.0,0.31095581159732083,0.27561209757588206,0.4240046283503586
379.0,0.3166855620426809,0.2798965549756494,0.4240880178820478
380.0,0.3142462106082202,0.2600058530942855,0.4234355040389732
382.0,0.3105338676490184,0.2740790079982547,0.42404470633168206
386.0,0.3156839234714952,0.27757424632471095,0.4240300116724264
384.0,0.31185876644450305,0.27232437733334725,0.42374733181247626
380.0,0.31278806354157007,0.2698322183953123,0.4238945935640105
378.0,0.30984617009394755,0.2816246637969951,0.42418908574310954
381.0,0.3110681129371092,0.27967004850811944,0.4244377883306627
382.0,0.3112191580859294,0.27852381603717397,0.4243547093666654
