best -> alpha = 0.251168127955914, beta -> 0.151393522942823, normalize_similarity = True, topK = 55
topK,alpha,beta,normalize_similarity,result
38,0.18455142547495934,0.23635924935496283,True,0.14144414478627648
34,0.16510172920569519,0.2531927362746049,True,0.14121817331551123
19,0.12318676908234655,0.7736310745893922,True,0.06287547615122399
44,0.1904426566657224,0.318904713240427,True,0.13864466077479776
21,0.23818811233926646,0.21615258920565364,True,0.13913102854972736
50,0.19238928162500646,0.26446161523205536,False,0.10785909329230753
68,0.23387849291831653,0.19496217228654994,True,0.14094047243977764
36,0.14261923389917716,0.22988055387121586,True,0.1416766622640461
8,0.08906870568711397,0.4238384475859217,True,0.12709433017659655
33,0.13638124516308112,0.3060131805784807,True,0.13934145645206286
34,0.6355352327693549,0.24480354324673395,True,0.13543134081683755
21,0.04465565707880079,0.8764593334291376,True,0.02666047931876692
45,0.1607736435360801,0.9001476110721277,True,0.019836148202447085
7,0.14721488998194454,0.22500911656094275,True,0.1197384572171868
55,0.10313167145727409,0.002405552847577791,True,0.13205702812557266
38,1.5746984849575532,0.8232745139853951,True,0.009239736780546003
61,0.19637708441744733,0.28622199257966113,True,0.1394634361089268
5,1.1972234420496384,0.18971897913332278,True,0.07353992148922092
31,0.776721227339171,0.23992476440124286,True,0.12862347601088306
55,0.2187120809566883,1.1165947832676153,True,0.006558401617821497
74,0.27647093659094785,1.5377760235926152,True,0.002728290701074277
613,0.1831391004749359,1.2339631737683072,True,0.0037767078185843915
38,0.05100052687436091,0.3741750521813696,True,0.13484329561014022
96,0.11665109678090382,1.3369708949867203,True,0.00343187635383726
25,0.9803866946676415,1.3699303745207274,True,0.0033859643691621396
54,0.6104826317910982,0.1425975047993798,False,0.12492013669480083
73,0.23942500493260876,0.3494506431405634,True,0.13651936481311547
466,0.546298037725411,0.28516953205314266,True,0.12374831102708525
24,0.7155293121538588,0.7890672248450395,True,0.03603201206867896
5,0.8894696993245059,0.19087456122496496,True,0.08781175280797868
47,0.2835277899460334,0.0806193366580009,True,0.13939417632224954
85,0.160052154176208,0.22644262088438896,True,0.13867336333384428
62,0.21634094061524575,0.1525850375892988,True,0.1410391970475218
38,0.3269600182963386,0.9229092115939068,True,0.017469874978792273
68,0.5161718231639856,0.26921993374686426,True,0.13892174118310777
22,0.3959645539861433,1.9742806431293387,True,0.0020533406186255894
95,0.26365835657452147,1.7086665487059285,True,0.0019125166473545393
49,0.18804418450078175,0.10777388647626746,True,0.13980320328591525
38,0.30062086333996413,0.1828542094674468,True,0.14216237278373695
5,0.31273212184478155,1.4419003798732302,True,0.0029256316041738114
36,0.2978063413926267,0.5324729368606108,True,0.123531113538083
74,0.36629057353610533,0.1774672642531655,True,0.14050187066568037
56,0.251510580200698,0.11442417909961992,True,0.13985073035936466
563,0.4395189489829637,0.15157751041490414,True,0.12322448864443322
25,1.0949756914927133,1.904205602238359,True,0.0017930333576823443
106,0.3467257145843987,0.05265943722040284,False,0.10377017174897724
46,1.2880692946400183,1.1340286503448502,True,0.004615287259795063
76,0.2764047659764009,0.20988597836450346,True,0.1413476149132509
87,0.9186832983648116,0.2159770890125301,True,0.12686129743044366
104,0.26602356248042996,0.31141592327084905,True,0.1356550696487974
76,0.8562360876040878,0.19668068128752048,True,0.12922031394441236
139,0.23300018138835654,0.2558325464206092,True,0.13587596676938132
63,0.2835007433963183,1.0041385616672804,True,0.009462049704605551
83,0.5675918876411784,1.0605694254425433,True,0.007901757685359145
