{'topK': 176,
 'shrink': 55,
 'tversky_alpha': 0.42969947786319157,
 'tversky_beta': 1.7452154107165392}
 KFOLD -> 

topK,shrink,tversky_alpha,tversky_beta,result
171.0,54.0,0.427047331136281,1.7336688596779033,0.4313423333881101
175.0,53.0,0.42628995062350095,1.7381015693982649,0.430869398270716
172.0,51.0,0.4340233469326028,1.7408899484691855,0.4310405813530597
177.0,57.0,0.42488886600184583,1.744557376314169,0.4313999689897584
178.0,55.0,0.42980497665681155,1.734613658079491,0.4313188281272748
176.0,54.0,0.43187033124848545,1.742427168169092,0.43153943055769267
179.0,56.0,0.4275307372280055,1.7495294045653056,0.4310423874701911
174.0,53.0,0.4284957382327743,1.747100833947487,0.4308026056970625
176.0,55.0,0.43056245608762417,1.7391804053383235,0.4319252339816306
175.0,55.0,0.42999129854810675,1.732343780084777,0.4312333711664942
177.0,55.0,0.4326736304949451,1.7382573345855437,0.431465381672554
196.0,56.0,0.43084279741558235,1.7222303547855289,0.42954067242062693
188.0,57.0,0.42519232103913923,1.729888180028171,0.4304171601029294
175.0,54.0,0.42861952815105775,1.7410009809781233,0.4312970227819571
173.0,52.0,0.4345178444137967,1.7357059116026383,0.43112672540325964
176.0,54.0,0.43325766273809985,1.744633626033496,0.4315549442113521
176.0,55.0,0.43351791195450146,1.7445776785807219,0.43193495325077835
177.0,55.0,0.43331467278189306,1.744767463766749,0.4316321448859618
177.0,55.0,0.4365759419571666,1.7462423643003482,0.43146138381421073
174.0,55.0,0.426618917659963,1.7401421735030096,0.43145736361026166
178.0,56.0,0.4309904287387125,1.7436455649400988,0.4312221251193831
176.0,57.0,0.43520643757777655,1.7482973049740798,0.4311902443808053
179.0,56.0,0.4236580140701965,1.737482404828738,0.4312491191075226
175.0,55.0,0.4279634963492264,1.7475321012186764,0.43152152874176497
173.0,54.0,0.4298269944211525,1.7451843035236774,0.4315255825566319
176.0,54.0,0.4319897024668195,1.743552330078004,0.43155926960128654
176.0,56.0,0.4323736672243637,1.741806294713075,0.43162918385837973
177.0,56.0,0.43267016250526436,1.7409241412020422,0.4312951475505071
175.0,55.0,0.4339307045474127,1.7342858397344803,0.4312745129579544
178.0,56.0,0.4290172110287499,1.7499111386569461,0.43132180273028536
177.0,57.0,0.42555735778758036,1.7387525637139651,0.43123275736238326
191.0,55.0,0.42717509636231027,1.7362584877502014,0.4308308067220246
176.0,55.0,0.4306752671398965,1.7412993302088202,0.43179080975326706
176.0,56.0,0.4306377715150682,1.7459119329799155,0.43164253390351587
176.0,58.0,0.4310040770183661,1.7465474246561492,0.4313447504593149
175.0,55.0,0.43028140912767754,1.7421966443139894,0.4313198160704486
177.0,56.0,0.4357532003064338,1.7447539334267237,0.43138975588225265
176.0,57.0,0.43317696284996693,1.7407726982010816,0.43113665901199316
178.0,56.0,0.431663690056589,1.7478759211622874,0.431257245744632
174.0,55.0,0.42804518386218215,1.7389583822528825,0.4313834296176425
175.0,56.0,0.4303216962008497,1.743254847981085,0.4312783948285209
176.0,55.0,0.42862951750862555,1.7311749261432914,0.4317001064985885
176.0,55.0,0.42830056611967016,1.7376836800929336,0.4318989774399684
176.0,55.0,0.42826165047192505,1.7329924559203358,0.43175714615629285
175.0,54.0,0.42884965314895057,1.7320296121295256,0.4314204323011362
176.0,55.0,0.4273834801165474,1.7380073420679416,0.4318908544679382
176.0,55.0,0.426619617736298,1.7369485687551751,0.43182687427952554
176.0,55.0,0.4260073752911195,1.729522261712378,0.43165964698182036
175.0,55.0,0.4262942932453721,1.7274280414837069,0.43095768431653947
177.0,55.0,0.42737846127411866,1.7325828697934451,0.4315720494997036
174.0,55.0,0.42565988556469303,1.728463770738316,0.43119183457854116
176.0,54.0,0.4267060918586065,1.7363501298440114,0.43154518490093907
174.0,54.0,0.42803819020183065,1.7307424353623189,0.43132524383368065
175.0,55.0,0.4245896103164513,1.7341992840427531,0.4314708224433199
178.0,53.0,0.4287180172788007,1.7367953472221345,0.43101385650165813
176.0,55.0,0.42935286457902666,1.7399867511180118,0.43193087604112546
177.0,55.0,0.4268633664206477,1.7397419064924085,0.4316641641420098
177.0,55.0,0.4273421809823615,1.739659973504211,0.4316981077954834
176.0,54.0,0.4293563854580463,1.7382403880266184,0.43155983850409385
177.0,55.0,0.4278613047432966,1.7403773227822814,0.4316577001683018
179.0,56.0,0.4285175403658131,1.7342860465457615,0.43093505092338785
175.0,55.0,0.42955962386224844,1.7422202379701754,0.43133014852741425
176.0,54.0,0.4273835685844871,1.7366894752177842,0.4315749867358731
178.0,56.0,0.42571986935158845,1.739217304929341,0.4313540096286327
184.0,55.0,0.42971562427377547,1.7319751885897647,0.43095424023363693
177.0,55.0,0.42747927682814957,1.7405595636528026,0.43167332842418843
177.0,55.0,0.42826582723151263,1.7428999569241748,0.4316508277782941
175.0,54.0,0.4266695050281334,1.7371085082583577,0.43132976934202094
176.0,54.0,0.4245183970921687,1.7406590162143263,0.43143212316707014
177.0,55.0,0.4274488056534092,1.7346209008949236,0.4317223475387861
176.0,56.0,0.42885599324262863,1.7338846496810545,0.43137192820725856
178.0,55.0,0.43041145327268804,1.7364828500914489,0.4313066481767876
175.0,56.0,0.42536071605681347,1.7432757453705439,0.4314096530022385
174.0,54.0,0.4267946042509715,1.7347214802763198,0.43142623733580304
176.0,55.0,0.42927282811023143,1.7457297332803483,0.43199525987471654
176.0,55.0,0.4293843192042024,1.7467563182597468,0.4319500845309602
176.0,55.0,0.4295205534199445,1.7480160918821164,0.43196807013053623
175.0,56.0,0.4310323968330589,1.7478928831969647,0.4313069028304853
176.0,54.0,0.4299444268278844,1.749849381159126,0.43153290357155355
177.0,55.0,0.42933681761230413,1.7456853109947195,0.4316711100812525
175.0,56.0,0.43153421029063455,1.7462799110736813,0.43121453219750744
176.0,55.0,0.4284802735637457,1.7431153165853006,0.4318856968611741
176.0,45.0,0.43044539094361195,1.7437282449069322,0.43096028026848315
174.0,54.0,0.42866536478725376,1.7470159344328584,0.431564046087699
176.0,55.0,0.42946943551896327,1.7497245640426706,0.4317623445753613
176.0,55.0,0.42969947786319157,1.7452154107165392,0.43209034930482354
175.0,55.0,0.4297097500838379,1.7491212797165248,0.43149486436821566
176.0,55.0,0.4312527040122453,1.7438742199463593,0.43187136894109684
177.0,54.0,0.43129599375591365,1.7448892267278326,0.43150000600337246
176.0,55.0,0.4306662523191126,1.7423062319926692,0.43179348059328704
178.0,56.0,0.4319647263976215,1.7439661628772853,0.4312897950303191
176.0,56.0,0.4281837283906087,1.7469358459556203,0.4312406506881793
175.0,54.0,0.4304310432428558,1.741954010922016,0.43126055720120604
174.0,55.0,0.4292465074573891,1.7451629920147307,0.43131200293783406
175.0,54.0,0.4264100455397331,1.7013825039649855,0.4315417498020379
177.0,55.0,0.431275200076917,1.7423352842944688,0.43157932151723216
176.0,55.0,0.430467383466781,1.7419058363125415,0.43177120649819367
176.0,55.0,0.4324643976937447,1.7387426239467025,0.4316313180081787
177.0,46.0,0.42819497250806615,1.7449271986615293,0.43052649217557126
176.0,56.0,0.4294777142801977,1.7409067732878623,0.43150303820043223
175.0,55.0,0.4306002883915383,1.7471550937653804,0.4314453111194737
176.0,56.0,0.4276361720880989,1.7097417173472207,0.43117123635754045
175.0,55.0,0.44363160838027976,1.7128292282077133,0.43139013945428234
178.0,54.0,0.4290006865769764,1.743289019512301,0.4311394042106499
177.0,55.0,0.4314282773347045,1.738314353716825,0.43159776762815383
176.0,55.0,0.42991966837750323,1.741028862411609,0.43181607673923583
176.0,55.0,0.43773961874412737,1.7401381112624446,0.4314667241684658
176.0,62.0,0.42985270675284737,1.7165609159776631,0.4300735284575417
200.0,56.0,0.42847744891820555,1.745213998584625,0.42958846313555243
177.0,55.0,0.4271586511681029,1.7427054292118005,0.43167557483826896
175.0,54.0,0.4457224576789264,1.7065118192658169,0.43122075823177797
176.0,55.0,0.44032267142739995,1.738296934895694,0.4315236363082873
175.0,56.0,0.45149187715721756,1.7479068966264018,0.4312999439462027
177.0,55.0,0.4302905005143184,1.740961126462624,0.4316605636410873
176.0,54.0,0.4322268108980087,1.7441599590081394,0.43155926960128654
176.0,55.0,0.4302306924014375,1.741510425373978,0.43181607673923583
175.0,55.0,0.4392645656081882,1.737850114779951,0.4312962444000863
176.0,55.0,0.42903969370071804,1.7411067908888493,0.4319449364750077
176.0,55.0,0.42943944083532326,1.7468493243120502,0.4319500845309602
177.0,56.0,0.42874840916775964,1.747839067819188,0.4313823637832107
177.0,55.0,0.42783234839595363,1.7451832313561881,0.43164861119497
176.0,54.0,0.4292514101172382,1.6877481747721712,0.4313269882666662
174.0,56.0,0.42631692097625823,1.7471183464319064,0.4313622593141677
175.0,54.0,0.42783566247865235,1.7395454350485946,0.43129839348382104
176.0,55.0,0.42954771591177937,1.7499677385615378,0.4317893109776755
176.0,55.0,0.42871581541198406,1.7424301677325704,0.4319179235613915
177.0,55.0,0.42860911562242443,1.7430988075910974,0.43163643986017614
175.0,55.0,0.426622495156014,1.7449224850605722,0.4314538332220452
176.0,55.0,0.42972500619893317,1.7369931591504988,0.43190318387185445
177.0,55.0,0.4277237921591104,1.7366062982205706,0.43170140764173043
176.0,56.0,0.4291582444731495,1.7222695908208827,0.43127533924577177
176.0,55.0,0.4285137126735636,1.739387705830811,0.4319681160373143
175.0,54.0,0.4544868241427497,1.738099077015148,0.4311347934796577
178.0,56.0,0.4254766994677207,1.671364492208908,0.43101369365062586
177.0,55.0,0.4284375942298671,1.7461608096973227,0.43161493169778775
176.0,55.0,0.4296014484990778,1.7400531250783728,0.4319082442036048
176.0,55.0,0.42736001516638367,1.6937854109407353,0.43119198037875733
175.0,54.0,0.4289087217880673,1.735611975503379,0.43117369578142534
176.0,55.0,0.4281465942611989,1.7394113435198522,0.4319441361737846
176.0,55.0,0.42815879293468767,1.7397850359569353,0.43196499996067417
177.0,56.0,0.4280707365366132,1.7393654661636366,0.43133560713393215
176.0,55.0,0.42925244305017657,1.6438391447358038,0.4313745834570918
175.0,55.0,0.4270003557754842,1.7401444930360244,0.4315173101175114
175.0,56.0,0.42796952610265376,1.7426793849015636,0.43148772696583776
177.0,54.0,0.4292964977629355,1.7379985296792766,0.4314205734936887
176.0,55.0,0.4298875851827245,1.6967768360209188,0.4311951438781628
176.0,55.0,0.43142511729559646,1.743777649731997,0.43189067483900184
176.0,55.0,0.4287140939547296,1.6916118484452818,0.4312040430962102
177.0,55.0,0.43088976663377965,1.74382922429584,0.43175044895942416
176.0,54.0,0.42833877139527465,1.7146277295235473,0.43164220936779035
176.0,55.0,0.42995307404236494,1.7407562089774133,0.4318075287767797
177.0,55.0,0.4272082120195351,1.7463058537915224,0.4315337533608262
175.0,55.0,0.4316333325345381,1.735629979859072,0.4314486166338292
175.0,56.0,0.4425828344415182,1.742292014674478,0.4310804400298628
