{'topK': 25, 'shrink': 51, 'tversky_alpha': 0.8124063348128021, 'tversky_beta': 6.7297971145367015}
best = 0.14067279772604566
topK,shrink,tversky_alpha,tversky_beta,result
21.0,58.0,0.9397599209608033,5.959736868655995,0.14003911986993134
26.0,49.0,0.6961641201410373,4.035745593611912,0.13960749812705608
29.0,53.0,0.9787198053214432,4.401790282935435,0.13818644042872652
51.0,46.0,0.8826682209775525,6.6078919015196105,0.13757685844185186
24.0,56.0,0.826052506901724,6.461644732235161,0.13960530713452587
21.0,51.0,0.5975239841305577,6.249766872185265,0.13922560629134917
22.0,61.0,0.858786881835752,6.350911223868938,0.1395331238771435
33.0,49.0,0.6194139014217208,4.694862386896514,0.13799994911301602
20.0,54.0,0.7881401656755221,6.5644864401662515,0.14012604346120086
23.0,59.0,0.8996638480149992,6.084792076362024,0.13998118503439888
8.0,44.0,0.4698414914152396,5.55061685424004,0.13442975136762647
25.0,51.0,0.8124063348128021,6.7297971145367015,0.14067279772604566
27.0,56.0,0.8112121688626615,6.707140235933432,0.13963754674281037
25.0,52.0,0.7812140573217798,6.754866621341977,0.14022631879773356
29.0,95.0,0.7694464492408728,6.799820508188771,0.13864546496545985
26.0,53.0,0.7984417119040098,6.706669456430613,0.14015992464311108
28.0,53.0,0.8001385369492732,6.871624323033936,0.13904592468402205
27.0,52.0,0.8128305608354708,6.756639014601614,0.13964912752083708
26.0,47.0,0.7866022977949798,6.7342152024392625,0.13981762922872715
74.0,55.0,0.8294812639500534,6.903278461035077,0.13494679360334444
25.0,51.0,0.7400908366790294,6.990275050328758,0.13947614771477923
25.0,49.0,0.8021101020215012,4.894358078076959,0.13961182949455578
28.0,54.0,0.7602170346431317,6.670017267783286,0.13914526369128752
24.0,57.0,0.7841823913229682,3.5850736335978084,0.1378060439619761
26.0,48.0,0.8380823993473693,6.820324852358256,0.1398077750818063
31.0,52.0,0.7160992281334152,5.613845037458291,0.13876967961064557
24.0,54.0,0.8236550453061451,6.733777697069347,0.14026144522475703
27.0,51.0,0.5329028265996205,6.805151510588248,0.1381318170708622
24.0,57.0,0.8052109506929357,6.728249031479025,0.1402358592382122
25.0,57.0,0.7910569001659631,6.863269013909991,0.14028995576750045
30.0,59.0,0.7799418196441422,6.736652654575362,0.1382160861038952
28.0,58.0,0.7973196893538541,6.864679211920078,0.13922689784643616
26.0,57.0,0.7625826556890642,6.720127216699636,0.14018534526677623
26.0,61.0,0.7564292306947666,6.729541400633661,0.14006995903750402
28.0,57.0,0.7358729003785892,6.927167456655961,0.14002049473924236
25.0,59.0,0.7665724883173815,6.663684118365981,0.14040616587745475
24.0,63.0,0.7617763567423396,6.794589289825455,0.14031445118974253
25.0,65.0,0.7617729810722272,6.851085867703409,0.13999734049432525
25.0,63.0,0.7503744223591817,6.662386432292298,0.13984276438044277
27.0,61.0,0.7389088579690443,6.929034646407285,0.13982853221970246
25.0,59.0,0.714205560609654,6.7757005174698355,0.13993724379692052
29.0,63.0,0.7673982332864295,6.786793558644208,0.1390859437616672
24.0,68.0,0.7798698501537479,6.71001842746504,0.139793950502091
24.0,61.0,0.7365875869997972,6.639366140246111,0.14009401827641654
27.0,59.0,0.7639611876952948,5.736967653511079,0.13946958406895799
26.0,60.0,0.6685601312708982,5.468121459874043,0.13984034580610458
24.0,120.0,0.698718845728953,6.837810942100429,0.13879065166500668
23.0,57.0,0.7284498142445771,6.634317232635484,0.13934308366034368
25.0,65.0,0.7788223818460335,6.767866709408113,0.140131248321993
23.0,57.0,0.7461014094235559,5.442681544834029,0.13967120180441941
27.0,63.0,0.7653133687157415,5.837468244588192,0.13926480074816586
24.0,60.0,0.7228329631679097,6.702397406706917,0.13998305845526937
26.0,57.0,0.40346392581773904,6.8953802419877785,0.13811073608248536
29.0,56.0,0.1614397391230351,4.310968210027195,0.13623634832148218
23.0,70.0,0.7848416115100704,6.618750483924648,0.13986495590106912
25.0,59.0,0.8132951622737288,6.776499386583703,0.14000305517480988
23.0,62.0,0.7533332472163378,6.674873590918161,0.13990968193198702
30.0,66.0,0.6924614849469348,4.641372321723665,0.1373663753421693
26.0,56.0,0.42095074923040526,6.999779060913664,0.13789253338489915
24.0,79.0,0.7946165652785593,6.877771132377278,0.13962262935101746
22.0,59.0,0.715555687872761,6.596169902247191,0.13937350704690357
64.0,74.0,0.5097632382358332,5.64158776254792,0.13476677673578882
28.0,55.0,0.7809389843342048,6.711953638493472,0.13921342627859293
26.0,62.0,0.7465998430821854,6.808368031093882,0.1401380105383722
22.0,57.0,0.8130668112925109,5.670733712248114,0.13961429852704405
24.0,58.0,0.7691496993736282,6.5828184852137595,0.1404612114208442
25.0,60.0,0.7646454266292595,6.612975967725298,0.13997793520402035
32.0,59.0,0.7362917384512465,4.201937428367117,0.13782845987801415
24.0,64.0,0.7728223733494102,5.061894442992835,0.13910670365792285
28.0,56.0,0.07784149167269366,6.742406169206029,0.13415820241754306
26.0,58.0,0.4811595489013894,6.6509530687099145,0.13931719199332232
24.0,107.0,0.33543228603012315,5.49905226901702,0.13842979097811098
27.0,62.0,0.7551294422922677,5.9970252262961425,0.13899468361868741
6.0,55.0,0.7135961856980083,6.860877114505912,0.13203100462031386
23.0,58.0,0.6694938840630736,5.314147404537854,0.13930115180026723
25.0,61.0,0.7914105745345829,6.57254591705574,0.13981373730613927
22.0,56.0,0.5451635143043568,5.816201099445496,0.13956163192676194
24.0,55.0,0.9721568579784878,6.682663877089552,0.140008101590646
27.0,66.0,0.6065152114395935,6.772716064870863,0.13903267640281416
23.0,59.0,0.6367580272552325,5.876371567930161,0.13964740994095093
25.0,63.0,0.7341163072323895,6.5414027716248375,0.13981154605953325
30.0,54.0,0.5434944509174919,6.949361142762323,0.13875991770632182
40.0,58.0,0.7702341050278062,6.589385658174824,0.13780779725874895
59.0,61.0,0.8004667842714303,6.495946455193086,0.13664500536857407
22.0,55.0,0.7416250677125137,6.835168960639213,0.13850936252552815
26.0,58.0,0.5095989455982443,6.687629666654581,0.13905221968095943
28.0,54.0,0.7033578259210065,5.556045963173991,0.13887175758281478
24.0,61.0,0.6789107278207224,6.764177665047679,0.13940822364065839
22.0,57.0,0.7592183142570391,3.172725913047082,0.13791726105037552
25.0,53.0,0.7825169884614359,6.6215184534172975,0.1405486188347632
21.0,88.0,0.7862377077779604,6.4836441503591,0.13918976577261877
23.0,52.0,0.803855559671492,6.5752597697420665,0.1401721827960173
24.0,104.0,0.9540907221669161,6.630176951223897,0.1390148070259662
13.0,53.0,0.8369369250536209,6.049395929108758,0.1397352805639828
21.0,51.0,0.9900675446108871,6.446881391534044,0.13931420622545385
25.0,54.0,0.7806537713011871,4.786737948300329,0.13914801051761105
23.0,50.0,0.8137969529988321,4.270192414793588,0.13940824493841622
27.0,28.0,0.4552616766681747,6.556298157520306,0.13781168560770393
25.0,54.0,0.36811678209486476,5.408316569031556,0.13851033124929601
