SLIMElasticNet senza nessun preprocessing sulla URM
topK[0, 1e4], l1[1e-5, 1], alpha[0.0001, 1]
best: accuracy: 0.09363291936857814, topK:5073, l1_ratio:0.057231532393253626, alpha:0.002006134989647858
trialid,accuracy,topK,l1_ratio,alpha
0,0.0016598418478387766,868,0.7050754732308735,0.8360457168872885
1,0.0016598418478387766,2257,0.08272913581769858,0.7494841586607445
2,0.0016598418478387766,9483,0.6738242749759625,0.7871518658107816
3,0.0016598418478387766,2090,0.7493240205500933,0.5668043654791026
4,0.007671536337766651,8674,0.026637977358979947,0.9913565934269278
5,0.0016598418478387766,8425,0.5004279895068451,0.9522488315562235
6,0.0016598418478387766,3964,0.5957908794651493,0.7630347208565772
7,0.0016598418478387766,6437,0.2410778198685614,0.3451588936124842
8,0.03343271899478169,1982,0.06132019303161426,0.14961032379179173
9,0.0016598418478387766,491,0.8802872220597499,0.5499741029750114
10,0.03837819193020968,4831,0.29941257961140677,0.02485442829601013
11,0.03942908680799958,5437,0.2973293131608601,0.024170728875611256
12,0.06664875651673996,5254,0.34859442782105776,0.0052488982972792655
13,0.06616592237200755,6662,0.384613928880675,0.004912562836709489
14,0.0016598418478387766,6937,0.41826626630757596,0.224880378775048
15,0.0016598418478387766,6921,0.43935470912860114,0.20977737717956574
16,0.04810808209168034,3977,0.19585896333573294,0.02453854180299015
17,0.0016598418478387766,5667,0.3659345374606989,0.37190694835706073
18,0.0016598418478387766,8160,0.5341616229082498,0.1505765156434425
19,0.019012149391104228,3850,0.1629773346264261,0.1063528053801093
20,0.0016598418478387766,7680,0.32411722918977637,0.29234972747728416
21,0.08465483785848378,3753,0.22164145297192858,0.002392202395239973
22,0.0016598418478387766,3087,0.3979784924425499,0.09200057809994375
23,0.06681128907857152,4542,0.14849648371612495,0.011447829989169888
24,0.032691543740854666,4757,0.14069090592691136,0.0700535680637498
25,0.0016598418478387766,3146,0.2567365300930524,0.14592834585863157
26,0.0016598418478387766,5913,0.1388233560268559,0.2162072615742358
27,0.016491632040975153,4595,0.2317283830367719,0.08042795194082533
28,0.0686486548666099,2976,0.11925393436843641,0.012379631495271319
29,0.04735314782389133,1304,0.008960138010784338,0.42318749389620947
30,0.0016598418478387766,2669,0.1192676536356339,0.26802279119786876
31,0.09312510698806716,3705,0.09012569349129848,0.0010225170285088382
32,0.03264001586121441,3416,0.09630236844816248,0.10237023052830621
33,0.027952849271694256,1561,0.07826688661132115,0.1647581682201212
34,0.02117239939775028,2608,0.2145507004895992,0.07273621651656918
35,0.08744441764788191,3957,0.02182416868394027,0.010548996399236966
36,0.06637678609283086,4027,0.002237681899482008,0.18245408494642085
37,0.040020096915592676,2177,0.05095589645853621,0.13142591397067852
38,0.04712801735809609,3488,0.0754602023847118,0.06453296613087281
39,0.010753105290381636,9757,0.17730443108525087,0.12389881448700996
40,0.04667045830869018,1382,0.00478354176417034,0.7090099126186902
41,0.042658759198627744,4344,0.1273732900055745,0.04786304014065842
42,0.09348517829198263,3541,0.05509234033435187,0.0021586316775373503
43,0.06051942889750506,2633,0.05237519484490882,0.04276775646732278
44,0.03370861399608317,3544,0.09636564899118986,0.09472850121465622
45,0.09272004250804647,2830,0.04597017626270083,0.0011166559628567607
46,0.058404256302733,34,0.04037642195968427,0.06103683728005806
47,0.0016598418478387766,1868,0.18522065149958172,0.18163809792772434
48,0.09363291936857814,5073,0.057231532393253626,0.002006134989647858
49,0.08659335168369561,5101,0.058658178926779894,0.0003863832753980873
50,0.07160319576813359,6204,0.0017064797095790313,0.12457818601458998
51,0.04963301383187925,5454,0.08822252517473798,0.0491491059446932
52,0.0923467496530188,5149,0.04653812252793953,0.0032214856090647752
53,0.06777318155275583,4255,0.03857654674488803,0.03443509579944273
54,0.04883957650510597,4896,0.03919164986191015,0.10947096242228577
55,0.04797439805470204,5906,0.10610545330298765,0.044769019363282446
56,0.0914843696838973,4189,0.1764086388946377,0.0013239692222082172
57,0.028994685608106602,5253,0.16581789158405527,0.07531393573978712
58,0.0016598418478387766,4234,0.18934816332590557,0.15592223449598752
59,0.0035601975647318405,3177,0.2521431168219089,0.11459679695093987
60,0.08504895016703665,7222,0.07730692305169097,0.0002906659167553839
61,0.06888007170723415,4461,0.030492698301394325,0.03796047360561941
62,0.04975553628218701,4038,0.1323088431176589,0.03355798917440049
63,0.04316587365760001,3718,0.06680927322286458,0.08829297600245022
64,0.048855926566057105,4999,0.15715569131092919,0.029625390205309042
65,0.04007680435614528,2416,0.09715329665574066,0.0701688979531685
66,0.09111289123650473,5551,0.03337088153849026,0.004962905225133567
67,0.0886901406410536,5868,0.12350198235834853,0.0027827293134071425
68,0.0399585238277616,6359,0.07236733801826231,0.09436618280606197
69,0.03421192478487576,5479,0.15238028220468838,0.05841707343673943
70,0.04803955333778183,2838,0.03357610383528538,0.1322086433011713
71,0.09106164590438484,5921,0.11563829654833768,0.0021130453398545217
72,0.05825177486025127,6646,0.10152165707520595,0.027197805560443954
73,0.019734235481955405,4718,0.20799012841405515,0.0789921496215717
74,0.07374986338903342,5643,0.0012399986762805168,0.0001516657756434098
75,0.05583617099509461,3285,0.05982113928929571,0.05114843059973509
76,0.05114136584123677,5202,0.1316757128624762,0.0315969748201245
77,0.05325401186851319,6029,0.03244052482630046,0.10032136023792532
78,0.019610672301396563,7307,0.11007970258698416,0.15139116159328478
79,0.052613331224120326,4697,0.1551868732093475,0.025339295132952133
80,0.04505056669982715,5673,0.08120071925925275,0.06686339181790124
81,0.09290497852990323,6510,0.12044168520731584,0.001207899658778225
