Optuna search for xgb with much larger num_estimators
Version11 of XGBoptuna notebook
best-> 0.06659487406943562 and parameters:{'n_estimators': 1049, 'learning_rate': 0.009306595811732746, 'reg_alpha': 6.951684234949226, 'reg_lambda': 2.1844408977542664, 'max_depth': 2, 'max_leaves': 3}
n_estimators,learning_rate,reg_alpha,reg_lambda,max_depth,max_leaves,result
694.0,0.00944380573731946,0.03265003019791681,0.04877089101469262,3.0,10.0,0.06494723366224427
942.0,0.09677471502499846,2.0890071300667734,0.0022957710793610046,6.0,9.0,0.05599144424326616
1798.0,0.08712914347816497,0.07703902727884542,0.016432051328657087,4.0,9.0,0.05001076027982246
297.0,0.0016338018808371056,2.623149768437415,0.06722419326797015,9.0,4.0,0.06433703458114293
1655.0,0.0003001696138922388,0.05450874650118411,0.0014275635595688845,2.0,2.0,0.06228089187563963
1001.0,0.002787782382630182,8.472450399717196,81.8827129298508,7.0,5.0,0.06575269006831205
1958.0,0.003677895287025893,15.521548628504014,1.2865084232148218,1.0,3.0,0.06571680883965621
657.0,0.017427285265433932,0.3159820842654136,4.171007264440964,4.0,0.0,0.0636771906159974
1687.0,0.004922092170898416,17.32733906225731,1.3206613422958413,6.0,8.0,0.0659257295891678
567.0,0.007181011083313876,4.6319566587017995,0.009961297970847596,1.0,8.0,0.06495851641115627
1402.0,0.0004377556811332433,0.001318261394375445,20.723160729233502,10.0,7.0,0.06483732080519757
1282.0,0.0012661984663247506,90.78421959143144,91.2985195059581,7.0,6.0,0.06561661028891233
1080.0,0.00010340320589443433,30.910450630981632,0.545608516836646,8.0,5.0,0.06391302798959185
1435.0,0.023659861863960446,11.08018464522338,8.250932577387092,6.0,6.0,0.06527901265989647
999.0,0.0021140807726186296,0.8143921219476362,86.43236909628035,5.0,7.0,0.0646467586682933
1565.0,0.0007928430723886354,50.74845706191652,0.19557577603099513,8.0,4.0,0.06550468200143653
1171.0,0.004561218655235621,0.38122537585596117,2.6991615566910414,7.0,1.0,0.02402615268723954
199.0,0.011534601606481761,8.539755619273562,18.165293706790102,5.0,5.0,0.0661439114286838
193.0,0.031127937461494917,0.005885409329982195,16.501100067844206,5.0,7.0,0.06485560426521446
422.0,0.01273877763328584,22.474692064565147,0.7533248781005022,3.0,3.0,0.06624451349937054
430.0,0.03743303192797715,1.0434458104433333,0.31782348309051783,3.0,3.0,0.06336741300337463
190.0,0.012434957051659567,29.45314031087672,1.1278213426086026,4.0,3.0,0.06512313775727128
400.0,0.006818261402146407,7.867947452623403,20.86683367903,3.0,4.0,0.06601758835525502
434.0,0.00901357976078572,5.326645411152127,20.496832899631745,3.0,4.0,0.06573397950559094
126.0,0.03723263568487247,70.29779136782761,6.19632253298668,2.0,2.0,0.06499667410757808
748.0,0.015535117108974662,3.590470735102502,32.17166140266432,2.0,2.0,0.06601411041565113
473.0,0.0064516050501351434,0.215383453550547,8.93780734221305,4.0,5.0,0.06526920150815009
291.0,0.052715199062798285,1.2118842501119376,2.3203190653682215,5.0,0.0,0.06211349261172954
812.0,0.01969586996326601,24.567667977232844,44.54810372616233,3.0,4.0,0.06603179436408085
788.0,0.010941297039669002,28.287311779435285,0.130795098261334,2.0,6.0,0.0659833888814999
858.0,0.021308705659412546,95.22877207951808,53.61773499717232,3.0,3.0,0.06631833904565315
838.0,0.02300369119771139,53.016244533590026,37.492003645236,3.0,3.0,0.0665482439332712
867.0,0.06576203307412189,86.01898297253486,39.284594090489676,3.0,1.0,0.02402615268723954
626.0,0.025718624366892616,42.62887661507923,10.223536347899305,4.0,3.0,0.06635650559999019
608.0,0.026359423328028656,52.61469615686903,11.392643728877076,4.0,3.0,0.06623575284048823
892.0,0.0535318234516221,99.00529253254463,0.03715120649349271,2.0,2.0,0.06495318026500901
545.0,0.06638520050074585,45.38442664184325,51.15909461931733,4.0,1.0,0.02402615268723954
671.0,0.039210003665686916,18.318846571406514,4.346250056542689,1.0,3.0,0.06516763014489371
1179.0,0.09586112696572494,0.011414067757091948,0.006310543487031494,3.0,10.0,0.050534855133678204
919.0,0.016193077547777216,40.38975221881367,0.5744633078628967,2.0,2.0,0.06572944142637663
723.0,0.022667386187190563,2.0765986666976595,5.146443760776876,4.0,1.0,0.02402615268723954
565.0,0.025123811437959245,51.71585552079275,12.209625920010735,4.0,3.0,0.06620402038649655
629.0,0.029241188419590194,13.769280047807708,2.2337033781681663,4.0,3.0,0.06633326515861088
370.0,0.014940054497334926,14.060804842952901,2.431421772014472,3.0,4.0,0.06575310645606108
674.0,0.04982915976291523,19.040586757307768,0.8199474246920954,5.0,2.0,0.06505923202421009
1049.0,0.009306595811732746,6.951684234949226,2.1844408977542664,2.0,3.0,0.06659487406943562
1076.0,0.008607361986796493,2.5168141737460026,60.74970126442832,2.0,4.0,0.06361178549591096
994.0,0.00370014417205219,8.153761999732918,1.8429888930125036,1.0,3.0,0.06495822232508561
829.0,0.031459044366829024,12.445961548829212,3.5789869092430715,2.0,2.0,0.06509813753245412
1243.0,0.01917158859912509,4.7614678109491235,99.72939870580835,1.0,1.0,0.02402615268723954
1357.0,0.005648567030920446,0.09775076616726457,32.90570792096821,6.0,4.0,0.06454175881527871
512.0,0.013247982203243998,33.895697033203014,0.4914344793914542,3.0,3.0,0.06642586792383712
965.0,0.009123529254764678,35.80864112492622,0.2764772306724194,4.0,3.0,0.06656418065382397
513.0,0.002861558740161219,33.6676646985516,0.21086524488677175,4.0,3.0,0.06530014215655577
977.0,0.009100731477702403,8.940638622001796,0.09913213081626855,4.0,4.0,0.065943260750886
609.0,0.004753491529778015,14.681495395948609,0.4487200657833624,5.0,5.0,0.06549282462198282
1156.0,0.00011722633395653152,64.22241977101355,0.04136791209395966,3.0,2.0,0.06040556206209671
1057.0,0.001990138910660946,37.090412115570636,1.365595519541398,10.0,3.0,0.06576225456245385
701.0,0.013299175898817467,5.322209284441716,0.2619649954012345,5.0,5.0,0.06549467005932351
765.0,0.007630871388297186,23.602345016248776,0.41986034141539447,2.0,2.0,0.06544598519908433
343.0,0.03195608675097563,0.0010632447292093176,7.1814394504170815,4.0,3.0,0.06447205239676043
913.0,0.019212720625774313,72.06104397113397,1.0518473507280457,3.0,3.0,0.06657907444114328
1979.0,0.010657540760692625,63.38298050769506,0.9388945890156714,3.0,4.0,0.06588139396527944
915.0,0.018378024966865438,11.532914155547674,0.1391506738041774,6.0,2.0,0.06515046279862287
1127.0,0.029215950508912607,35.61644359810464,1.437229390972957,3.0,3.0,0.06623282162652837
958.0,0.040537045988331716,21.2466826155488,3.227769403870731,4.0,4.0,0.06611744088855173
625.0,0.01405044558800782,67.65461317564217,0.6270748678310059,2.0,3.0,0.06644165451998324
487.0,0.014442886734149616,64.726664027966,0.7028129728325568,2.0,2.0,0.0656887270135293
784.0,0.006392537269624901,46.598334786651186,0.3131103877516938,1.0,4.0,0.06533175769921427
1032.0,0.011580994033981516,69.88310353916656,0.05771784881536049,2.0,0.0,0.06590791293635027
