weight = 0.5054489394131232, best = 0.4398674269615248
KFOLD = 
weight_1,result
0.49311497296008355,0.43937369145888194
0.48660759177057417,0.43931643399354653
0.5094241374129483,0.4396789782432686
0.467821310420701,0.4391393538034373
0.46231000029175756,0.4392501766883161
0.4726814739302371,0.4392157773809149
0.5063797290884737,0.4398506070603548
0.4711111836254908,0.4392021115418802
0.46000963379171084,0.4394174670507592
0.4736491883056735,0.4392592520054384
0.5085473273003872,0.43977734147902553
0.5092300370229198,0.4396789782432686
0.5008245939355974,0.43960866885437605
0.5006250347088634,0.4396005980247755
0.5016635011199896,0.4396211383331724
0.49306730391437487,0.43936669673989487
0.5061452686480024,0.43984960708220044
0.48108549282702756,0.43938582132320947
0.5040603185216994,0.4397613155323006
0.4961994329822258,0.439506469282878
0.5037326262009814,0.439690783890642
0.5069316987514592,0.4398206296932668
0.5062606020988945,0.4398506070603548
0.4978197456224256,0.43949862417230096
0.5054489394131232,0.4398674269615248
0.504841283663803,0.4398674269615248
0.4991091593738729,0.4395478256615403
0.504535943162066,0.43979688483132595
0.5094435442217135,0.4396789782432686
0.4950961162758123,0.43945956033999795
0.4927106435352332,0.439331723144959
0.5045481087261159,0.43979688483132595
0.5061723263753625,0.43984960708220044
0.5022817150839292,0.43960788518140725
0.4986341072130609,0.43948797312293414
0.5069352164542617,0.4398206296932668
0.5099225594394684,0.43967802441795206
0.4901025191288091,0.4392669798281649
0.5007566082881828,0.4396005980247755
0.5030516337545151,0.43962372467186733
0.49695550387878207,0.4395382702651245
0.5066139896618969,0.4398356183768108
0.5052209450426357,0.4398524382779809
0.5099739177195665,0.43967802441795206
0.4997396404277537,0.4395710162865896
0.5023523157132475,0.43961954304638584
0.5073769186936682,0.4398280754292023
0.5049236942713127,0.4398674269615248
0.5044339900080917,0.43979688483132595
0.5012188524737953,0.43961153848267853
0.5079395186604367,0.43981015607746815
0.50520993244082,0.4398524382779809
0.5048319880982215,0.4398612551506538
0.5031961021259935,0.4396205452541459
0.49942027938543204,0.4395759862185016
0.5049637081553092,0.4398674269615248
0.508572147313736,0.43977734147902553
0.501908705377272,0.4396211383331724
