slim * weight1 + rp3 * 1-weight1
weight_1= 0.46639494013164245, best: 0.4344382432631281
KFOLD = [0.48446664253641136, 0.4837406430303021, 0.4836746991165268]
LEADERBOARD -> 0.14311
weight_1,result
0.5002196302723988,0.4342511160386864
0.5224174033852783,0.4337503958893965
0.4537471311365955,0.4338295330089826
0.4732144962438854,0.4342416795212226
0.5117201794165924,0.43381937268136805
0.5598588006246157,0.4337992738538618
0.5370256029029575,0.43350285406941197
0.42389761500197215,0.4338562714988305
0.4907315653528641,0.43426102884301027
0.4868206899754815,0.4343270195169721
0.4521206044743674,0.433865540199542
0.47042816643566454,0.4342814849107806
0.5088955914783109,0.4338208679162467
0.48497351477105893,0.43438439093295445
0.43868056349981255,0.43374651713101064
0.527922546555796,0.4337762588486208
0.405710709915597,0.4338531703607335
0.47906521662598744,0.43421754840901566
0.4539519514727514,0.4338229768356898
0.4916262779827411,0.43433511719623424
0.5012455928278556,0.4342053420287878
0.46564536821829056,0.4342904691984339
0.48598912872474354,0.43435161647056714
0.5135174294958942,0.4338343111633297
0.43571033524887,0.4337907460309618
0.48208719582330983,0.4342889025563428
0.5455383092954615,0.43359251608440613
0.46281202811965005,0.43432668837282185
0.5252978924194046,0.4337298015244495
0.4582098140147215,0.43418523207225485
0.49549654247790176,0.43431652135365845
0.46534555575332587,0.4342904691984339
0.422517827079418,0.433887126339294
0.4810921160315257,0.434256020898448
0.44512363731856835,0.43378640368111926
0.5098023201501278,0.4338208679162467
0.4746251016045978,0.43427426338460506
0.49345876331189975,0.4342984554539183
0.44964683618617585,0.43393517186392244
0.4956030359656352,0.43431334260297105
0.5044782077762793,0.4340212046203448
0.4687134921865115,0.434335644385758
0.46598723437471556,0.434398281825915
0.4271646413129408,0.43385707057797346
0.4692774971910352,0.43429949200184725
0.5269838827517597,0.4338556400261928
0.4443588732951714,0.43381347102509127
0.4847961268226892,0.43438439093295445
0.4870453957271629,0.4342957996441494
0.46818441981297537,0.43434220055905076
0.4575553068571814,0.43418273448242906
0.5144656165587669,0.4338338632020381
0.4841156265782124,0.43434580317014554
0.4841764217131689,0.43434580317014554
0.4869909986795497,0.4343107851831043
0.5397044079503114,0.4335364491183099
0.5064946148459128,0.4339958742373185
0.8604035731121683,0.43037505149658134
0.5676032416822074,0.4336238665465298
0.4847620524776877,0.43438439093295445
0.48374030837403653,0.43430388959375815
0.5179128786634075,0.4338841104939781
0.4792890910046624,0.43424377310218676
0.5013962475703779,0.4342053420287878
0.43969527256462737,0.4337290340022299
0.47106129599832636,0.4341707251273049
0.5298616736133026,0.43368463832555715
0.48604299671856366,0.43435161647056714
0.4192185981758101,0.43377936785486126
0.49797813691429277,0.43420770790309937
0.49050462528138433,0.43426102884301027
0.453717444191794,0.4338295330089826
0.4748319084086069,0.4342553233284259
0.5159794068581303,0.43389156997084954
0.48135313376748834,0.43429348474583523
0.44658532531750617,0.4338346164299804
0.5023009949853152,0.43416063194355486
0.4628312222123863,0.43432668837282185
0.10655622677168786,0.4270636873538163
0.46399912629457774,0.43431409409614363
0.48113836752086575,0.434256020898448
0.43969422818177295,0.4337290340022299
0.49608984129448136,0.43438386807735674
0.5124640940720543,0.43390115176581656
0.4902086637658502,0.43422065114082614
0.5396996806978321,0.433521463579355
0.5014780188065676,0.4342053420287878
0.4735595260479737,0.4343057651049213
0.524319088390372,0.43373925389281304
0.4604178055955419,0.43414218830177165
0.48487123259366877,0.43438439093295445
0.49205689551645326,0.4343088711194269
0.4801856320630729,0.4343060898604544
0.5051727716213473,0.4340555283819728
0.4520412130813279,0.4338830233283226
0.4774420393117318,0.4343106689507954
0.5184637080977547,0.43387507754410803
0.704263929844297,0.43205601108293973
0.4396886669547616,0.4337290340022299
0.4598002995379394,0.43413975737966604
0.48627748741919896,0.4343306367160303
0.490792347464389,0.43426102884301027
0.4951260768162089,0.4343136491253587
0.47335960897773544,0.434346578293907
0.4657383066726259,0.4343254354559954
0.47522546600218635,0.4342923418014037
0.5096143709369721,0.4338208679162467
0.44427103992452777,0.43381347102509127
