slim * weight1 + rp3 * 1-weight1
weight_1= 0.46639494013164245, best: 0.4344382432631281
KFOLD = [0.48446664253641136, 0.4837406430303021, 0.4836746991165268]
LEADERBOARD -> 0.14311
weight_1,result
0.7888919953703729,0.4314982062170023
0.4667290921896907,0.43439998018699666
0.5189797538311443,0.4338411540468612
0.7012469101340998,0.43207759086644754
0.9293811783227038,0.42906410127028805
0.9682669869231585,0.4282483651901003
0.7550156614254765,0.4312949718067148
0.791695989597344,0.43153172724867184
0.517981180955336,0.4338841104939781
0.40911229327017407,0.4336178568398497
0.12224935356582223,0.42738685155478506
0.4373141786558915,0.4337418759757541
0.27767178833736594,0.43276234075841835
0.5776511561101758,0.43406445276033434
0.6090144355954458,0.4330289257541573
0.3202988414604921,0.4336245722798156
0.6324657785650432,0.4326012867996179
0.017096599209710295,0.42073333280656255
0.5739586340237148,0.4339358807421733
0.43285632649499134,0.4338468642597112
0.3175827772549291,0.43370299072994284
0.5581629812286916,0.43385702717168384
0.6352974605092174,0.4325125511476691
0.5748942072260325,0.4339789641666686
0.4799250185031157,0.4343323145536255
0.46536610567323594,0.4342904691984339
0.4310556928139453,0.4339383397456368
0.4923746205598698,0.4343330477889408
0.36345292418290265,0.4334301589777124
0.4935598355012081,0.4342984554539183
0.22310589339919445,0.4311833876549782
0.4690386609426531,0.43429949200184725
0.5191445418867983,0.4337624799673479
0.3664926308648995,0.4334253835160039
0.5009546074924002,0.4342053420287878
0.3901722186925104,0.43378753785870616
0.4709467561275787,0.43417492107821243
0.6876988624807172,0.431894110840197
0.526964761339018,0.4338556400261928
0.4783752240344275,0.4342032913337599
0.41175367057366974,0.433620581248413
0.5102598995957851,0.4338533365839824
0.46847590746956225,0.43434220055905076
0.4555737312815804,0.4340371295533174
0.3978766984408408,0.4337893524536487
0.530303697193608,0.43370304986876285
0.46363173966386223,0.43432363034820587
0.3581328779105447,0.4336627521520931
0.61120623011332,0.4329662174116058
0.5554432823262726,0.4336425197771497
0.42230290480934635,0.43386290310837694
0.4625681256026014,0.43427423898647965
0.44922211227367104,0.4339384060579358
0.4941798178399081,0.4342907923942256
0.5408238374254328,0.433572844032868
0.5918089706444026,0.4334155680154414
0.4325633497021668,0.4337734351188321
0.3237377426632629,0.43376658628439535
0.550668270786155,0.433620554337508
0.6507738901324709,0.43243177066540867
0.4912877291339064,0.4343589010629846
0.4922551761184485,0.4343480333278958
0.5002658522095486,0.4342511160386864
0.3987613767925907,0.4337574038109757
0.567974768932726,0.43361325609595947
0.4456227101472508,0.4338248649254213
0.6009687048036307,0.4333026262542855
0.5299759082386513,0.4336810211264992
0.4858051360738831,0.43437134102611463
0.48915161395295204,0.43431608537370153
0.5676122111766454,0.4336238665465298
0.4806723230214032,0.4342743838600083
0.42971132654627614,0.4339791337127918
0.5073118562228196,0.4339419016996053
0.5421143417370984,0.43353416923283794
0.4523757659930017,0.433865540199542
0.38856895830473853,0.4336917255956223
0.47239666191618357,0.4342212392017359
0.5210689407292024,0.4336584184942014
0.4341921011152195,0.433807019645248
0.4121757209080192,0.4336823549701049
0.4932561545596316,0.43431003212027314
0.49989686214895335,0.43422114496077663
0.47706587877977413,0.43429568341184055
0.4554289433090446,0.4340371295533174
0.5216870139032412,0.4336960927363837
0.5581163556203673,0.43385702717168384
0.4144946160893985,0.4336132630291961
0.37588633313684017,0.43339423222619966
0.48949413323281016,0.43423457089791573
0.5376840180499933,0.43348580592756747
0.48920858719673327,0.43431608537370153
0.46060564728560616,0.434150929866162
0.5107467920473777,0.43383585345520165
0.5819957094215515,0.4337421131794004
0.4805937035079742,0.4342743838600083
0.44198795350939585,0.4338452433777864
0.4235126769627384,0.43383821200316675
0.5450826256671434,0.4335442446516328
0.5085267987105788,0.43381737129049047
0.4789600699395207,0.43421754840901566
0.45025951723497964,0.43392186390191007
0.4902106835145594,0.43422065114082614
0.5281702725334446,0.43369059151759526
0.4659969017010684,0.434398281825915
0.460651936445905,0.4341551258170694
0.4192049040877616,0.43377936785486126
0.395936992304792,0.4338218849541757
0.440504482076159,0.4338530514221939
0.5146005952811512,0.4338338632020381
0.5573296079959962,0.43375797634980723
0.4901722262899335,0.43422065114082614
0.46639494013164245,0.4344382432631281
0.4690306116572805,0.43429949200184725
0.43913701355807033,0.43374651713101064
0.5062653452563871,0.4340133573660992
0.5389176738786,0.43354323225735425
0.4623653598669182,0.43427423898647965
0.4131519094615951,0.4335860831733622
0.5803688712215005,0.433923892307996
0.5209106084712176,0.4336584184942014
0.4874761249992337,0.434278668082265
0.5018253048761656,0.4341452845995916
0.46900026007556267,0.4343265113826902
0.46298250511720407,0.43432668837282185
0.46487395459356157,0.43430129882881224
0.47073137379510754,0.43427981985089675
0.3799892080360654,0.4333783924635447
0.4306426075210098,0.43393309480700254
0.4106201824044864,0.43361555465967716
0.44191454373589173,0.4338365018133961
0.49135973478552786,0.43434578871639906
0.5237062337806675,0.43372545482032615
0.45716934262673625,0.43417584056687575
0.4746655648291507,0.4342647271325428
0.5441189726999032,0.4335253045954538
0.5005123007878438,0.43419866665234425
0.44742856038103046,0.43393293821612355
0.39376307146724965,0.43375848731637673
0.43005698819361865,0.43398437865142603
0.4806340193587383,0.4342743838600083
0.4887350419906409,0.434309841399137
