UserWise, 6 groups. Version 15 of notebook. Best of leaderboard up to now (06 02 02) is 0.07859379381621226 on val, 0.09847160817320726 on test.
Submission scored 0,14072 :(
Trial,SLIM_w_group_0,RP3b_w_group_0,ItemKNN_w_group_0,SLIM_w_group_1,RP3b_w_group_1,ItemKNN_w_group_1,SLIM_w_group_2,RP3b_w_group_2,ItemKNN_w_group_2,SLIM_w_group_3,RP3b_w_group_3,ItemKNN_w_group_3,SLIM_w_group_4,RP3b_w_group_4,ItemKNN_w_group_4,SLIM_w_group_5,RP3b_w_group_5,ItemKNN_w_group_5,Accuracy_val,Accuracy_test
23,0.09724041997409609,0.28880947482754377,0.6139501051983601,0.9287898867160554,0.043518266560053316,0.027691846723891283,0.2860166538675133,0.17545123913635294,0.5385321069961337,0.5144762872242431,0.18355343585478548,0.3019702769209714,0.353705227189216,0.38410677374568214,0.2621879990651018,0.3832185432032418,0.45262928662602103,0.1641521701707371,0.07803752099656311,0.09747392587319542
24,0.10731392026280465,0.31295685418085795,0.5797292255563374,0.8901545882523713,0.10862490103652932,0.0012205107110995084,0.25990667393955164,0.17242323471770504,0.5676700913427433,0.5688862002582362,0.1454211731515686,0.2856926265901953,0.3117058506181426,0.3309796287659139,0.3573145206159435,0.48110523389609133,0.3222676917096197,0.1966270743942889,0.07807531179045486,0.09738995200968777
25,0.1734215924950127,0.3130888159818544,0.5134895915231329,0.8301256277871674,0.16935398303297464,0.0005203891798580437,0.25555638291055544,0.18699675513774974,0.5574468619516948,0.5777237432730952,0.16139845754308182,0.2608777991838231,0.21279898003466163,0.40900124864906134,0.3781997713162772,0.3444794908306779,0.25044805878660215,0.40507245038272,0.0776869245879519,0.09680531404897699
26,0.09685418698157022,0.37235372795209437,0.5307920850663355,0.8601125414638404,0.11553726868671396,0.024350189849445567,0.356496597673876,0.20099013498029994,0.4425132673458242,0.7409300908157777,0.07233886245631886,0.18673104672790353,0.3163259900533352,0.35663659014947646,0.32703741979718826,0.11393025485632144,0.20056502048764605,0.6855047246560324,0.07755486180186878,0.09603039978561322
27,0.040121768784295325,0.4552046063318947,0.5046736248838101,0.8040009050907313,0.11472318619461927,0.08127590871464942,0.3835211956595949,0.14772611327160598,0.4687526910687992,0.5320682512863083,0.23729648314112606,0.23063526557256567,0.399475653064973,0.31257938241954875,0.28794496451547813,0.1792251629464316,0.5426296864372839,0.2781451506162845,0.07807724193476155,0.09736222303511352
28,0.031747913972726444,0.5031557548007006,0.4650963312265729,0.8362216745293977,0.07798081540418966,0.08579751006641262,0.3195235843404178,0.19508976386028012,0.4853866517993021,0.4856120415528917,0.29462835111711344,0.21975960732999475,0.2829237019324854,0.35663451020453035,0.36044178786298436,0.17651795568647694,0.5625012888119763,0.26098075550154687,0.07785691106700372,0.09715276352067782
29,0.05078358945411973,0.37964269073550094,0.5695737198103793,0.759079884679219,0.14734106945321582,0.09357904586756499,0.539440418344472,0.20179600446732576,0.25876357718820225,0.5031141990021539,0.20670178425353442,0.2901840167443116,0.3480779583296685,0.34065734203025394,0.3112646996400776,0.012816704025593527,0.4871376713832188,0.5000456245911876,0.07790688162904957,0.09684198393875625
30,0.003948909102415849,0.45085755073254347,0.5451935401650407,0.840858117967182,0.10836452254562863,0.05077735948718938,0.359650818253587,0.22489371139503986,0.41545547035137315,0.49367381962867596,0.24212624504415667,0.26419993532716735,0.49070642729381747,0.274119170419969,0.23517440228621353,0.11786218470340495,0.4254024324706661,0.4567353828259289,0.07806871428535402,0.09697761095344923
31,0.07367762859514419,0.36228488578793233,0.5640374856169234,0.8531356675055355,0.1348164991433165,0.012047833351147886,0.2860507666898611,0.17543175864484636,0.5385174746652927,0.48282227417337087,0.16271768731301095,0.3544600385136183,0.3516187127115878,0.3384024198074637,0.3099788674809485,0.4546564751909021,0.3796234648868953,0.1657200599222026,0.07808364499502202,0.09760815516942349
32,0.08278433120417233,0.3895455097184311,0.5276701590773965,0.8738812491873427,0.10985217567963598,0.016266575133021512,0.4162727995241924,0.22226919521348412,0.3614580052623236,0.4792892114661534,0.23816018024858115,0.2825506082852655,0.40289954151866253,0.31019379849627915,0.2869066599850583,0.36388385557523867,0.5159819527716858,0.12013419165307558,0.07822626475129067,0.09767780829155219
33,0.09824442910726437,0.3053390230395823,0.5964165478531532,0.8696808426593409,0.11597091289403065,0.014348244446628569,0.30846414419779455,0.2603876665058728,0.4311481892963327,0.4780551112955855,0.14044835891719315,0.3814965297872214,0.40416277969055603,0.293728982389767,0.30210823791967706,0.37843238662059947,0.49036970526421725,0.1311979081151833,0.0781987293113373,0.09768554529335056
34,0.07663193055996134,0.24864728829078478,0.6747207811492539,0.7902966362073008,0.18620859275602417,0.023494771036675,0.3468968648478377,0.3101644346848235,0.3429387004673388,0.3935891037517902,0.2845788696810956,0.3218320265671142,0.42271937982388297,0.2696075330727529,0.3076730871033643,0.48905995415427095,0.4009540892528331,0.10998595659289594,0.07815482483116762,0.09759056304380445
35,0.09160198080357877,0.16131729269290157,0.7470807265035198,0.8877270411336042,0.10254240833453498,0.009730550531860725,0.3570779631429146,0.28909513077222004,0.3538269060848653,0.5053579833434627,0.23271538251147522,0.2619266341450621,0.47594531059523104,0.2013658328045736,0.3226888566001953,0.3615107389993551,0.5025753083151339,0.13591395268551099,0.07809869717033258,0.09753342114966
36,0.08984376036252487,0.3207697436913616,0.5893864959461136,0.7409836179805473,0.23974887108988718,0.01926751092956554,0.4191097669335794,0.2634251731742403,0.3174650598921803,0.434150793188776,0.24127618815540577,0.3245730186558182,0.38038797029247146,0.19229057504475347,0.4273214546627751,0.4976262612511528,0.3984936582923142,0.10388008045653302,0.07810818192052482,0.0975904548360539
37,0.21970043672020428,0.3483002430000473,0.4319993202797483,0.7744125269937255,0.22555467954824665,3.2793458027773e-05,0.18795278686760003,0.36892379843258116,0.4431234146998188,0.4189485284154152,0.2630460965054605,0.3180053750791242,0.36494755021363573,0.3601450681664835,0.27490738161988065,0.5694204751036098,0.301073174934437,0.12950634996195323,0.07807084395992286,0.09768506125956032
38,0.0745781225320361,0.32637611364518476,0.5990457638227791,0.723607653417617,0.24268341287592915,0.03370893370645393,0.49609748654750124,0.2678866991529744,0.23601581429952448,0.42657882166636435,0.14547244605044007,0.4279487322831957,0.39150391244506705,0.3158021397796264,0.2926939477753065,0.24939818933105634,0.35900417455599215,0.39159763611295145,0.07818879158441219,0.09724110048247275
39,0.06812649814905725,0.3068576820608325,0.6250158197901102,0.7198767691616019,0.2145713777645097,0.06555185307388839,0.5271318937008582,0.24721416950613792,0.225653936793004,0.41852437445925317,0.14251843624782554,0.43895718929292116,0.39101301058316873,0.33293123476706715,0.27605575464976423,0.18268767604770478,0.3953872590912403,0.42192506486105485,0.07803600788428637,0.09710724986503064
40,0.14545745850893077,0.3655361217576417,0.48900641973342757,0.8823292802313009,0.10497902979589824,0.012691689972800872,0.5173867202619914,0.2929301949733161,0.18968308476469256,0.5853720054490924,0.10848605822975303,0.3061419363211545,0.4357210571451403,0.12809655100827216,0.4361823918465875,0.10090411765877613,0.3645930689589409,0.5345028133822829,0.07783017072614529,0.09653746654243692
41,0.058774774693696505,0.3475357615693187,0.5936894637369848,0.7969653296544496,0.18643061727936472,0.01660405306618572,0.442375436182948,0.27091214646869577,0.2867124173483563,0.5091162146300351,0.25457747955182747,0.23630630581813752,0.42338240276433126,0.28289785777944804,0.2937197394562206,0.4088043894509217,0.38106807617299293,0.21012753437608542,0.0782928294255974,0.09775250536384884
42,0.06497768852602172,0.2908467444666428,0.6441755670073354,0.8432896508715392,0.14167692128863443,0.015033427839826337,0.45866581198334866,0.21810548766326068,0.3232287003533907,0.5246977445870881,0.2603967884630824,0.2149054669498295,0.38382997151553067,0.3173727411092036,0.2987972873752656,0.4108131864281164,0.3050114660523676,0.284175347519516,0.07842750229958628,0.0978100336970036
43,0.03987903983708685,0.22699056577377444,0.7331303943891387,0.7962166050477686,0.19299006541367,0.010793329538561377,0.44663071361592505,0.24724043696316197,0.306128849420913,0.5331586876029873,0.24983563502118147,0.21700567737583115,0.35922242484660577,0.2523219900306089,0.3884555851227854,0.4189707315076846,0.2907128507737659,0.29031641771854944,0.07835012380837325,0.0974215845547414
44,0.028109042116830595,0.19840957982348423,0.7734813780596852,0.7281503440061559,0.2619198747884334,0.009929781205410685,0.4585268244033187,0.22527764955316124,0.3161955260435201,0.5377640270124701,0.2582424421545918,0.20399353083293806,0.35853116951754294,0.2687202080572289,0.37274862242522827,0.41138470929363796,0.2965786739738605,0.2920366167325016,0.07834982066220339,0.09754719236186175
45,0.026878811203903688,0.22144304493017755,0.7516781438659187,0.5655370565914899,0.4248646163100944,0.009598327098415812,0.3440054811132881,0.27796621733064286,0.37802830155606915,0.5247468368119199,0.2879918442688733,0.18726131891920675,0.3374058971923416,0.1957497098084989,0.4668443929991595,0.38792021590039866,0.3240772615193374,0.288002522580264,0.07813462347597988,0.09704274108623535
46,0.03783050291829564,0.2878798947477811,0.6742896023339233,0.6655846152382834,0.29468808580516864,0.03972729895654815,0.4844371334877134,0.25649757291306424,0.2590652935992223,0.7629598529343813,0.13221036497089597,0.1048297820947227,0.29028494705928565,0.2825881876436705,0.42712686529704386,0.33939254307446143,0.39524105139987875,0.2653664055256597,0.07826131825374048,0.09727187439240836
47,0.03593949300532659,0.22127116097844782,0.7427893460162256,0.6898636749003356,0.29999491232096537,0.010141412778699042,0.49247308316087385,0.25227499759939287,0.2552519192397333,0.6333372097651518,0.23002618478845144,0.13663660544639664,0.3038290354271192,0.271612484729202,0.4245584798436788,0.35811909369137646,0.37343558973836677,0.2684453165702567,0.0782317319178143,0.09740511296202653
48,0.027495661606036673,0.26351017172549096,0.7089941666684724,0.6755930517082878,0.2835963064147259,0.04081064187698642,0.4779347017192735,0.2650968954451326,0.25696840283559386,0.5305543079639038,0.26905169583377875,0.20039399620231751,0.20612928053344265,0.32269356852592107,0.47117715094063634,0.33967058356650565,0.32387375329111506,0.3364556631423793,0.07800576613642951,0.09709421265014687
49,0.04024208344400583,0.39179633591689056,0.5679615806391037,0.4831759042607528,0.4112160551600581,0.10560804057918918,0.5597017855963912,0.2237815124559577,0.2165167019476511,0.6419397927533712,0.2344649306104071,0.12359527663622182,0.20184095636458763,0.30152365624921273,0.4966353873861996,0.5574355994816703,0.25961896475901886,0.18294543575931083,0.07818195413877176,0.09724339186242273
50,0.01613542714685338,0.23692241107459203,0.7469421617785547,0.686672625145922,0.30434389286733093,0.008983481986747144,0.4595958647364446,0.297733663028935,0.24267047223462038,0.41855525990247594,0.36207951078274947,0.21936522931477462,0.32961136180657175,0.19524477471472534,0.47514386347870285,0.41235249218201453,0.22439953262994494,0.36324797518804053,0.07789328499631101,0.0971213634372279
51,0.057909149667899805,0.3139488358700633,0.6281420144620369,0.6966017518713276,0.2531663301414832,0.05023191798718917,0.3886602881820735,0.2864995377035555,0.32484017411437094,0.7543246904612121,0.13951928561977797,0.1061560239190098,0.36259862554815586,0.26654958212967544,0.37085179232216875,0.3451074979993652,0.3650864536193319,0.2898060483813029,0.07831086796892278,0.09726367368948176
52,0.0021200028740686596,0.3307430726003283,0.6671369245256029,0.7111928591365411,0.24269947655165863,0.0461076643118004,0.4777963462612966,0.22687677435062764,0.2953268793880758,0.6967455822217082,0.1740980024547813,0.12915641532351044,0.3463742797196151,0.27840185942008777,0.37522386086029724,0.3386032807698674,0.39934861881742684,0.2620481004127058,0.07850388780791138,0.09740211250334459
53,0.05162827494512042,0.3235467135041644,0.6248250115507152,0.6800561681695162,0.2742092320648409,0.04573459976564286,0.3761923914994553,0.2602954435459288,0.3635121649546159,0.5961636188125934,0.22902531998405531,0.17481106120335124,0.38174595486949947,0.2330836420283301,0.3851704031021705,0.37927113742464164,0.318077736722333,0.3026511258530254,0.07826407061153437,0.09739423763649849
54,0.002649060952873789,0.2726201309239199,0.7247308081232063,0.7100855935103297,0.27629283689151385,0.013621569598156455,0.3252100533897458,0.3430237184055166,0.33176622820473756,0.4850131476458845,0.35184832922725295,0.16313852312686242,0.39245554246601455,0.26807601556907223,0.33946844196491327,0.40655578808926207,0.3863425544360295,0.20710165747470843,0.07824341004584992,0.0975716190583607
55,0.04509829811177238,0.32217411581573707,0.6327275860724906,0.6478052167390651,0.2741421584670577,0.07805262479387716,0.48495188163941527,0.1598598042945677,0.35518831406601703,0.5231913419603752,0.2888614805576386,0.1879471774819862,0.3585116561164926,0.3226341404540154,0.3188542034294921,0.4912231897393706,0.28801842384680243,0.22075838641382697,0.07846127887573878,0.09803979745419959
56,0.0464100833925789,0.3309817943057358,0.6226081223016853,0.6290119232946118,0.29084649451471034,0.08014158219067787,0.5709720231737884,0.13236362671066926,0.29666435011554243,0.573342819391809,0.25454204724474255,0.17211513336344852,0.3753147995017155,0.3135469066446187,0.3111382938536658,0.5339278527224102,0.22189668296378795,0.24417546431380174,0.07866613860485382,0.09782712020714636
57,0.043505865613622734,0.3211831347399079,0.6353109996464694,0.5520117809269305,0.3245243045822618,0.1234639144908077,0.5385413142773479,0.18963512689113218,0.27182355883151993,0.6079745200311311,0.26215130419845295,0.1298741757704159,0.35252473903788445,0.33422633402952406,0.3132489269325915,0.6663282237068111,0.06410677203664321,0.26956500425654567,0.07845057008777202,0.0975619234168352
58,0.043035732619034234,0.3241532100082341,0.6328110573727317,0.5588808621380066,0.31447422918980855,0.1266449086721848,0.4922483326089437,0.21173807849109672,0.29601358889995966,0.6046134665768272,0.2655252955214697,0.129861237901703,0.41789065717133334,0.24209246810867063,0.34001687471999603,0.6988499144255675,0.014967593839871502,0.28618249173456095,0.07828781930800938,0.09746555157400107
59,0.0001594933353255713,0.30451649128662817,0.6953240153780462,0.5222177603907298,0.376515226779635,0.10126701282963523,0.399300741112914,0.22757520785260718,0.3731240510344788,0.4542670850132948,0.4049202887436055,0.1408126262430996,0.3918092405586343,0.3799277080959668,0.22826305134539884,0.7252968168745134,0.05859515187000923,0.21610803125547734,0.07799366549470875,0.0974431937919805
60,0.11878756033111335,0.37042677640640315,0.5107856632624835,0.5689583990088025,0.3101341003841652,0.12090750060703219,0.5208190927994798,0.2626110181308824,0.21656988906963767,0.5163092717465196,0.3213402695463603,0.16235045870712014,0.42293522907331876,0.25703938633977647,0.32002538458690477,0.5724696178332427,0.23988979070295305,0.1876405914638043,0.07840704101689816,0.09788558635583954
61,0.059451073686930964,0.40248434713971326,0.5380645791733558,0.5759147507105787,0.31322821336998913,0.11085703591943223,0.5051552961042208,0.27441835473764026,0.22042634915813902,0.49290673544638425,0.3121072371953828,0.19498602735823292,0.4250720754484631,0.2448685446179247,0.3300593799336123,0.5042530653838244,0.22990361929961467,0.265843315316561,0.07842894501733426,0.0978823156637588
62,0.11210969303286085,0.34384381072570896,0.5440464962414302,0.5570022704370228,0.30761915552266406,0.13537857404031312,0.4066614194448866,0.3591299693036408,0.23420861125147258,0.5818420734684054,0.27440301195892103,0.14375491457267361,0.4304105042632807,0.24674302258566402,0.3228464731510553,0.5733197938085125,0.24429270304919312,0.18238750314229443,0.07824071918290271,0.09778191225946695
63,0.08038791165283794,0.4070674383717019,0.5125446499754601,0.6124940648272088,0.28170215409811983,0.10580378107467131,0.27804922530802967,0.23376019050001232,0.48819058419195804,0.41048066987695925,0.47221488218784746,0.1173044479351932,0.33559740230733376,0.34789849802200046,0.31650409967066595,0.6178658970104076,0.15131434391262982,0.23081975907696273,0.0780254821381405,0.09746379430390989
64,0.07160140739154416,0.473166015088225,0.4552325775202309,0.5751253708635392,0.3225707492026762,0.10230387993378483,0.5294237341949797,0.2858951834284876,0.1846810823765328,0.49892032273527365,0.3069051177519475,0.19417455951277895,0.4238106018100594,0.31045474237882925,0.26573465581111116,0.5976581237118138,0.095476529128537,0.3068653471596493,0.07831254526684679,0.09771826220857227
65,0.10579986395548482,0.3662093207787899,0.5279908152657252,0.5407541833644013,0.3539759587477939,0.1052698578878049,0.322288905836611,0.3435561831581448,0.33415491100524425,0.39647309248635026,0.4330027104379861,0.17052419707566355,0.42631935816592437,0.2935236755208604,0.2801569663132153,0.6292367595452051,0.20608672505759687,0.16467651539719796,0.07800156434393898,0.09755882163384916
66,0.07844148270400904,0.3732627231203566,0.5482957941756345,0.5943066706761329,0.2717432552437702,0.133950074080097,0.3951310412655048,0.23129174886728862,0.3735772098672066,0.5672819635489568,0.2855465904253582,0.14717144602568516,0.33779084847132257,0.21233627962808924,0.44987287190058817,0.4891468812489333,0.18780649575636582,0.3230466229947009,0.0781188431323887,0.09758259985591888
67,0.017505648858916676,0.47241109323426733,0.5100832579068161,0.6577036507966246,0.26507236060083866,0.07722398860253674,0.24349630792681096,0.5442455749903841,0.2122581170828051,0.4580104648333078,0.3208388045806869,0.2211507305860052,0.38722449673341774,0.27718969739573807,0.33558580587084424,0.5575007772079089,0.2241781288471009,0.21832109394499016,0.07807104072827366,0.09755006160371511
68,0.055209404856499195,0.2923280185973744,0.6524625765461264,0.424566545590232,0.5070522305134407,0.0683812238963274,0.43647893060077875,0.22509076461372468,0.33843030478549657,0.4754652713030031,0.39691625754579823,0.1276184711511987,0.4420607192108289,0.2547105593177702,0.30322872147140095,0.614618701290052,0.155398000422358,0.22998329828758995,0.07825872642107393,0.09750488615213934
69,0.06698471724766902,0.2948696572493367,0.6381456255029943,0.583727388387972,0.2935571635282684,0.12271544808375952,0.43441387154586186,0.24774204951081488,0.3178440789433231,0.5976105275814882,0.2685445462258168,0.13384492619269495,0.3215903654640074,0.36452894256684415,0.3138806919691486,0.567765997067259,0.12662988177881834,0.30560412115392266,0.07831737972317179,0.09756692164804029
70,0.10785709500295629,0.4234179424642367,0.4687249625328071,0.5963128319944818,0.31577058126659774,0.08791658673892036,0.3385248161347959,0.3163861269064083,0.3450890569587958,0.4745491346350907,0.31193988200449757,0.21351098336041172,0.48782996582331933,0.21078896044281203,0.3013810737338687,0.6906383878374894,0.06969228985776893,0.23966932230474164,0.07803952726181825,0.09764631212626304
71,0.05262635444657219,0.3046730286395959,0.642700616913832,0.6687568693986005,0.2633372021275969,0.06790592847380263,0.3729940716130484,0.23193546791431968,0.39507046047263195,0.574785320971788,0.25644938659739946,0.16876529243081248,0.39748703630818427,0.25418332660074855,0.3483296370910671,0.47362982180018975,0.24119558625794832,0.2851745919418619,0.07834652313916171,0.0977136425578844
