Trial,SLIM_w_group_0,RP3b_w_group_0,ItemKNN_w_group_0,SLIM_w_group_1,RP3b_w_group_1,ItemKNN_w_group_1,SLIM_w_group_2,RP3b_w_group_2,ItemKNN_w_group_2,SLIM_w_group_3,RP3b_w_group_3,ItemKNN_w_group_3,SLIM_w_group_4,RP3b_w_group_4,ItemKNN_w_group_4,SLIM_w_group_5,RP3b_w_group_5,ItemKNN_w_group_5,SLIM_w_group_6,RP3b_w_group_6,ItemKNN_w_group_6,SLIM_w_group_7,RP3b_w_group_7,ItemKNN_w_group_7,SLIM_w_group_8,RP3b_w_group_8,ItemKNN_w_group_8,SLIM_w_group_9,RP3b_w_group_9,ItemKNN_w_group_9,Accuracy_val,Accuracy_test
20,0.30793542900589405,0.6016235392998874,0.09044103169421862,0.26920590218178053,0.14759428145433526,0.5831998163638842,0.10499925336389945,0.2962506520311595,0.5987500946049409,0.20718804194896714,0.5194946491210978,0.27331730892993505,0.4202669748796959,0.2672206345775331,0.3125123905427711,0.5747929838840841,0.12794013471874477,0.2972668813971711,0.47551514704410136,0.1077833839988041,0.4167014689570946,0.32334366715742896,0.6028092286984925,0.07384710414407851,0.11480723723815024,0.5623284027407955,0.3228643600210542,0.5836712892850929,0.24057389409042831,0.17575481662447887,0.0778660263575651,0.09805408080517801
21,0.6642022499836421,0.3029495557277889,0.03284819428856906,0.1291487759878602,0.4154294053299252,0.45542181868221454,0.45443287142878763,0.5014488527222875,0.04411827584892485,0.246452090779522,0.07676094383273205,0.676786965387746,0.3134950218722206,0.3284070973323536,0.3580978807954257,0.36038592310466167,0.3149486462046444,0.3246654306906939,0.27204468718878383,0.013238553007960476,0.7147167598032558,0.5014090933082779,0.11328143668166354,0.3853094700100587,0.22741787618524748,0.42144916717999426,0.35113295663475824,0.8025197406875233,0.11766319387157768,0.07981706544089903,0.07771715882194578,0.09758175038159278
22,0.5536370544185193,0.37861048377252193,0.06775246180895879,0.027310106339452928,0.12892981187329988,0.8437600817872473,0.2955388181300387,0.3371845946975509,0.36727658717241035,0.1836609491753386,0.058617320249799126,0.7577217305748623,0.24023755174928554,0.28302810352800584,0.47673434472270865,0.2958059367076055,0.23458352330609325,0.4696105399863012,0.06230567480783749,0.08227772512057735,0.8554166000715852,0.37624367358488564,0.3643694098914181,0.2593869165236963,0.18666300239791056,0.30439251260850564,0.5089444849935839,0.26463076615441317,0.41458621545529234,0.32078301839029455,0.07743203158638934,0.09660752486924634
23,0.4935202420581608,0.40142981453825244,0.1050499434035868,0.2954398641031627,0.23668065753920137,0.4678794783576359,0.17063504106055088,0.04559243503410716,0.783772523905342,0.2933956479861392,0.24719471409368016,0.4594096379201806,0.40085630087711893,0.32022066395849613,0.278923035164385,0.2919555938085007,0.3603611412566472,0.34768326493485197,0.35749968173848307,0.3206584218099357,0.32184189645158123,0.650917439565301,0.0005064105528048303,0.3485761498818941,0.541833987710057,0.18565185306296803,0.2725141592269751,0.36328033121880876,0.31654895073001527,0.3201707180511761,0.0785342852238414,0.09851473375346873
24,0.4958145447390347,0.37423061413586417,0.12995484112510114,0.353202344162698,0.24239447491022503,0.40440318092707694,0.16119254359984495,0.03570354702756631,0.8031039093725887,0.29724367386646494,0.2635316113400387,0.4392247147934963,0.43065931166901567,0.19904324878954355,0.3702974395414408,0.3290873287925479,0.3515699628649758,0.31934270834247636,0.43104066321871687,0.3257928279315531,0.24316650884973,0.6119993599949468,0.01126812098206951,0.37673251902298377,0.5450360089944264,0.2531729287731851,0.20179106223238868,0.41364959294090503,0.37333625732013437,0.21301414973896052,0.07860128826592061,0.09875742970526369
25,0.4203199881690125,0.45678996555250584,0.12289004627848171,0.3743489787341125,0.2504074989175183,0.3752435223483692,0.1853364850681686,0.02854316659381848,0.7861203483380129,0.39357363018427455,0.3489979706683024,0.25742839914742305,0.44081770771068124,0.34374457520627305,0.2154377170830457,0.3416058527058035,0.3353792463664851,0.3230149009277113,0.439075177922805,0.3812120112442326,0.17971281083296234,0.6275541727503696,0.0010515780478919266,0.37139424920173847,0.6039754681237782,0.17879541617200595,0.21722911570421594,0.3846841192862012,0.3455452406228542,0.26977064009094465,0.07833948434598645,0.09864602000584907
26,0.4534747068894138,0.3456748559861222,0.2008504371244639,0.38839444316552907,0.23813214988358344,0.3734734069508875,0.18124645144185714,0.04219562491093986,0.776557923647203,0.4253861870552657,0.2069337665278952,0.3676800464168391,0.3683423292904627,0.2990327173011779,0.3326249534083593,0.3084809354528693,0.3378668596116041,0.3536522049355267,0.4493737477919329,0.37964809857128357,0.17097815363678348,0.5666638917523046,0.007929431641213295,0.42540667660648207,0.5197304843198264,0.21874570724899076,0.2615238084311829,0.37222917811128126,0.35455385239123915,0.2732169694974796,0.07831737270562776,0.09850820521175097
27,0.41794382417166503,0.47966357585947667,0.10239259996885831,0.3686661021686234,0.30913251361680855,0.322201384214568,0.17740726210315658,0.04210485648766532,0.7804878814091782,0.33289082168404716,0.32141676024619986,0.34569241806975287,0.5323919919805487,0.22932025820933424,0.2382877498101171,0.32678396712749036,0.29684427126715696,0.37637176160535263,0.31093174847187505,0.4135578275731076,0.2755104239550174,0.6082528512137518,0.0033604785290992766,0.3883866702571489,0.43935533178134867,0.19252870862717988,0.3681159595914715,0.5098809639931257,0.3118933169358255,0.17822571907104878,0.078125049876527,0.098420665992074
28,0.4942349221562249,0.33360452765330667,0.1721605501904685,0.4425425849160219,0.16940029463503697,0.3880571204489411,0.18715153148673455,0.03535992162471074,0.7774885468885547,0.45110248897487515,0.3236009157732305,0.22529659525189438,0.3626379198097367,0.4709975224316848,0.16636455775857847,0.4194897396137289,0.33392791535353167,0.24658234503273943,0.4916338326369872,0.34393826898564467,0.16442789837736804,0.21088487802885325,2.6008367876912525e-05,0.7890891136032698,0.40386141016924837,0.2667401422795839,0.32939844755116776,0.3356602151113652,0.4404787392368875,0.22386104565174725,0.07773798451563653,0.09773455118408089
29,0.36977557331903976,0.32328300680691,0.3069414198740502,0.2563585088062654,0.3100600343668709,0.4335814568268638,0.3610420427892511,0.02404327649401238,0.6149146807167364,0.28573343567839005,0.37018171684305906,0.34408484747855095,0.3858202597402228,0.16480284590371144,0.44937689435606576,0.28118056803449754,0.5396822073189419,0.17913722464656065,0.5118719980963505,0.19187189023276122,0.2962561116708881,0.5573506197057269,0.026028685572821186,0.41662069472145197,0.5566790952370241,0.12450306364677859,0.3188178411161974,0.3910763191936653,0.28245928538232723,0.3264643954240075,0.07852788855957257,0.09822384399298832
30,0.35429983524166525,0.30246812200212114,0.3432320427562135,0.23728723528112908,0.3089451268537026,0.4537676378651683,0.38594786470872106,0.015613480692977534,0.5984386545983014,0.16768331579246995,0.2300120900892874,0.6023045941182428,0.3720234217321392,0.17968357010071193,0.44829300816714884,0.2875909692333641,0.5292095251824566,0.1831995055841793,0.49964277925493134,0.19833981461966071,0.30201740612540806,0.43206739373948444,0.035874896838574324,0.5320577094219413,0.34723853222574796,0.16513789449871244,0.4876235732755395,0.4457337956279534,0.1915801965479356,0.36268600782411103,0.07843661030229779,0.09751214929609558
31,0.3692869123144125,0.31533075489471224,0.3153823327908752,0.2527090665874529,0.32352784062165374,0.42376309279089336,0.3778223160305832,0.0016775136174875208,0.6205001703519293,0.18647527086219787,0.2515919112038445,0.5619328179339577,0.39411854334221863,0.16988287266044774,0.43599858399733354,0.2727516533208355,0.5376955017887517,0.1895528448904128,0.4879314506416638,0.20893428255345137,0.30313426680488487,0.5269164004988017,0.020930456196520536,0.45215314330467765,0.3741369560935778,0.1682741762215713,0.45758886768485096,0.4357194641759317,0.19237396386194844,0.3719065719621198,0.07847320820099102,0.09763362084208795
32,0.40574231667285093,0.31037618266391886,0.2838815006632303,0.17801820060025364,0.38183750852993636,0.44014429086981,0.2989753071910439,0.0020338358138989963,0.6989908569950571,0.14876466196800814,0.2807680309707558,0.570467307061236,0.5280216700396458,0.09763644646258587,0.37434188349776826,0.29831343900023466,0.5345208718377611,0.16716568916200417,0.5131788900357456,0.16707109646447874,0.31975001349977566,0.5444849344201133,0.023513905450252334,0.4320011601296344,0.4561132098258816,0.13598168708551223,0.40790510308860606,0.3997736668374086,0.28113592890796446,0.3190904042546269,0.07833728565700847,0.09792322848382329
33,0.4471771445441361,0.29793124154073464,0.25489161391512927,0.19928311982569075,0.3577050581601267,0.44301182201418254,0.40624744128415036,0.02756142117604846,0.5661911375398011,0.2518017163176631,0.11693175422818815,0.6312665294541487,0.5586031765973779,0.09173949798593005,0.34965732541669214,0.17952285718958033,0.6623924623472495,0.15808468046317017,0.5244898521530102,0.2396199347654258,0.2358902130815638,0.3448073156355227,0.0546932702082376,0.6004994141562398,0.4805028141232074,0.05462664853244058,0.4648705373443519,0.5872138255421006,0.1949814005301375,0.21780477392776204,0.07791061693731179,0.09771266423783516
34,0.5962954155550739,0.21532509292753743,0.18837949151738856,0.2443863804883767,0.3857261888987878,0.36988743061283563,0.49304523239546494,0.02458897350144351,0.4823657941030915,0.0748404168330965,0.059625966262056115,0.8655336169048473,0.33793027511365703,0.10676738281763638,0.5553023420687067,0.27403891162832644,0.4767136665663148,0.24924742180535883,0.4554093600170093,0.1652141335730787,0.379376506409912,0.6380728818678874,0.07847547579983247,0.2834516423322802,0.44688758846616417,0.23589188080223555,0.3172205307316003,0.40453555503712735,0.32230364283892177,0.2731608021239508,0.0781284241981579,0.09768087315144322
35,0.45176485512142855,0.20403670047273897,0.34419844440583236,0.2378562597080126,0.172842638768863,0.5893011015231245,0.40604759022038434,0.07897115542250302,0.5149812543571127,0.3044752049997756,0.21442345921653605,0.48110133578368847,0.5836991795844226,0.14643360504082714,0.26986721537475017,0.3069700749907665,0.5270304682632158,0.1659994567460176,0.3529701019480869,0.32746793189047524,0.3195619661614379,0.5379459371657065,0.0457173446942138,0.4163367181400796,0.43108463666673486,0.1328886456529817,0.43602671768028345,0.42805840179046184,0.18935847996345676,0.3825831182460814,0.07842710583128079,0.0980351114272318
36,0.5024883709938311,0.37868960642269134,0.11882202258347749,0.25338068224806976,0.23106848890584883,0.5155508288460814,0.29944102096639097,0.010475094055467708,0.6900838849781413,0.1906974296437863,0.22628606690764244,0.5830165034485713,0.5479859537855948,0.0729010426141654,0.37911300360024003,0.12105816712746026,0.7771570440797283,0.10178478879281143,0.5044664861106437,0.2506537567600783,0.24487975712927798,0.6259022183799813,0.014540330333414555,0.35955745128660427,0.39536862110657783,0.1323534179102901,0.47227796098313224,0.44743222311768344,0.23943840114286927,0.3131293757394473,0.0779278941222969,0.09784292859572259
37,0.2963536775381225,0.399822777122583,0.3038235453392945,0.1733118565817914,0.48766850443007825,0.3390196389881305,0.33260857599722143,0.003772718764787196,0.6636187052379913,0.36585629897134614,0.08654008941452686,0.5476036116141271,0.6926515001474395,0.09746715923089673,0.20988134062166378,0.38265904760520447,0.4456782613060733,0.17166269108872212,0.4397857474482107,0.20262406080923212,0.3575901917425571,0.505781781233843,0.05742486061735256,0.4367933581488046,0.49449451396371646,0.20401077584271596,0.3014947101935675,0.4088634869022074,0.3258771667461454,0.2652593463516472,0.07829443560924379,0.0984359478850436
38,0.45044675897596653,0.1800297805091112,0.36952346051492213,0.26306378839379496,0.23190733488084153,0.5050288767253636,0.37786147275918475,0.09461650455848675,0.5275220226823285,0.15373951859493695,0.24990847230212263,0.5963520091029404,0.46097891763875326,0.1956899498048403,0.34333113255640635,0.2011665384503538,0.6805314718015683,0.11830198974807797,0.5179360868772436,0.12214268059236272,0.35992123253039376,0.6159840620552397,0.02526047299598879,0.35875546494877153,0.5485503083060141,0.10027371002610204,0.3511759816678839,0.6104575644145814,0.011272102487288976,0.3782703330981297,0.0780173844082827,0.09767934227073528
39,0.6332319849635684,0.19764630655133653,0.16912170848509508,0.3470180921521586,0.2686600238212714,0.3843218840265699,0.3977792361981933,0.07609824099256601,0.5261225228092408,0.21690477450779289,0.2325134272065395,0.5505817982856676,0.4989186572066784,0.06479646093122955,0.4362848818620921,0.16283200839491194,0.6124573421649728,0.22471064944011512,0.4567629356874869,0.1936024324989526,0.3496346318135606,0.46174696389704584,0.04080592698084097,0.49744710912211315,0.36013516349145286,0.2010351112476586,0.43882972526088865,0.7521687430512473,0.06184620156117794,0.18598505538757495,0.07788138666916723,0.09747309192852856
40,0.3280434094371307,0.4398418956012084,0.23211469496166093,0.16952300121804714,0.19084721316356945,0.6396297856183835,0.14071764023127512,0.02256778030223718,0.8367145794664876,0.2641362811489906,0.07053608708678485,0.6653276317642246,0.4282368734958111,0.12204300367556267,0.4497201228286262,0.3422778346773575,0.4438428151293548,0.21387935019328777,0.6148452562782636,0.135609935844189,0.24954480787754735,0.6490371811497104,0.07456992424161667,0.27639289460867283,0.4037771131552006,0.18713348939040703,0.4090893974543924,0.6582229030882013,0.13651998682958547,0.20525711008221328,0.07815433670137303,0.09790904604476316
41,0.3395924601735213,0.3169954454987821,0.3434120943276967,0.23305058191851868,0.3166917605654717,0.45025765751600966,0.37120390862794006,0.02088827442209681,0.607907816949963,0.1880143922456626,0.23705653211650543,0.574929075637832,0.3606286091511447,0.20232737566873482,0.4370440151801205,0.2900344142049812,0.529473763010686,0.18049182278433276,0.5042352957765316,0.1946283954178524,0.30113630880561604,0.449834960973728,0.03566789356482753,0.5144971454614444,0.34967187105727615,0.1693522495016151,0.48097587944110876,0.41561233582436086,0.2100627044119552,0.3743249597636839,0.07842654870982037,0.09752400860347711
42,0.36688020016671136,0.25103388768791457,0.382085912145374,0.25479940713777516,0.3227917618875375,0.4224088309746873,0.37395229999187235,0.08320090288021631,0.5428467971279114,0.1949624098825777,0.3141138545986981,0.49092373551872415,0.4488437991653424,0.20567648195311275,0.3454797188815448,0.34228084197045067,0.5181134803900487,0.13960567763950066,0.6144558843616414,0.13748496178287326,0.24805915385548535,0.4625405918495329,0.041708301052009344,0.4957511070984577,0.6362381689012686,0.10752705674702191,0.2562347743517094,0.43083141471863473,0.21085300334198137,0.35831558193938384,0.07845852438868826,0.09810605630721728
43,0.3039154239250603,0.28206003655814166,0.41402453951679813,0.2733560846016433,0.36415005363534964,0.362493861763007,0.27046425779072475,0.06543525652186512,0.6641004856874101,0.21774638483296269,0.23072027813080426,0.5515333370362331,0.4221666689481868,0.27154384196594283,0.3062894890858704,0.21756098078542332,0.6283510825939095,0.15408793662066725,0.6810399068230453,0.1206595134788699,0.1983005796980849,0.45631828816142955,0.022948810975454727,0.5207329008631159,0.7241156721204582,0.10446216579491961,0.1714221620846222,0.37099085769722984,0.286448589858476,0.34256055244429423,0.07801828856322497,0.0981408887175067
