best-> topk = 127, alpha = 0.397284340329014, result = 0.140834891469812
topK,alpha,result
103.0,0.44946458625182784,0.13942711055275378
61.0,0.5608595399142196,0.13537545016195254
117.0,0.3271957380923466,0.1396504819323027
136.0,0.4485976763007712,0.13955337818677746
151.0,0.4898206222243349,0.13865652554948524
80.0,0.39668748051901215,0.13970303720096275
130.0,0.35377124522283876,0.1404105997187613
176.0,0.3508262551914183,0.13894284731008258
97.0,0.3018483310736292,0.13929903132654345
201.0,0.2506952900015505,0.13840667357092606
321.0,0.3730026917163614,0.13471368792484514
139.0,0.34247406120314217,0.1395999727794818
114.0,0.22127661416543004,0.13841133504287836
156.0,0.45648194667883885,0.13920258537805977
130.0,0.4165802752943965,0.1400997461491888
120.0,0.40475939644668046,0.14019121704923623
121.0,0.3870361902396776,0.1399358341981827
143.0,0.30237524759531215,0.13970734344474336
122.0,0.355372580284001,0.1403379528835437
132.0,0.3572355120461717,0.14046555722910126
173.0,0.2668697209033667,0.13905619163574248
152.0,0.35353361030943753,0.1399291070753215
132.0,0.29960016114551324,0.13978608309998697
123.0,0.40456210081546207,0.1405354064256315
124.0,0.34922140860710155,0.1404088860969795
120.0,0.34674385985893885,0.1398929890333982
142.0,0.3867670555176302,0.13957100102448683
162.0,0.33145815880922286,0.13948430015064978
113.0,0.37152135734721703,0.13937902789376969
83.0,0.24920322198602995,0.1388115805141786
125.0,0.2870852778099688,0.13973759847071762
145.0,0.31325799421459577,0.13952077373164815
184.0,0.399564604473316,0.13878040316689658
130.0,0.35914794148841067,0.140467162527397
137.0,0.344167389860463,0.1397033383380853
107.0,0.3631439379953302,0.13904451822545
126.0,0.3247057122963516,0.1403291837639187
128.0,0.32963560001734726,0.14022698936548325
164.0,0.2896039663890713,0.13974760324671925
148.0,0.31860232837506736,0.13968762380257993
157.0,0.36421822574672813,0.13971586859151222
113.0,0.4470767313843984,0.138672180085544
230.0,0.2639613586770421,0.13653279815733876
131.0,0.38798674309754466,0.14054341541437018
134.0,0.3846481327029806,0.1403486537115838
136.0,0.4672343211700251,0.13877277022232837
101.0,0.375147483558311,0.13949323216539217
132.0,0.425196430377625,0.1399372154965408
118.0,0.38739340967611646,0.1397425028351222
149.0,0.4381084851208572,0.13946898503986158
108.0,0.40125744290272164,0.13941230759581483
140.0,0.3561028379919236,0.14002503185315424
98.0,0.4851779677951117,0.13976598002958993
123.0,0.33525426766689953,0.14010862012233075
127.0,0.3113248389686144,0.14013119171555666
134.0,0.41360244100023813,0.14048817769486532
133.0,0.40389000674931247,0.1404244242118813
136.0,0.4128151733028791,0.14058108276379566
168.0,0.4154333844402385,0.13928366521503874
144.0,0.4394967970740846,0.1396909900346402
158.0,0.4550104800218063,0.1392844516381552
114.0,0.40652637427893645,0.13961074038940796
153.0,0.4722358083352517,0.13894890820792763
134.0,0.3709069182978627,0.14034468228164765
134.0,0.39362891005316714,0.14054753889508076
139.0,0.40104322892241717,0.14001774710472964
118.0,0.4226438635255173,0.1400040664643831
147.0,0.3445644580445643,0.13914953013306147
127.0,0.49913335744420134,0.13785217033175282
106.0,0.38290180448165556,0.13922593094467967
140.0,0.4428145602799314,0.13954225831548456
91.0,0.4193644295156618,0.13962450027103435
263.0,0.3038561408231118,0.13657442322874186
133.0,0.3919004313607531,0.14043264963892835
132.0,0.38882843839797704,0.14046248746778972
131.0,0.3672705936673608,0.14029674163865488
159.0,0.3879358958462954,0.13943358058289254
173.0,0.4613697752294514,0.1384726282271169
151.0,0.40292499679833704,0.14015586495189578
118.0,0.36128793593727493,0.14013073176835428
111.0,0.4270201132479504,0.13938139297426372
144.0,0.33372810547503806,0.13962049375278393
134.0,0.3947029567106892,0.14051271728543335
134.0,0.38365385296947163,0.14021648808444934
129.0,0.4046122354731589,0.14061353054501222
123.0,0.4115533524343254,0.14042318260092893
140.0,0.4322975228574178,0.13995272604651332
124.0,0.4069784898149426,0.14059418732911722
130.0,0.46055163143990213,0.1386890797783307
147.0,0.3995158092555615,0.13991951184217757
137.0,0.5074609743632555,0.13803485954904754
113.0,0.48394337592254977,0.13864218937891568
118.0,0.4467287992157967,0.13952941183698475
122.0,0.41385090519061457,0.14031512583884684
127.0,0.39280596581689986,0.14066731002298696
129.0,0.37805275464792276,0.1406786364055141
127.0,0.3726503696748552,0.14058822351900307
126.0,0.3710581249463507,0.14037512025443435
102.0,0.35737411470211616,0.13966327538341627
108.0,0.3298199502263394,0.13882841567413845
142.0,0.4303396597163881,0.13972617570060045
117.0,0.3817154165292899,0.13980139006147757
153.0,0.36518415096888657,0.13964144476120097
129.0,0.3919427771843563,0.14056736437839526
128.0,0.39350173674397376,0.14059238758386122
127.0,0.4174577534628122,0.14032428773402003
140.0,0.34816368730384956,0.13982634887608494
123.0,0.4446848893981963,0.13930916235163032
113.0,0.3939999271374767,0.13962406849283177
146.0,0.3697068408258779,0.1396924612722018
129.0,0.33938741118208093,0.1403482381284339
137.0,0.4302736860434711,0.13996391631837382
119.0,0.4641443566280988,0.1391698959459205
131.0,0.39026737020455204,0.14054046616514376
127.0,0.39728434032901405,0.14083489146981293
124.0,0.4042553811644626,0.140659885116906
107.0,0.40421137056212236,0.1395645367283441
125.0,0.4148859336120588,0.14036944564852732
117.0,0.3814077046001597,0.13985369484652177
138.0,0.44032532197884267,0.13977139142951073
147.0,0.40117210766299843,0.13989447893568127
125.0,0.4248150495475196,0.1400220564068019
111.0,0.4747380333065717,0.13864592857013439
131.0,0.3767685771362258,0.14026962040560828
135.0,0.3919624038696027,0.1402753785891723
121.0,0.35761868608748104,0.14017059110119232
142.0,0.40757549980251284,0.13949141904698154
128.0,0.37372632425147523,0.14062062168759665
128.0,0.44849555416351883,0.13924615828805825
6.0,0.381152802899185,0.07687244209082301
118.0,0.4219924611081403,0.14001367421200228
137.0,0.34059147454755384,0.13972567979689202
125.0,0.3144271286059471,0.14020566333717693
131.0,0.3682018637961418,0.14030104080061093
135.0,0.3945455640030349,0.14038785738737758
114.0,0.3742154853453481,0.13948149964776702
151.0,0.4072311972585856,0.1400628452704328
128.0,0.35021459300940627,0.1401241481985006
143.0,0.4351280609795084,0.1395467085737929
120.0,0.3930526636518773,0.14003734782296415
131.0,0.3271864075507098,0.14007039542643526
97.0,0.4139508230043069,0.13999494175541674
123.0,0.3581189271391056,0.14054947345947524
122.0,0.36281246359147135,0.14034852508438633
135.0,0.38590826101174264,0.1403938549232382
126.0,0.37161304216043706,0.14041156134900798
112.0,0.34621134953694505,0.13949903071179115
140.0,0.4282609158831433,0.1397964629449289
106.0,0.40186793940745563,0.13955813788099075
122.0,0.45546849560818436,0.1393860462130752
130.0,0.38376631136542516,0.14058405972279955
115.0,0.38704321219670984,0.13973487935252954
136.0,0.4172690906842375,0.14025445361899566
129.0,0.3611931033326752,0.1404104246344387
129.0,0.380647689430068,0.1404917853636274
123.0,0.3959342452179883,0.14062515074606294
121.0,0.3917911548284351,0.14021235137139842
126.0,0.37457941758275076,0.14044722037262897
144.0,0.3462737028355075,0.1395130586528666
116.0,0.399235865774603,0.14006682268687348
129.0,0.4293736303096756,0.13999854424111932
315.0,0.32131894644968173,0.13493839918930195
121.0,0.37446004968474067,0.14017698539971243
133.0,0.4101638475918553,0.14022728781423413
134.0,0.3938239493888397,0.14052729188151528
139.0,0.38651371656974254,0.13979690553883312
125.0,0.35943877273909536,0.14060035872621315
123.0,0.35812056189286795,0.14054947345947524
108.0,0.337195798667185,0.13882456018184064
117.0,0.3505584715462977,0.13973309337396023
126.0,0.29782804147870207,0.13980112789947555
122.0,0.35847166131129216,0.14054270047411227
115.0,0.3615292082569666,0.13972627828559628
123.0,0.36379953887550215,0.14053477372090203
122.0,0.32302643825313704,0.14002919112553125
123.0,0.36191115316467315,0.1404387666712447
110.0,0.3391855914459488,0.13947421972298446
126.0,0.3755690080933133,0.14046571012597012
117.0,0.053153576574457406,0.13693091022406503
129.0,0.41347460237835815,0.14036728709977145
101.0,0.36133961938376175,0.13949844143734916
124.0,0.4019888405703954,0.14078937214572904
113.0,0.4400669105576909,0.1390151567087933
122.0,0.4015156124284412,0.14035999750509146
130.0,0.841999620602694,0.1294679778002095
138.0,0.7283046210111619,0.13388602712334846
121.0,0.3720909258104327,0.1401226378003818
127.0,0.38939274908152777,0.14056049576016932
126.0,0.38270186529109707,0.1405269209225437
118.0,0.4198676331066318,0.1402214312273048
131.0,0.3485568017883112,0.14034102322360578
123.0,0.40150871260061244,0.14060425845539273
112.0,0.39709565082806586,0.1394007387408317
125.0,0.40364107718783965,0.14071975354337204
134.0,0.40911540360734966,0.14036191513788088
126.0,0.4284518402276275,0.13978328714288007
119.0,0.38804313569290916,0.13994875431888376
129.0,0.4054036005505858,0.14063928177292986
137.0,0.4112359361097124,0.14031257833939587
129.0,0.37978447667196136,0.14055373435261792
128.0,0.379723383650481,0.14066872655288995
139.0,0.4416909343335313,0.13969417824089037
130.0,0.382353264010905,0.1406481418353733
128.0,0.37718570587152517,0.14070361616351781
127.0,0.3757431478000612,0.14059810379680113
128.0,0.37605605187461905,0.14066987114090865
143.0,0.3806810063959696,0.13955165861305632
131.0,0.4194730757719001,0.13992535106852064
128.0,0.5324128577538101,0.13767251463678906
115.0,0.40523447781824173,0.13971086039386288
136.0,0.3787739690597174,0.14003761267033266
128.0,0.4260545159988505,0.14007112054542462
143.0,0.39946978805574657,0.13961955629123532
132.0,0.3777802805238204,0.14044147150194264
117.0,0.44846467943252577,0.13930066820956938
126.0,0.5818713361032992,0.13645394190803373
107.0,0.4019140939616218,0.13952329736201022
135.0,0.33402926796340904,0.13992763359641894
118.0,0.9145763736408608,0.12575996636469283
127.0,0.3756689867876593,0.140604058800791
140.0,0.4176674382568676,0.1397812538339946
124.0,0.46275947596091727,0.13901080809919583
112.0,0.39369274113956604,0.139477077729633
149.0,0.3703477563422536,0.13980366329792931
120.0,0.4337200349263578,0.1395286285990698
195.0,0.35219344641634565,0.1386065534710399
133.0,0.39667758809342857,0.1405029429217085
127.0,0.195479670325438,0.13946999007508146
117.0,0.3101340028201728,0.13890718843797267
137.0,0.3377634773374289,0.13979569323661328
125.0,0.3699975175607098,0.14045517269163046
145.0,0.4187766997099741,0.1398519473292949
111.0,0.4853296548972064,0.13873893882193
131.0,0.38673331067444117,0.14057763611762816
133.0,0.40857663998966975,0.14033483459912613
137.0,0.3738890529282488,0.14001801794042207
118.0,0.4410593604728304,0.13962888164703607
130.0,0.34819785623230304,0.1404158595956628
105.0,0.3887733301163167,0.1395053932346457
122.0,0.4243179850631989,0.14008664434016377
31.0,0.36637576387969073,0.1312411033393027
17.0,0.3264054202473998,0.11674897865669831
141.0,0.4089183889970115,0.1397576781407939
130.0,0.2898815821361652,0.13991826272629634
124.0,0.3878096588403348,0.14044038932600122
113.0,0.5037969891016201,0.13853430351667081
139.0,0.34904550728653383,0.13985550540724323
122.0,0.4455644112157858,0.13949967014150946
132.0,0.3692191356095025,0.1405704364519675
134.0,0.3719091572528495,0.14040295619564708
146.0,0.6568792898003347,0.1362852573520406
118.0,0.5554912720327937,0.1368655124076892
214.0,0.34365911418858963,0.13835649712668868
129.0,0.31804687974850615,0.14024788710320485
136.0,0.36351310482398536,0.14014357484038353
124.0,0.40679188919868453,0.14055897417890104
111.0,0.4311625020953096,0.1391248955630878
150.0,0.23501099483961096,0.1395560340277018
132.0,0.4592371713998218,0.13917061086567473
143.0,0.3798339773533725,0.13954687282827638
116.0,0.40478568999500986,0.13994384279382263
268.0,0.35699192457098616,0.13593442592279745
125.0,0.38638423522324195,0.14046098959989914
137.0,0.3376904080484205,0.13979569323661328
121.0,0.282109394036608,0.13965026854554602
129.0,0.4184997200374827,0.14012423821517056
103.0,0.3711469436308258,0.1393603420300701
132.0,0.3999785699308248,0.14047484739473015
117.0,0.4717193484348895,0.13875466061086222
141.0,0.43452658500055374,0.13979859144086876
126.0,0.36140634836963775,0.14061537344061376
109.0,0.7530477322168342,0.13237645095495554
124.0,0.5178656745199308,0.13772489112227573
120.0,0.3224821921251144,0.13988300898897774
127.0,0.3923495365211723,0.14069433617055876
115.0,0.2682073985023231,0.13936117553288466
124.0,0.41275917954505137,0.14042215713171455
56.0,0.35508758382236055,0.13731253313242164
127.0,0.3974112961035408,0.14083489146981293
110.0,0.3959521437756746,0.13927750829065985
74.0,0.333347689531876,0.1389564235669051
126.0,0.378652756009978,0.14041900286996542
116.0,0.3585084572905839,0.13962236530660943
121.0,0.42841099561331814,0.14001153443339426
127.0,0.1501999429950066,0.1388337604273164
138.0,0.30308073782719747,0.13984838666834012
104.0,0.3936391772751814,0.1396381295663128
129.0,0.34494416107143167,0.14051232324272067
119.0,0.45135681206280437,0.13918152815461793
137.0,0.41188270327124527,0.14027667714036374
123.0,0.5607179965687246,0.13696893915671918
115.0,0.3799968149423394,0.13966933108188617
155.0,0.3634866970386248,0.13990057074770984
131.0,0.393419438648974,0.14053057834617552
145.0,0.4260103808912421,0.13966996974622992
96.0,0.37465321399330054,0.1396576514631968
126.0,0.3356206992811188,0.14012517608256408
110.0,0.4027380992478107,0.13943167634629874
134.0,0.35474196887498305,0.14026189974274583
120.0,0.5977537475520348,0.13594454833295072
128.0,0.4482892646875755,0.13923107644228908
141.0,0.41819634780054177,0.1396237076008333
135.0,0.38411621211533353,0.14043980659117278
119.0,0.5306655465064609,0.13771765627067642
126.0,0.002444081089905792,0.13626139423901307
115.0,0.3188771203551122,0.13915871115872575
132.0,0.9124367488746989,0.12690666431447714
124.0,0.4882998327327621,0.13845128821599761
110.0,0.4008274180111338,0.13929166117258007
148.0,0.3652056005194882,0.13965133842040056
137.0,0.4333651389949378,0.13991916971947763
42.0,0.3460289091161322,0.13393846569758802
129.0,0.39147642362805235,0.14055783007041997
120.0,0.08767119005623003,0.13803770010856878
141.0,0.37490153808074267,0.13974659461808814
131.0,0.41211936886238465,0.14030506986895552
115.0,0.3652075280494631,0.13961837800518043
123.0,0.9324129942390466,0.1254121880837253
107.0,0.3059261697641031,0.1386583845775588
86.0,0.400773901400429,0.1400319824137133
127.0,0.6669555469545431,0.13562647884057658
137.0,0.472119950587927,0.13879359634994753
120.0,0.43100312250890166,0.13970781028751775
133.0,0.37920030285959716,0.14042555205983917
113.0,0.342417755531032,0.13950557148689907
126.0,0.4150967812947596,0.14039439248999164
179.0,0.22833213607320563,0.13865887250534695
143.0,0.4561030568238249,0.13929859387994464
121.0,0.38728361630139607,0.14003706926601017
134.0,0.3562905798274708,0.14031325980994566
101.0,0.3296756666011252,0.13908790381768046
127.0,0.4070710970135687,0.14082263124793198
119.0,0.42457877344827977,0.13974434832172217
127.0,0.4479488038656695,0.1393158960188367
114.0,0.8817879288013549,0.12680186598097115
124.0,0.40439183702738274,0.1406647058344216
109.0,0.40726361063089206,0.13940658186200544
122.0,0.4346036505466252,0.13967176104878223
138.0,0.4047873171908912,0.14035793513368094
131.0,0.39756758705201484,0.14047645350804733
116.0,0.4987166837341956,0.13880897920059107
124.0,0.5395864662793568,0.13717382621082422
149.0,0.4213495273572313,0.1399343521542564
133.0,0.4665877358809961,0.13884775367398405
125.0,0.3715498800354422,0.14039768419011342
118.0,0.9888185284723868,0.12329178463977469
141.0,0.4375513552473453,0.13953600902656554
309.0,0.3907311483758869,0.13489603711645137
106.0,0.40531613622781715,0.1398194283017549
129.0,0.26672221647922967,0.13994300843944757
113.0,0.36247446227169183,0.13947256392410137
134.0,0.2929303743906561,0.13966867657586565
121.0,0.38395879240292735,0.13993263062142974
128.0,0.42155438599600986,0.14013576622712676
140.0,0.34635973936503184,0.1399725570642426
123.0,0.4446401247307595,0.13930916235163032
163.0,0.3832547497886609,0.13947063865309905
114.0,0.21559647911662394,0.13845550742050441
132.0,0.6156726173843426,0.13592022409145615
144.0,0.4104372989722229,0.13971248707064887
127.0,0.7791337891978167,0.13126608760670178
118.0,0.18637716022180817,0.139120328934804
134.0,0.32672574892012146,0.13997423888858962
123.0,0.8335520770949418,0.12970383653979017
105.0,0.36113489063570076,0.13895802880800173
138.0,0.5130922266386958,0.13819208729042326
128.0,0.3948716503672018,0.140564140033342
117.0,0.4173331205016092,0.14004861006460745
154.0,0.37278950463860033,0.139711537483851
136.0,0.4802817020614476,0.1385199756621662
111.0,0.4550406645802215,0.1387957421978442
124.0,0.34826931459831595,0.140376005949517
146.0,0.3983461028300848,0.1401000630107545
130.0,0.3795710448783316,0.1404997023314543
121.0,0.43480283232163486,0.13976594309028764
129.0,0.06408887441481537,0.1379374286249044
115.0,0.31741607087796997,0.13924676341827016
136.0,0.41618394510474843,0.14025671298948814
121.0,0.360775468629643,0.14023874806851916
127.0,0.8615386638627781,0.12877023976148008
100.0,0.39501736882613303,0.13983877012100368
143.0,0.25343203233535805,0.13983614643331876
111.0,0.34052609058847694,0.1396324066700638
134.0,0.37250029439317894,0.14041325272573504
121.0,0.42885671346196547,0.14003556009208007
128.0,0.9472491799238693,0.1251025281089385
138.0,0.13561370527441807,0.1388407004371329
116.0,0.4052737565649085,0.13988821313155078
125.0,0.3826603775380032,0.14042773441790599
132.0,0.3526263327722407,0.14053987011784225
119.0,0.4526653471570039,0.139026619484508
110.0,0.3990055565742692,0.1394252720528904
141.0,0.42427739307092005,0.13969961784988683
126.0,0.37467648754520155,0.14044722037262897
223.0,0.3087127270090958,0.13719278653030423
132.0,0.38988936231201626,0.14045022497830514
148.0,0.4126758143261399,0.1397921484297327
94.0,0.3384438834608058,0.13962009903206488
119.0,0.9919325649406181,0.12292707431672047
136.0,0.6885085302820644,0.13488032764454483
125.0,0.02422307141644875,0.13679984773972764
113.0,0.9548300239630827,0.12440323186066014
105.0,0.36252591164757747,0.13896294620709357
131.0,0.4358939705527222,0.13973517679146497
123.0,0.39213704689224904,0.14062515131635017
120.0,0.2758041153185974,0.13955394417241143
115.0,0.46884145364850094,0.13892374638265145
124.0,0.37836101554724066,0.14043104594821115
108.0,0.6450535865319146,0.13587744855420544
139.0,0.40888825695978265,0.13986001217962876
130.0,0.5523591198234213,0.1371341562900481
120.0,0.5636987678458184,0.1369257892195074
125.0,0.49259790332519304,0.13832303697187406
133.0,0.3597379690297405,0.14027758261914355
116.0,0.394895683577927,0.13994565537317438
144.0,0.4415078565982843,0.1395957956207085
126.0,0.34856233169314915,0.1404082945262255
246.0,0.4192097338236594,0.13720410794672838
133.0,0.9726934608832023,0.12423308895275845
121.0,0.3277934916566773,0.1399558226243913
111.0,0.3761267358165779,0.13919974580022426
137.0,0.3932792451657297,0.1397679926585057
151.0,0.4121005191141255,0.1399741239515558
126.0,0.3633232065012914,0.14051967762389744
117.0,0.24028768186408492,0.1396600873845355
129.0,0.3842694547647818,0.14057418630480104
105.0,0.4345092872426616,0.1393966881349888
65.0,0.33083866431879405,0.13874794173906901
139.0,0.7454685736686202,0.13338767407044486
119.0,0.2915237674559048,0.1394436214681791
132.0,0.40023891753891305,0.1405050883941027
126.0,0.4579359983820682,0.1390864863991482
111.0,0.3651170767704259,0.13908990999214607
122.0,0.20345232625149795,0.1395503485448409
136.0,0.4226360585202687,0.140240853412182
144.0,0.38415015495926286,0.13968206435645072
130.0,0.5886680034247147,0.1366834970461867
116.0,0.8923215944843172,0.12661003495066708
328.0,0.16995556824767932,0.13373195365818805
123.0,0.8482136613883312,0.1294160328519864
298.0,0.3485774360132953,0.13508124667441165
101.0,0.623419677555696,0.13681863469787972
133.0,0.40790391161773965,0.14036724898009284
141.0,0.37126038909579395,0.13968472700713883
114.0,0.3939353809198824,0.13963407616524678
124.0,0.4423899704722835,0.13946877366290972
129.0,0.773875510837002,0.1312498085887541
120.0,0.3460496854855651,0.13998077822846866
138.0,0.6841980754636529,0.13520916195652122
128.0,0.31221519649182117,0.1401586308609699
114.0,0.41042805258208026,0.13959341950349097
134.0,0.9057394056780523,0.12731271150932438
