best -> alpha = 0.471097731898723, topK = 143, normalize_similarity = True
topK,alpha,normalize_similarity,result
148,0.41362568514504594,True,0.137766755899613
164,0.47276466502303394,True,0.13677358794079184
124,0.4356021407818106,True,0.1374058555077332
175,0.4994329696624202,True,0.13709342774739194
143,0.40410330651117343,True,0.13778510886096226
113,0.3626766244126115,True,0.13738652286043157
193,0.555394911887427,False,0.10490042511078071
518,0.46667309793915907,True,0.12747418361646073
167,0.43979308043587295,True,0.13758648267768323
157,0.46075901506447164,True,0.13775312446897406
133,0.39322748388495915,True,0.13713938619249005
997,0.5103762146113785,True,0.11869325024770794
150,0.4370640332399239,True,0.13818024207078453
141,0.41930038148292825,True,0.1376739353269947
125,0.3649549392192451,True,0.13717097213252824
181,0.4880444568411876,True,0.136630115694465
108,0.31814906719335345,True,0.13662371586620048
202,0.4365693022490597,True,0.13603595864892964
149,0.5509242569123349,True,0.13672819911149947
161,0.46135920927021096,True,0.13744585075442692
158,0.3997848487345392,True,0.13737951619014327
131,0.44599661337344443,True,0.1375031385593702
174,0.5085118851122966,True,0.13735035620160282
146,0.06078420916166011,True,0.13469678637368523
119,0.47496518780846353,True,0.13676301511783984
95,0.38136418378042136,True,0.13616027117738672
719,1.900433049172056,True,0.07934123887518113
149,0.4218118047564329,True,0.13787568146761717
130,0.34565144556869587,True,0.13676181685269911
156,0.43380475046524186,True,0.13821493616666355
144,0.41771433371366,True,0.13770853420433515
181,0.4201903580670349,True,0.1364739589297292
152,0.6828788119402296,True,0.13427492561228893
113,0.12357968585421597,True,0.13484391199767395
132,0.38404038804687846,True,0.13720797790056366
168,0.47985308526420506,True,0.13700087560140967
146,0.5157327093928429,True,0.13723967303635534
168,0.43930728716537604,True,0.13752109166072596
123,0.3568328352335446,True,0.13750995588135642
157,0.45607132655857574,True,0.13783055635185484
142,0.4235923362709341,True,0.1378135719993277
163,0.48751340489824485,True,0.13693581115001593
194,0.4017430461864161,True,0.13590576669472487
134,0.44932253833147817,True,0.13796538846448594
110,0.45809080030566435,True,0.13576276823416886
179,0.5399524394500268,False,0.10459919231910209
128,0.7320516771198977,True,0.13225917523347103
156,0.40591937956171575,True,0.13751241325237393
99,0.31039551599308346,True,0.13617018532808275
138,0.49719393261834816,True,0.137571963394183
161,0.3748726973053844,True,0.1374345810666629
121,0.44671152143870774,True,0.13693130870320563
214,0.33726200581784727,True,0.1345230943976384
184,0.4781426586914202,True,0.13653115059206375
145,0.9297233358820708,True,0.12524042083144285
85,0.42128677215860105,True,0.13558168834766238
166,0.21429647992565176,True,0.13632304728940425
872,0.795434570909765,True,0.12144683688852859
117,0.517859741338292,True,0.13626772219890143
139,0.16681789448692494,True,0.13640321520041376
184,0.3774013924810088,True,0.13610588468967297
154,0.4586992429608331,True,0.13774218776413047
100,0.272321970093403,True,0.13632866374609223
130,0.5800325674447511,True,0.1358377320728371
166,0.43600907627620494,False,0.1014977579793126
202,0.5364545627435415,True,0.13598444782515146
148,0.399820593081314,True,0.13771430857814992
111,0.48907589910937543,True,0.13584196749269956
130,0.3418518486328014,True,0.13685797625066334
175,0.45008806803379314,True,0.1372084676304336
150,0.38286159399038755,True,0.13759348464173676
126,0.4208767438703548,True,0.1371770205286359
90,0.4938429422081327,True,0.1356859648908324
162,0.5358169927382915,True,0.13683334946321607
193,0.6439929588217516,True,0.13605859274075877
113,0.46429870653676764,True,0.13634141041824138
142,0.3685569218748664,True,0.13793500123996086
140,0.29355106823316934,True,0.13693146510667986
105,0.3401289702615812,True,0.13638185140020048
627,0.37801737333515933,True,0.12438801998415687
68,0.03914697682233376,True,0.13270826199659155
130,0.4068221447588515,True,0.13729763898261346
174,0.3422454675469029,True,0.1366031415893404
143,0.8457820679335973,False,0.1186031611514274
119,0.3048552457198186,True,0.13644704713901082
154,0.4130754113486459,True,0.13763071976851865
184,0.6047230107965624,True,0.13562492114802974
224,0.017481815399268907,True,0.1322361854156248
403,0.3814461570256503,True,0.12938548756640467
139,0.24531757397645457,True,0.13735304567358966
111,0.5051853196354591,True,0.13558563115542024
164,0.4333084307431411,True,0.1376455452936994
94,0.47451204547415055,True,0.1363792238836862
132,0.35873330687669114,True,0.13726673362757488
177,0.4195807016998393,True,0.13671010040350814
153,0.6955759999377527,True,0.13396850776493635
196,0.554752633612854,True,0.13670729120364322
120,0.5116413902672335,True,0.13592301508379098
144,0.4449908570177314,True,0.13787729439551094
78,0.38634882267601633,True,0.13557171142001578
132,0.3225270890361126,True,0.13668152727783742
170,0.4656094531193654,True,0.13744557990439796
104,0.41786774141226424,True,0.1362811918876126
148,0.584673437703415,False,0.10915810860975761
128,1.3044970722346965,True,0.10445413708527573
161,0.3724770044124134,True,0.1375660148228402
192,0.11719392238613263,True,0.1351592601583949
142,0.4778903756056387,True,0.13789832757006396
104,0.5244666530831655,True,0.13509569364716903
127,0.20080588552304435,True,0.13560487503032728
86,0.4882243194908993,True,0.1350120243988309
171,0.4540729648585887,True,0.13743118476182034
137,0.08886123067723689,True,0.13508705158989098
212,0.5468165792911525,True,0.1355140110431215
116,0.7544536425611654,True,0.13102937653834987
153,0.4935052984717818,True,0.13743874427044608
179,0.2806250113208253,True,0.13599238511137843
139,0.4441794257353935,True,0.13777795084242284
113,0.8914114419907828,True,0.12544196069304225
161,0.3907175353845649,True,0.13776168232984387
349,0.3477815897921973,True,0.131107854763505
143,0.47891461847645983,True,0.13800667897013563
53,0.5109672928093025,False,0.11255330847851121
492,0.5602922223130995,True,0.12816136162580202
101,0.606647282202377,True,0.13441730700831822
123,0.4739215957983383,True,0.13692409087092175
182,0.4196424674737769,True,0.13634617346873798
163,1.576063527618804,True,0.08976441700565205
138,0.32699195443695067,True,0.13644847182473963
208,0.5251781844184578,True,0.1359003047414657
85,1.0024925015436856,True,0.11877306499713708
156,0.3978470782167979,True,0.1375712537207362
122,0.47537807775542773,True,0.13673187753783353
180,0.3737671712252206,True,0.13677856253353451
143,1.1011417475441017,True,0.11651253905508938
130,0.8478015415991125,True,0.12811711269917986
109,0.6373950141487172,True,0.13435147775839573
165,0.2423607393142097,True,0.1366029344122926
191,0.43964846387700557,True,0.13659967362239275
147,0.48718542281892574,True,0.13751020252427976
241,0.13435663223816957,True,0.13157279272688235
123,0.4117230053209487,True,0.13722794026495108
89,0.5657675006401516,True,0.1342232207391254
170,0.301101153445241,False,0.09627376063469326
151,0.8014640910169518,True,0.1312699331913148
104,0.3594392367016489,True,0.13640861382969233
139,0.45464171529302894,True,0.13788972266502406
132,0.5210061898300238,True,0.1369067103183169
70,0.7148428504024656,True,0.1296976189977719
126,0.6770670418375777,True,0.13438667316090327
103,0.44448907256826015,True,0.13528202877636222
142,0.39309369060950006,True,0.13790097829720915
198,0.33626782026854546,True,0.1356995923858105
166,0.38640116573489186,True,0.1376665704916272
143,0.2895682847260457,True,0.13692517001593751
117,0.4095549091733095,True,0.13713368124936914
181,0.48643929621607845,True,0.13653624093073538
152,0.36783999239262427,True,0.13758044529220995
140,0.17205117071426212,True,0.13632893805987084
173,0.42946567305012207,True,0.1374507293739651
117,0.47741452141466184,True,0.1363253221181402
91,0.32732895274680984,True,0.13634888036097895
283,0.3944921719283868,False,0.09541014475462757
157,0.053096227463556245,True,0.13444542174804697
132,0.5238862287352701,True,0.13676240966215852
200,0.444180575218508,True,0.13655478328427917
157,0.7401600008726026,True,0.13327048957169843
730,0.26817667036866977,True,0.11958548959513213
109,0.36518004249572616,True,0.13695033853922356
578,0.5912341202159197,True,0.12697347331810427
143,0.4710977318987235,True,0.13830975988739097
182,0.4975699455775411,True,0.1368536831613501
170,0.5562353682761599,True,0.13657714586822584
125,0.6501701617623017,True,0.13485451066010953
149,0.4121199578290042,True,0.13771477807743382
223,0.475855445683065,True,0.13478073035775995
100,0.3428806670928549,True,0.13617775148433642
135,0.525989291748799,True,0.1371628182879802
830,0.4032178255334498,True,0.12058568913092717
163,0.4410031706952761,True,0.13775737886189662
117,0.7606091828376262,True,0.13089647792583994
191,0.9239212467667888,False,0.10538556645580228
147,0.3131501899382975,True,0.13763443516179552
86,0.21651521180872435,True,0.13593972302819185
172,0.37345234461476795,True,0.13700253424346834
130,0.4767994958861419,True,0.13749189529426428
153,0.4185292690191095,True,0.1377062710211046
111,0.5096412797268656,True,0.1357096725596002
139,0.616152669295526,True,0.13512785573638939
184,0.44959663941448863,True,0.13629824346499692
163,0.9495687641775609,True,0.1250725931947503
69,0.37794051291869096,True,0.13526432880611206
209,0.5636436411881633,True,0.13539447103463478
120,0.41300401139347337,True,0.13732397245128122
143,0.0934051875021118,True,0.13546113209241298
100,0.49862411360156683,True,0.13573519442503065
170,0.34482689453980336,True,0.1372698130743167
130,0.4614774782168484,True,0.13763325817153088
149,0.5472824406141805,True,0.13665695893610116
186,0.15226014190316933,True,0.13562445726760447
119,1.4884909284850112,False,0.022909131536130643
160,0.30206257902380607,True,0.13705980884487906
95,0.3965088536800381,True,0.13588783367730234
140,0.44039297522983983,True,0.13792810061031743
127,0.4334250287965185,True,0.1376286745514199
165,0.25231199999679155,True,0.13638568134932771
256,0.354436803025255,True,0.1331845365995196
200,1.1573412328956039,True,0.1156476151899302
109,0.38969975135625046,True,0.13651861422247324
145,0.4428181136111158,True,0.13785218479101757
27,0.5086829250058308,True,0.12683461480421795
81,1.0769391263687738,True,0.11451427475387586
131,0.6726998127183105,True,0.1342581844187377
172,0.0018866805811843523,True,0.13447544589963448
944,0.4175223512606058,True,0.11820207888601685
155,0.3184702213134841,True,0.1371461814552451
118,0.46702763929911095,True,0.13678129377397935
143,0.945746396780551,True,0.12427499314867496
178,1.266261981030422,True,0.1080742099163647
462,0.3629391401179802,False,0.09143314503191245
102,1.9632659697787904,True,0.06881838941443383
158,0.9782838588087985,True,0.12330778978285661
316,0.5320531078414158,True,0.13251048403655957
129,0.40982013399211775,True,0.13714372293005966
54,0.5883669246267351,True,0.13285746337122778
426,0.47123662247176856,True,0.1289605384554596
195,0.2772472723222613,True,0.13520814003030798
139,0.3837076275506805,True,0.1380204215983798
108,0.34909484840738775,True,0.13668757420024444
174,0.42500205876406677,True,0.13716585061447348
128,0.7229895307616908,True,0.1325668275390413
159,0.4974021457147542,True,0.13688990938407233
212,1.0307010688404923,True,0.12268732634974878
77,0.4471000163886251,True,0.13497325625519133
144,0.37815628786773114,True,0.13815947368070347
186,0.31735704442701607,True,0.13563996676372486
115,0.37634712279057014,True,0.1368724878729929
154,0.07105403496776552,True,0.13471036295165972
95,0.3721281140030395,True,0.13624044799536278
133,0.22528809159005503,True,0.13648894464293662
162,0.3333107331696019,True,0.13687112778539276
180,0.276806529552155,False,0.09497890255623676
145,0.6321218036105687,True,0.1346332006876747
116,0.5284738492847049,True,0.13635662942236718
129,0.7973300238295395,True,0.13014200784161206
161,1.6526684062064854,True,0.08579565091508287
94,0.4930205135458115,True,0.13620574441683214
143,0.39450940497726966,True,0.13773288935819142
194,0.441667950682069,True,0.13640533194891225
370,0.40653409883395275,True,0.1307668291010386
234,0.18202112043157692,True,0.1328339477382015
116,0.8127838259656044,True,0.12900979560174683
173,0.5680456615732997,True,0.1366956383111185
148,0.35666462319674347,True,0.1374784359251264
126,0.47095113013723433,True,0.137157562257258
166,0.3059399503128412,True,0.13684250308619425
141,1.323496050593678,True,0.10361657075455119
103,0.42320812370594496,True,0.1356269793648453
181,0.5143171936375723,False,0.10406226965579708
154,1.1641866431315173,True,0.11380179579528961
534,0.4636615502412215,True,0.12692221710929238
206,1.2527485608270656,True,0.10936018168080018
125,0.37542008172793045,True,0.1370548573172934
77,0.3367066286892963,True,0.13596509433223794
111,0.8494575621803486,True,0.1269252139668524
139,0.40946081643695204,True,0.13751592468933815
166,0.48529372222347594,True,0.13690362388167554
149,0.5521852108293176,True,0.13640484800891486
186,0.4491502287177286,True,0.13653923224409786
127,0.6824965682081323,True,0.13441179516980428
100,0.9938436184799952,True,0.12061568022288577
161,0.3857091817663816,True,0.1376749327820776
654,0.2438812625854069,True,0.12193889945250873
133,0.4273715261366924,True,0.13733428874244683
175,0.4898758586958236,True,0.1368698556992642
115,0.2924092006559835,True,0.13679465951757727
152,0.8641029106192013,True,0.12846792350039724
92,0.7627656527752222,False,0.12696720710474688
202,0.5950606081575839,True,0.13599782601427324
138,0.525837838018644,True,0.13726872649280644
165,0.36307694817484526,True,0.13748427490951837
115,0.4464122583058916,True,0.13677658344707633
149,0.3355278812370539,True,0.13738749431780892
124,1.4107338191803496,True,0.09850721550650898
187,0.19651924832897197,True,0.13539439684402077
59,0.3988420174872537,True,0.13494063097916656
139,0.9044665221996395,True,0.12574587463101142
160,0.4778514311907837,True,0.13667222863891634
227,1.0818699887266396,True,0.12025716431239913
98,0.42325593404729955,True,0.135785535218555
180,0.5290486343293269,True,0.13656481075898716
135,0.3745758112259893,True,0.1373284348092282
154,0.4623264608263986,True,0.13755383881973743
125,0.638744187275599,True,0.1347307864864021
84,0.3220269492487763,True,0.1363196868946016
171,0.4070576097608527,True,0.13735487294821447
111,0.5012340576566656,False,0.10734821844802578
146,1.718595765888908,True,0.08199861141518212
