best -> topk = 21.0, alpha = 0.44678187654885787, beta = 0.18590730821636287, accuracy = 0.039264156656909785
topK,alpha,beta,result
22.0,0.47160517480358854,0.010554307424780973,0.03781760051014167
28.0,0.42643975794281835,0.07943482071412789,0.03896326310881739
11.0,0.4385517692802561,0.1787434548562491,0.03743965706467028
25.0,0.4528219804876454,0.16482316706018416,0.03911535614548674
162.0,0.41013212527784343,0.2239124673354723,0.03436266003995937
17.0,0.2452581641031908,0.20264819333667833,0.038802842626907016
131.0,0.49997314182601454,0.4429986599357873,0.034616725227152624
21.0,0.27918520187717166,0.2719800222532459,0.03857565838488474
36.0,0.4661711472012467,0.1386752950662713,0.03890180263754542
5.0,0.4232896913876584,0.18911863654423183,0.030888625326649155
28.0,0.4404649780936535,0.17727326816043415,0.03908896787745128
15.0,0.3995076840279164,0.25200571917912806,0.03850052311897522
23.0,0.4793395071246894,0.18637048191540978,0.03906928482506411
31.0,0.4312294587044053,0.041139289189104256,0.03900396705231729
19.0,0.4551957314950437,0.20839871885375919,0.03894887533425987
25.0,0.3517444179339595,0.16923095270946886,0.039115644541858875
14.0,0.41557694448911925,0.15317196862049376,0.03813951094384181
22.0,0.44499833162788965,0.195157897638523,0.039163534361627166
20.0,0.4422586555732722,0.196489522136083,0.039002040404332236
27.0,0.4326059580085673,0.21772259019100693,0.03888077373542237
11.0,0.32388360495174084,0.20227524776749362,0.03771047727997414
17.0,0.42223151836746403,0.23351045183878535,0.03883586000599273
22.0,0.44838564446884116,0.21072973303583162,0.03894410477760681
32.0,0.3873312507499765,0.19380911204872237,0.038743336842156334
25.0,0.4066244438917744,0.18740866324728558,0.03915569558801674
17.0,0.43600225284548794,0.19820691955969488,0.03891218490693661
28.0,0.1469321416674272,0.21933362304032838,0.03849510367048516
42.0,0.44590419394497866,0.18505335645033683,0.03855991274407603
21.0,0.42617593929021746,0.27968036165455873,0.038659397475891345
24.0,0.462440717260656,0.49170179219820964,0.035438322430348695
13.0,0.33130569424039474,0.20649517621990843,0.038458821804688806
30.0,0.17336434504939527,0.06475922132670303,0.038784241060914645
20.0,0.4150740883674909,0.2906696195714058,0.03842123814971334
35.0,0.36839612768157587,0.009201774240395033,0.038719592207530684
24.0,0.23246782333495986,0.18019558295615962,0.038850684380613315
17.0,0.1099065416295611,0.19519174984920626,0.038466167901164014
28.0,0.45342042764658047,0.17299602093263614,0.03902924980092688
147.0,0.43484465034534986,0.02296689521479317,0.036000663311655905
23.0,0.3789709224270317,0.24427942998689517,0.038872137866283865
20.0,0.009505788407821236,0.08815623014072754,0.0383571060064959
15.0,0.4014759427705913,0.2043251257409062,0.038823851501504254
27.0,0.4438601188240883,0.15983531952900645,0.03898511313949945
32.0,0.4690533959633485,0.2261377330375296,0.038593182469987344
10.0,0.4220866251689327,0.18597815371776133,0.03720730972648873
20.0,0.45753932921096546,0.1947702271704322,0.03896338727947745
25.0,0.3937060035150103,0.21330362434771546,0.03901827471677113
38.0,0.43308748748039094,0.17738724113591173,0.03882067113040217
17.0,0.2550733632662851,0.1667998461802327,0.0389047226508119
23.0,0.4124695015588407,0.10823367852378529,0.03885559112444202
29.0,0.44575272231745305,0.036714393871102036,0.038977935274241475
14.0,0.21086025485590495,0.18618916374000688,0.03857206544675055
75.0,0.4833210790244044,0.20179374161583238,0.03747879085014496
115.0,0.3153764469515499,0.19423697167354423,0.036337233894264735
20.0,0.29695326420165885,0.2618296780306484,0.038739523601238016
26.0,0.4294875417773595,0.42752761451983234,0.03681070863795238
32.0,0.4526366586541703,0.23740061474958435,0.038490553416616294
