best -> topk = 21.0, alpha = 0.44678187654885787, beta = 0.18590730821636287, accuracy = 0.039264156656909785
topK,alpha,beta,result
17.0,0.46473767031642693,0.2048862393321083,0.0388733715618751
22.0,0.4426443130957012,0.16940515544954296,0.03906928883056932
22.0,0.41946398952861075,0.17766833133244286,0.039153612725330265
26.0,0.4247520428747591,0.18641866010045974,0.03907157196851405
18.0,0.4535097429288808,0.17457763827734854,0.03879823629596577
23.0,0.4339993567153321,0.19529725259295347,0.039231451707226896
15.0,0.4188252222732139,0.21641338141397992,0.038764321683722625
21.0,0.47063086077621225,0.19851139515481458,0.03902217207329803
32.0,0.43080454817877967,0.1538696980490504,0.03891264954553579
9.0,0.45722406458257303,0.16455873009265337,0.03628726121181001
28.0,0.4348539321468518,0.20846507356581617,0.038813076692606745
24.0,0.41365300417633755,0.18172906127260163,0.039215025130539954
23.0,0.4133244534701501,0.17929121205273,0.03904547610235561
17.0,0.4453491978283263,0.19124617116653533,0.038794863660615686
26.0,0.46342834636891267,0.17335306796544458,0.03892280350113248
20.0,0.42613538903479614,0.19562868424152088,0.03912410817427529
11.0,0.4179096530970113,0.1952874905340906,0.03753448339397729
20.0,0.4260165429542651,0.25184120242116215,0.03872796371332806
30.0,0.4356431418857369,0.18479571917140067,0.03889611882571448
90.0,0.44737594533709846,0.20300872417378302,0.03698061816160188
19.0,0.4311788886194375,0.2184871958259367,0.03909770388421898
14.0,0.41394953012621344,0.19051080140648552,0.038351245952437496
24.0,0.2251866841038117,0.17711770479515287,0.03895468331675124
22.0,0.45419160247729423,0.16753842827994578,0.0390268144537858
27.0,0.4413202788546991,0.1840527602483012,0.03909417503416752
24.0,0.4638373739917526,0.196351230318988,0.038947869952463174
20.0,0.4782759185573621,0.1611991045713612,0.03882450840435147
32.0,0.45134247576751113,0.17658595927102047,0.03891668308923832
16.0,0.4272889044652616,0.20886845593807354,0.03883349275243945
28.0,0.43900853912325943,0.2415839872469137,0.038606336548953395
24.0,0.4670344931086189,0.18632335707266812,0.03897099773929339
126.0,0.4838304035049959,0.2719362958464695,0.03529853831105517
21.0,0.44678187654885787,0.18590730821636287,0.039264156656909785
20.0,0.455627445584001,0.1969783923225142,0.03896658367260018
26.0,0.4446362619702973,0.17266009045794198,0.03907904624115436
18.0,0.43534912974122064,0.18399158327026963,0.03897197508255401
22.0,0.45783718456787775,0.1679880156541299,0.03909699891530971
29.0,0.42200841222159896,0.19237368862988832,0.03893232058140754
13.0,0.47318190125491566,0.2065639582262049,0.03801469539735459
70.0,0.44919856642513106,0.15588212327102577,0.03791144949618804
34.0,0.46270234904074387,0.1798440236169512,0.03877126322417574
24.0,0.4064999426003717,0.16609235085367305,0.03902996678635172
23.0,0.44308932676261364,0.1864010287572312,0.03923861755596945
21.0,0.4381813541856566,0.191614252865798,0.03920217947547156
18.0,0.43650416397687614,0.19586383636470872,0.03896280247572318
22.0,0.4253473654573968,0.18713340702068026,0.039176115653354486
20.0,0.42009129608984336,0.20123450423395622,0.03905224140058149
17.0,0.4336829949354513,0.18620685291983163,0.038826995823059735
28.0,0.42553160251945976,0.1906995013400524,0.03895501176817468
15.0,0.4111100089371807,0.21314349243208566,0.038731857064349784
21.0,0.44836158588641006,0.22756397145852653,0.03904213551104679
26.0,0.4429696656052193,0.18134099307737167,0.039004335558792506
24.0,0.4409783363475262,0.17917486739825556,0.03915910427291322
22.0,0.4307833053042323,0.1925569040396461,0.039170399797482144
26.0,0.4264104181859687,0.20275473547243578,0.03900021789948158
30.0,0.4340774662139228,0.19734589932365526,0.0388280012048564
21.0,0.4204167894379843,0.4558345920941467,0.03604861321400171
17.0,0.44094736784890787,0.1767881789955086,0.03879871295108053
24.0,0.4511212619142594,0.1888850434529763,0.03905126405732089
29.0,0.32257558681819853,0.19263117954957656,0.038777351592028574
20.0,0.41041215700885975,0.17970540047779573,0.03896596682480454
26.0,0.43121038696157554,0.1996232478405508,0.038994381878454255
14.0,0.4414069477241959,0.2087226038169876,0.03852355076817639
33.0,0.4515711407878068,0.17376653783602064,0.038792993089702944
22.0,0.4269877226069329,0.1873358773058338,0.03919072373069597
20.0,0.42715891071308754,0.186962209900736,0.03893895369796304
22.0,0.4090152283319336,0.19341459621368026,0.039212012990654896
23.0,0.40485493165769804,0.21613835775720883,0.03917383251540973
175.0,0.407618645254976,0.22298828429752213,0.033982293263862165
30.0,0.41581499878730616,0.2136314510344949,0.03876785053377398
16.0,0.011744015004701513,0.029075940465114636,0.03637011508617489
12.0,0.2898980516448089,0.2056553202636787,0.03815155149237169
24.0,0.40430271744528534,0.18279028798003003,0.03919220977311274
27.0,0.4023472572442308,0.17998718625460638,0.039045520162912455
18.0,0.41230793974339647,0.18804785284573408,0.03902556473617394
23.0,0.39367999001175263,0.21524370903906254,0.03911752312378188
32.0,0.4175945369299475,0.17154588677384328,0.03897366540573409
22.0,0.10499501038894798,0.23302103567951715,0.03845778838435593
27.0,0.43058707453794065,0.20256667033423126,0.038974061950745625
16.0,0.40754344771741136,0.1793839993556411,0.03896455688698601
36.0,0.4203079684783841,0.19099573243285406,0.03873760095875827
23.0,0.3892876848972086,0.15932501652348383,0.03897308060197998
19.0,0.40240635651799667,0.20123673833710198,0.03889319080143803
9.0,0.43642715930185044,0.17229889906940593,0.03660320344281236
28.0,0.22078156795678372,0.18512279351913954,0.0387192677616121
25.0,0.270685585240654,0.19357633128977803,0.038912345127143304
14.0,0.330928198506919,0.21327211317153855,0.038740989616128936
20.0,0.42241599752915976,0.17921541630579396,0.03896597884132009
31.0,0.44719799378092395,0.16595599583865178,0.03883980142307633
23.0,0.4340639731608101,0.20409768439936854,0.03912770111240944
17.0,0.44250860673034353,0.15149483515846546,0.038634515277798376
27.0,0.41636876016004193,0.22451252322313703,0.0387281199280296
21.0,0.4548860049605251,0.1904224207979002,0.03915864363981906
200.0,0.4544764544358958,0.19257764071295766,0.03350604270509423
12.0,0.38174025950902263,0.2077118797888436,0.03822178802546272
19.0,0.3156428706932137,0.18502162302813405,0.0389858501524501
30.0,0.429019656188569,0.1953474211228647,0.03878455749582272
22.0,0.45760855349115226,0.335448323376644,0.037946121148907684
15.0,0.40895309019591164,0.2658365683766585,0.038384575760926264
27.0,0.4368652674729112,0.1862918268903822,0.03910360799883419
154.0,0.42521083596822484,0.17026895743384135,0.0349709841205758
20.0,0.44725254095672484,0.21877990021750593,0.03918798396516224
18.0,0.44883733199360165,0.2231608270732345,0.03891987147135078
9.0,0.4645278850128852,0.216257797794421,0.03684372201153317
25.0,0.4408243907407912,0.20662750120260834,0.039059831832871574
34.0,0.4597339160763549,0.23362758591883975,0.03843559788573468
20.0,0.4501167313233431,0.2397559208771192,0.03886568499746105
12.0,0.43631511991018734,0.19914978940393727,0.038095386298929695
16.0,0.47654152804477695,0.49938187896093583,0.034997708851045264
26.0,0.3009150432996331,0.2165736590077034,0.038901518246678805
30.0,0.399542249373159,0.1947437469312805,0.038760063831730834
22.0,0.45491150958420035,0.3780915251830131,0.03742346280728285
18.0,0.34864887544338813,0.20671647552034805,0.039048540313807834
25.0,0.4954920059398263,0.18315853618882388,0.038853159782806
22.0,0.36172220296553786,0.19235313428988168,0.03912367958522242
38.0,0.4440997190532136,0.1619151895796551,0.0386932880551034
59.0,0.4299498450153043,0.22818569310303397,0.03786737692284334
32.0,0.4664613498867022,0.20213445637927532,0.03872684217188157
15.0,0.3357956798415771,0.17584806658403565,0.03866977573977733
29.0,0.4421532783035392,0.1910008957021215,0.03885636819244417
20.0,0.38858925761429874,0.21287677149122225,0.03902110260341868
25.0,0.41244516257437924,0.18449322170271815,0.03908055631660206
6.0,0.45698035784303354,0.1704643046889926,0.03233213328398582
18.0,0.4227336317754156,0.2004093460994474,0.03899796280007289
24.0,0.43320963586139766,0.15651308810926656,0.03901808645802843
29.0,0.44857723060405597,0.17975854618874282,0.03904581657029474
12.0,0.4731893320988449,0.24631132967616048,0.03794049741965411
21.0,0.4379372737149581,0.2984819858772093,0.038134435968796065
35.0,0.4056565886012692,0.19043530867203384,0.038758509695726244
27.0,0.4600158071123325,0.2076504328879355,0.03894491388965042
16.0,0.05627144222965086,0.22068084975897745,0.0382332718087747
188.0,0.427215899736199,0.1659666210161817,0.03398728011779433
23.0,0.35581253825537745,0.19849442107218376,0.03916346226253412
20.0,0.3445365977985394,0.19987842795840519,0.038919623130030404
15.0,0.30560541592628676,0.0035065163824318235,0.036490644742133954
24.0,0.44662203106889925,0.1967620972608393,0.03898920676577944
31.0,0.3555671049421997,0.21587368252686623,0.03849556430357931
19.0,0.39447638700581367,0.2036443549342361,0.03891808101054138
23.0,0.3683438238723635,0.18623198189207563,0.039076150260919165
28.0,0.45303689392655216,0.18254669828747114,0.03905591845432419
18.0,0.38288777941589874,0.22580344806518052,0.03894091238998931
11.0,0.46799884624973886,0.19312429400794667,0.03759803874445087
26.0,0.4377704936457326,0.20955144447737745,0.03893119503445594
22.0,0.4147625977029015,0.1750492936656244,0.03914365103398167
33.0,0.3718218405845531,0.18982877277736648,0.038873279435256265
15.0,0.3316581781330901,0.07088847185408892,0.037804594634866635
28.0,0.45227845362674207,0.19897250316053908,0.03879240027493838
20.0,0.483835262731127,0.23902658017641143,0.038779206140920584
24.0,0.4304124988651787,0.21226850238622838,0.03903005490746529
14.0,0.237966360045522,0.18128776825624063,0.03857156075309966
41.0,0.397944258319217,0.025811748670946433,0.038609292611766134
27.0,0.44362422546279673,0.16584230553394314,0.03898254160518262
21.0,0.4631822525559649,0.18972889912744179,0.039203136791206385
122.0,0.47389678104910193,0.175068914927976,0.036175443529587695
18.0,0.4650566798727457,0.15235829592805614,0.03888515175256929
79.0,0.42072317890073524,0.2011960628738199,0.03736229473788824
9.0,0.27611844496106447,0.18627192260018624,0.036778296090146906
31.0,0.40628116404900155,0.22248055073779352,0.03870392267131991
23.0,0.31649287231153167,0.20613024688875187,0.03901273109762109
26.0,0.3786226546184322,0.19472117856343324,0.03901801435893543
35.0,0.19509753052276516,0.18108852667992906,0.03846464981470589
17.0,0.4354411593873104,0.16268119859087216,0.0388067960605061
21.0,0.2918660437795653,0.0489550212630272,0.03859222114874741
94.0,0.45979635128410734,0.1737772985429324,0.037236501848140605
1.0,0.3426281183877574,0.2550352194135026,0.011589640802318618
29.0,0.428891791463353,0.19665778128443817,0.038794979820265495
13.0,0.44585063854190693,0.2155874685309697,0.03824207991463523
25.0,0.4146555194047704,0.18484245832503904,0.03913533560525639
137.0,0.4879700749469551,0.23359318538192073,0.03514501931454632
20.0,0.43956662766340865,0.2051311683324058,0.03915223082604787
17.0,0.4621697387431225,0.17380734038491405,0.03871159321371352
24.0,0.24993546910910333,0.19021036856130083,0.03899011601545221
29.0,0.3900024031545606,0.16035699511827942,0.03897533570138844
20.0,0.25975503860352,0.1441147384417071,0.03891156805914112
32.0,0.4454101342356767,0.18173753373564008,0.0388381191109065
23.0,0.42321537892678746,0.41440297126669184,0.03699372016900068
12.0,0.3523504102624967,0.2107955226022013,0.03820335469068741
27.0,0.47601771461254533,0.1972253595522652,0.038873840205979546
16.0,0.40167095190844776,0.08953316768939307,0.038152532841137426
21.0,0.4516582183532253,0.16988627560384725,0.03901244670675429
36.0,0.4335197053896601,0.1895410364098834,0.03868494859334716
26.0,0.17100359082479435,0.10398895034915506,0.03887561063926312
6.0,0.30699635754458054,0.22729214018004118,0.034006887065583385
18.0,0.32136583647980377,0.200585627120983,0.03885353229478644
71.0,0.41502604621780703,0.18084331454966815,0.037892659671452916
23.0,0.4543130006273032,0.2178835163661121,0.03903722075620784
32.0,0.43807746091871824,0.16814723578571622,0.038858158653253455
14.0,0.4674480207550545,0.19275254635898328,0.03836803703009473
28.0,0.4283162672541361,0.1790738518757365,0.03912885870340241
22.0,0.44570214973197875,0.15117003617694458,0.03894111667075283
106.0,0.4600437531212726,0.20643960370402764,0.03663941320951566
18.0,0.4081142300422275,0.18810515248629628,0.03899589996491232
25.0,0.42663060062557184,0.1997400335269459,0.03894655614676862
30.0,0.4409588061859798,0.3123857856179732,0.03815064224269896
9.0,0.26329199430438494,0.17325981655161385,0.036738192972421875
20.0,0.39185185979287795,0.2138962538218954,0.03903589092849271
15.0,0.47887275835729204,0.18688378494378044,0.03853413731833089
25.0,0.373525279533256,0.16597137773934117,0.03911050147322535
21.0,0.3327510554530967,0.19655704656758421,0.03909287324498845
39.0,0.45201916878324844,0.15995183268016477,0.0387248914908655
28.0,0.2950932630868566,0.11917557281292383,0.038988613951014654
17.0,0.49697851244803115,0.18147469122892404,0.03864259838722389
33.0,0.41741901325834996,0.20862558360601996,0.03866159249272248
22.0,0.46704569472845603,0.220961952139578,0.03899553546394211
25.0,0.4337134912962987,0.19163168047670318,0.03905385962466866
13.0,0.4031109010894949,0.17486357027882105,0.0382263823398885
18.0,0.2882420155522879,0.19986344992795893,0.03876386505613379
30.0,0.3585575779629874,0.23413702461778682,0.03834667166553761
25.0,0.4477354420214407,0.27669694747380874,0.03844204274354726
21.0,0.13058915835739157,0.18284063932187986,0.03866846193408282
27.0,0.2723900580069548,0.20740711714604837,0.038802838621401804
16.0,0.457222322093256,0.15751369668625823,0.03856112641214149
11.0,0.4238182841617773,0.36699243892532324,0.03698956245463811
86.0,0.43833792268989774,0.1903323189686348,0.03721581341395666
23.0,0.4116797462878539,0.1722947327338749,0.03904447072055886
35.0,0.4455715901604901,0.19895328065085832,0.03866823762579329
19.0,0.46901137139141275,0.24654804320459256,0.03864415252322836
30.0,0.4288095950838452,0.17986723538401583,0.03897498321693387
23.0,0.4609586659503731,0.2170917139352791,0.03899722578712229
26.0,0.3119996102778772,0.18882508981699497,0.03899968116178929
18.0,0.38375458797030415,0.1653666841365101,0.03897824770364444
14.0,0.43803583795520074,0.22614357572903787,0.038605006721238164
21.0,0.4834738359673215,0.14952291164711567,0.03897113793197424
29.0,0.39627705205525077,0.05752311983528624,0.03894951621508668
25.0,0.41921641609427973,0.07128193298417351,0.038921193288055704
33.0,0.4535575199657008,0.20771830758309467,0.03874495907174869
19.0,0.4462860535040198,0.17870625967797885,0.0389086160018334
10.0,0.4316309655301402,0.19600906569993248,0.03718032063267818
24.0,0.4724902519427112,0.18460531848646694,0.03892726563388773
15.0,0.40660154072339594,0.3220960861050167,0.037944362732139504
46.0,0.2868027969028496,0.09906713767459413,0.038510873344324875
29.0,0.4596337569965096,0.2610699785225712,0.0383564410926383
21.0,0.4212259199937439,0.16958172878746544,0.038967817368191354
27.0,0.4401165538577906,0.2406906970244118,0.03857700022911538
17.0,0.45033486385590377,0.20036820670603014,0.03891826125827389
22.0,0.0511608747905683,0.1897495105205885,0.038471499228540144
31.0,0.3191983913981007,0.20689912374610878,0.038517622620530136
37.0,0.36425998277889493,0.3421819693484478,0.03768359633480294
25.0,0.43117551169687396,0.1764327026681104,0.03919489746707932
19.0,0.4124046113460777,0.3860893026156019,0.037366544578869725
27.0,0.4285496594183607,0.15706027235232276,0.0389376799473201
14.0,0.21328031889248358,0.17279177787730549,0.038444069529161455
67.0,0.43330550476470836,0.19266735177372213,0.03778500370909826
22.0,0.3036212842455075,0.21423670175732906,0.039046934106236116
33.0,0.3466910788157397,0.2985331416690201,0.03806967496126726
26.0,0.26722770802165846,0.18316270972200144,0.038730731517398004
8.0,0.33970565227480914,0.14507008605961483,0.03551264057320447
18.0,0.38443791563600405,0.16555504607399946,0.03895669408034461
23.0,0.39764392947335137,0.22996481860981363,0.039006674773809605
14.0,0.4188267051703749,0.19748490183008643,0.03853266329242973
29.0,0.27573626607721313,0.1751600508071655,0.03869912808163587
20.0,0.459561116468253,0.20412532252279247,0.03902171945121427
25.0,0.48952290795947145,0.18734292956650164,0.03887131673772479
18.0,0.44792910547447634,0.21452497011278354,0.038972688062473525
32.0,0.3727588987102137,0.19396269965108856,0.038786400028199206
