topK,alpha,beta,result
21.0,0.3411907519908747,0.2053436177454241,0.03899826536681459
22.0,0.34535045874209386,0.20632625789371328,0.03904068131646214
20.0,0.35233970584264956,0.20801924582587655,0.03909435154056979
20.0,0.3549278128393792,0.20918872522110432,0.03904787956323224
20.0,0.3515829936102667,0.20768355145161155,0.0391160585029898
20.0,0.35293939423896853,0.20758263597293627,0.039117389136579805
20.0,0.3569470324273951,0.2080269858731443,0.0390805081417148
20.0,0.3517824301114818,0.20763985818700023,0.039112030530827305
19.0,0.35252342727377334,0.20867088799500713,0.03886654065726951
20.0,0.3595220637408473,0.20931082547008711,0.03904189572000976
20.0,0.3544336754501129,0.2077861117950149,0.03909619118158729
20.0,0.3547564887368901,0.20998658029675116,0.03908276460771226
21.0,0.35699400487945243,0.2076425525070364,0.039023519349497084
20.0,0.35133283814246463,0.20784769156699767,0.039111541563062305
20.0,0.3503618739979904,0.2088528855845325,0.03911028307225732
17.0,0.35138095379140694,0.20648914763486947,0.03873884391988677
20.0,0.34840634916990915,0.20752362677043845,0.039075293821532214
20.0,0.35119782288085755,0.20832577356547674,0.0391065837505598
20.0,0.35060638720616166,0.2081011259661408,0.039115220845097304
20.0,0.35077926849987984,0.20597327149036418,0.03909161011473978
19.0,0.36328971556940587,0.20670416706122122,0.03894293986658462
20.0,0.34695806159085246,0.2083569574716627,0.03909258404233723
21.0,0.36064040035963923,0.20927680500694493,0.03894266331924202
20.0,0.3538477624709514,0.20776932947560342,0.03910037947104979
20.0,0.34992113080165765,0.2082718232172132,0.03909509701601477
20.0,0.3566788232171851,0.2074289989335151,0.039082211513027286
20.0,0.3528259221885512,0.20681209620485225,0.03910768593199731
20.0,0.35228481246827476,0.20882757893301493,0.0391120706101523
20.0,0.3522847392405303,0.20530803554127475,0.03906155863685478
20.0,0.35303802431384185,0.20682474834454476,0.03911501644053981
21.0,0.3450806727692407,0.20673193592121925,0.03902276585818712
20.0,0.3473778766072182,0.20467188312635523,0.03907115362725974
16.0,0.3511460906956222,0.20940306521544005,0.03872671190820932
20.0,0.35319950966960734,0.2073349674064325,0.039120230760722303
20.0,0.35224792620462964,0.20706487476795957,0.03908412329682977
20.0,0.3480257470591659,0.20876490664900313,0.039098595941087264
20.0,0.3577985716833582,0.20625350381239693,0.03909350185887977
20.0,0.35366473738279114,0.2075268608581258,0.039101321335187296
20.0,0.34987366142958815,0.20740487590379011,0.039093165192549746
20.0,0.3533338875374738,0.20812238269702055,0.039099998717462295
20.0,0.355309547344937,0.20673628947101932,0.03912760535652231
20.0,0.356185366800586,0.2068046269910054,0.03912013857827478
20.0,0.35583927700552154,0.20569385764320244,0.0390818628228998
20.0,0.35872865233776763,0.20678505902549116,0.03909029551287977
20.0,0.3508537407028536,0.2064176791047965,0.03906553851382724
20.0,0.35602629085403775,0.20888192581074888,0.03905348265286725
20.0,0.34830079665989877,0.20536122688475592,0.03907023180278476
20.0,0.3461466552175297,0.20808448003872052,0.03907063660396719
20.0,0.3528107033974443,0.20690690262984582,0.0391140304891448
20.0,0.35357786678249203,0.2058542361972234,0.03910027526480481
20.0,0.3557034323734507,0.20718902328146563,0.03911004259630731
20.0,0.35892565764957585,0.20482336668613638,0.03905854867954726
20.0,0.3557266752185052,0.207279464365353,0.039107573709887294
20.0,0.3491382889953246,0.20674766381507795,0.039080347824414725
20.0,0.3528781444839248,0.20708927339628896,0.03909612705466728
20.0,0.3549464381233646,0.20617256720112886,0.03912792999905483
20.0,0.3574319945756888,0.20617122510928126,0.039105429465999784
20.0,0.35536881251421626,0.20785727532811446,0.03910298061924231
20.0,0.36017726330163885,0.2088719670852692,0.03904340270262975
20.0,0.3505548466154547,0.2056967983926303,0.03907075283400977
19.0,0.3624775881296602,0.2095218770200266,0.03889315733700207
20.0,0.35456945790605193,0.2075233671559962,0.03910998247731982
20.0,0.354739717104448,0.20766906291256,0.03909744566445979
20.0,0.357025934742174,0.2083887066108797,0.03907052438185727
20.0,0.35211746858737947,0.2072576400978445,0.03909781038631729
20.0,0.3490541364717633,0.20616038907531972,0.03907224779283224
20.0,0.35395651756395863,0.2078902046999081,0.03910326518244978
20.0,0.3445473137455278,0.20519231382182976,0.03904149893469221
20.0,0.3586804877699041,0.20667101168733318,0.039092271423602276
20.0,0.3468732570228902,0.20888993949656787,0.039093032930777254
20.0,0.35117193416920084,0.20729063480055332,0.03911245537167229
20.0,0.3514352072882654,0.20743419594299176,0.03911375394180228
20.0,0.35090103174174986,0.2083286655274125,0.039107806169972295
20.0,0.35517367731917926,0.2073139746556359,0.039108956446599806
20.0,0.35211376433240776,0.20764768266918102,0.03910113697029229
20.0,0.3536417131895218,0.206625194620223,0.03913297598607233
20.0,0.34950860364834757,0.20630445304344303,0.03907113358759722
20.0,0.3564256342872636,0.20683486155023298,0.03911602643952977
20.0,0.35240694044248977,0.19720052133533547,0.03895225430171458
20.0,0.38414422153828276,0.2067002470083734,0.038851615116639454
20.0,0.3501450818853843,0.20571004187487107,0.03906409966605976
20.0,0.357986699396936,0.20419141863913343,0.03906377502352726
19.0,0.35341229227615295,0.20930600868732627,0.03890610295897705
20.0,0.3557765105670667,0.20696034650139702,0.03912373369372729
20.0,0.35671032626870125,0.2081096688606056,0.03907743806541979
20.0,0.3521886147741236,0.2069855368033663,0.03908882860958478
20.0,0.34820955025391814,0.20638486552217952,0.03905494154029721
20.0,0.3611885884814738,0.2086349502533157,0.03902394419034224
20.0,0.3542064101535924,0.20796787110102824,0.03909960994800979
20.0,0.3509240424068048,0.2068804896989166,0.03907770258896476
20.0,0.35591241865739914,0.20993097984511486,0.039054785230929735
20.0,0.36668077154919637,0.20498510694022218,0.03898598906956718
20.0,0.39686297937339476,0.20587816678863727,0.03881587638253693
20.0,0.35604767858868236,0.20729168077493687,0.03910070010564979
20.0,0.35367415276638653,0.20092076541954773,0.039058079751444666
20.0,0.3514624451589637,0.20707828729402813,0.03907848814373476
20.0,0.35886941690861535,0.19268907688730808,0.038931873964952055
20.0,0.3543831063122294,0.20774103382763567,0.039094680191034785
20.0,0.34911172529329226,0.20843458822254166,0.039096559911377275
20.0,0.356708138239634,0.2065130434105024,0.03912131691042979
20.0,0.3522123998599874,0.20631347226698524,0.039100880462612266
20.0,0.35740385059399316,0.20661050727246436,0.03911033918331229
20.0,0.35688316472695036,0.20562498915582145,0.03908393893193478
20.0,0.35368795207492904,0.20679368665876569,0.03913672741089233
20.0,0.3537008726138254,0.20668703837651356,0.039141031930397335
20.0,0.35381577514761176,0.2062183421973997,0.039115749892187295
20.0,0.35418082755969554,0.20600808345357624,0.03911690818467981
20.0,0.3544379306625024,0.20601271207464833,0.039121152585197314
20.0,0.35451421563931423,0.20507987228070368,0.03907456437781729
20.0,0.358934597554676,0.2059475139889073,0.039096736260407286
20.0,0.35506285927410836,0.2061776261270109,0.03912770555483483
20.0,0.3565272918121905,0.20622836598373742,0.039098936615349786
20.0,0.3599848647725374,0.20533239866685485,0.03905854867954726
20.0,0.35362509319819374,0.20666225518326076,0.03914293169040234
20.0,0.3547062408857723,0.20658011463196857,0.03913553304700731
20.0,0.3551567681512068,0.20659211149817674,0.03914075137512233
20.0,0.3555880178009981,0.20584832948245968,0.03908994682275231
20.0,0.3541068178735735,0.20471435367739924,0.03908454412974231
20.0,0.35847084521769595,0.20640952471997911,0.03908559420805727
20.0,0.35546285480395456,0.2065906728723089,0.03913122852750231
20.0,0.35738540487228004,0.20548908463284485,0.03907718155773978
20.0,0.3613643188927096,0.20651260432957547,0.03903886171510726
20.0,0.3552620661551605,0.20587696904981884,0.039096507808254806
20.0,0.3533180549498942,0.20667361076508106,0.03912423869322231
20.0,0.3540321758946248,0.20661954374807612,0.03913437074658232
20.0,0.3551809785745947,0.20622081346335977,0.03912965341002982
20.0,0.35572479655687494,0.2062465773154314,0.03913422646101233
20.0,0.3564916862708861,0.20548680956816157,0.039087674325024795
20.0,0.3556131755946636,0.2066289077098284,0.0391296974972873
20.0,0.3549285203654286,0.20478960253315287,0.039076508225079784
20.0,0.3593243107031818,0.2061990239100824,0.03907798314423977
20.0,0.3578121321074796,0.20404562805775167,0.039065498434502244
15.0,0.35491943506165335,0.20656650430296558,0.03882052157630429
20.0,0.35661578481274414,0.20682187911913774,0.039116523423159785
20.0,0.35368627463441915,0.2058905718525451,0.03910051574075481
20.0,0.35630861554512516,0.2067313050187477,0.03911790615987228
20.0,0.35747480815467947,0.2066944436435749,0.03910377819780978
20.0,0.355926951625467,0.20529324456621487,0.039066656726994754
20.0,0.3604046161165511,0.20612736139872764,0.03908086083977479
20.0,0.3580083835803136,0.20680127743496324,0.039101028756114785
20.0,0.3547093509086844,0.2069745305711593,0.03913637070489982
20.0,0.35402272502368043,0.20325523602598164,0.0390596668927147
20.0,0.3550718831821167,0.20576260575133376,0.03910169006497731
20.0,0.35367853085007944,0.20709384023647237,0.039113826084587314
20.0,0.35913704211929026,0.20636590843298577,0.03908950194224477
20.0,0.35571831545187715,0.20531727343877162,0.03907800719183477
20.0,0.3528264265193883,0.2044682186833673,0.03905472511194226
20.0,0.3335283657026615,0.20724068210151592,0.03906145843854219
20.0,0.3576562286449381,0.20617380904912003,0.039103020698567276
20.0,0.3623980909822597,0.1985317728190846,0.03905876109996968
20.0,0.3536110489523478,0.2004885507150449,0.0390837385353097
20.0,0.3555495101832041,0.20566529559844132,0.03907526576600478
20.0,0.36043703860771686,0.20661191735057519,0.03906303756394728
20.0,0.353231994739157,0.20722678678761214,0.0391046038319048
20.0,0.3736352132936125,0.18859246782848743,0.039005239169364624
20.0,0.3704686833875957,0.20514047788343506,0.03895446668045464
20.0,0.3563839468046741,0.20646583076595842,0.03912379782064729
21.0,0.35740892954341963,0.2069937281818448,0.039039374730467126
20.0,0.36396833279789936,0.20654384014701807,0.039029739660737243
20.0,0.35591057419935135,0.20742917659966395,0.03909438360402979
20.0,0.3595730732711923,0.2036754873510536,0.0390279962100997
20.0,0.3581155536568602,0.20682469155129388,0.039103032722364796
19.0,0.3312498288681877,0.19580821266032053,0.038978269791571984
20.0,0.35234497536089565,0.2059017464821424,0.039082736552184756
20.0,0.3554295275513211,0.20135780495119354,0.03900843349156712
20.0,0.3566753327611747,0.20259597454701628,0.03903197207913966
20.0,0.3531690911453798,0.20758429546533513,0.03911653143902481
20.0,0.3502603123047061,0.20640406270889336,0.039071025373419735
20.0,0.35496863058611433,0.19428346481625294,0.03896620992267959
20.0,0.35872158007465216,0.20499005452309632,0.039050801346024754
20.0,0.36192084175574746,0.20574684113352923,0.03904545877200226
20.0,0.3517360958813119,0.20724265180477563,0.039088447855997265
20.0,0.3567534373970016,0.20641755210552523,0.039102792246414775
21.0,0.3543000824054527,0.20215743131997418,0.0391101468025522
20.0,0.3388373699548419,0.2078402825444532,0.0390758308844872
20.0,0.36040626921657426,0.20688687937365471,0.03906016788427727
20.0,0.3525069572186112,0.20467600991579335,0.03905408785067475
20.0,0.3558952494848686,0.2060632185761894,0.039109265057402316
19.0,0.3503975265731908,0.20556070195684284,0.038909148987677014
20.0,0.35842103973407824,0.20738157430426948,0.039083285638937273
20.0,0.35429204477176857,0.20658184772405416,0.039137011974099814
20.0,0.3550912810219225,0.20649255104429054,0.03913659915705232
20.0,0.3540223757023605,0.19957498745807253,0.03902185605750966
20.0,0.3347562274980799,0.20525884505640382,0.039082568219019696
20.0,0.3489045281241399,0.2063507986750261,0.03906411569778973
20.0,0.39120726085500634,0.2041893875577598,0.03884430063982697
21.0,0.35491055773072,0.20578495180549064,0.03897780086346958
20.0,0.35231087503866787,0.20051755543951236,0.03904589964457717
20.0,0.3644887525566203,0.20636045079222837,0.039029190573984726
18.0,0.35727130215083774,0.20697091323814465,0.038804141156176856
20.0,0.3596605812726288,0.18343870565644846,0.03910176220776222
20.0,0.3537581194344579,0.2055856598264606,0.03908153417243479
20.0,0.3505298228074209,0.20712410148982194,0.03910824704254728
20.0,0.4238707435062948,0.2064163429776611,0.03879831362232188
20.0,0.3550684035763621,0.20797548286842363,0.0390928766214098
17.0,0.37850605992222325,0.20483956299906234,0.03874155328225672
19.0,0.35742706265494795,0.19702611330587902,0.038873053547581915
20.0,0.35288583090849884,0.2061364090195515,0.03909643967340227
20.0,0.35576478769463205,0.2016620305971812,0.03901454558862962
20.0,0.36177578995561066,0.20739517301714355,0.03905347864493478
20.0,0.358648536314941,0.1990340232377653,0.03899359211751962
20.0,0.3513913304865395,0.20690269158979105,0.03905579122198724
20.0,0.34817765647007654,0.20575855031386245,0.03903579564674472
20.0,0.3542577851568955,0.20534985797639713,0.03908332972619479
20.0,0.35662450121596384,0.2065612578622556,0.03911414671918728
21.0,0.3523302769133706,0.20781946317034455,0.03901451753310209
20.0,0.35021468767611125,0.20611062293953306,0.03907571064651224
16.0,0.354835864933193,0.19175358721418234,0.038873795015094394
20.0,0.35949831000714805,0.2043980525859658,0.03902414859489972
20.0,0.3577346827676656,0.18904833171693547,0.03896696341398959
20.0,0.33539363473017436,0.2070088959670608,0.039080648419352215
20.0,0.3530328774417779,0.20517316863295187,0.03907494513140481
19.0,0.36735223283484497,0.20736992651158304,0.038918944374707096
20.0,0.35604073574753287,0.20652921128626633,0.03912918848985979
20.0,0.3546830909589537,0.20624400918300026,0.03912676769862981
20.0,0.361033762075261,0.20587217688554063,0.03908259627454729
20.0,0.3558438966389811,0.2063960047166074,0.03913992173309482
20.0,0.35704949067080843,0.20354414614661304,0.0390533303514322
20.0,0.3329448124778034,0.19471356585447952,0.03901935109969713
20.0,0.36504536479878774,0.20640555490110624,0.03901915871893723
20.0,0.35584626356320376,0.20494276621553617,0.03907746211301476
20.0,0.35887697370284166,0.206635270510021,0.039092652177189775
20.0,0.3520982858343365,0.2056427031843535,0.039079025206689766
20.0,0.35503088089163015,0.20795917863609764,0.0390925159074848
20.0,0.3618881626916196,0.20664137809794464,0.03904594373183476
20.0,0.33623309388454964,0.20321873344717528,0.03898007336119708
21.0,0.3386119766276071,0.20011206050126715,0.03904006008692466
20.0,0.35038472467394105,0.2023374051111723,0.039039635246079715
20.0,0.35765563370325487,0.20536260318607438,0.039067855098812276
20.0,0.35437678746082857,0.20603483774858633,0.03912175778300482
19.0,0.34817196832773534,0.20457626408684595,0.038933914002594536
20.0,0.3537997194111074,0.20603915484062474,0.0391079264079473
20.0,0.35232238498548135,0.207448716023116,0.039106908393092304
20.0,0.35512728669146904,0.19787709812768114,0.038997720287994614
20.0,0.34128553935106687,0.19966264871495615,0.03906117788326719
21.0,0.34948877999527556,0.18606967825776347,0.03912966944175971
22.0,0.3505594406651614,0.19267447530174694,0.03898389292086957
21.0,0.3439447781065733,0.20284541251149987,0.03903173961905462
21.0,0.3490296460307733,0.190131315419745,0.039139204313177155
21.0,0.34555243688230314,0.19577102817498668,0.03907955425377966
21.0,0.34749599553706517,0.18524213678600684,0.039119188698272224
21.0,0.34865945637053747,0.18668860262070008,0.03911104057149966
21.0,0.346487665991132,0.19935441935796633,0.039093650152382226
22.0,0.34957685303873753,0.18863167722738922,0.03901655356281206
21.0,0.3513412872081981,0.19016932075295795,0.03920446547807476
21.0,0.3494121275607785,0.18742881693020252,0.039173167533182195
21.0,0.34362518246434376,0.18547714138618066,0.03913305614472223
21.0,0.35014485488663855,0.18589300174851475,0.03912898408530223
21.0,0.3432623131540599,0.1865819317240217,0.039121356989754684
21.0,0.3448584090910162,0.18607309356559346,0.039122034330347215
21.0,0.3465546113882607,0.19011544164450206,0.03911574989218715
21.0,0.3409161003000152,0.1849702354995513,0.039130891861172266
21.0,0.33704657524890763,0.1846349118231082,0.039098988718472186
21.0,0.3470343099267057,0.18606007331072386,0.03912355734469722
21.0,0.3411751010111111,0.18740805254043832,0.03909965403526716
21.0,0.34398028004962417,0.18514065763634946,0.039107084742122225
21.0,0.34284918515264157,0.18544372621496172,0.039126587341667254
21.0,0.3461136914860007,0.18730622972569885,0.039124835875164674
21.0,0.3388361188115679,0.1896774487213461,0.0391330320971272
21.0,0.34220239433952104,0.19000534303091313,0.03912522063668465
21.0,0.3362089913587402,0.19073134276562773,0.03911087223833466
21.0,0.33784714276743816,0.18614350919861317,0.03906269688968466
21.0,0.3392549409452038,0.18456338372113273,0.03912700015871469
21.0,0.3412603829131768,0.18727056939907452,0.03909340166056716
21.0,0.341007050045388,0.19174819259477993,0.03910318101586718
21.0,0.34851748148526496,0.1884893579760126,0.039148162042314666
21.0,0.3403155124972878,0.18942136055043998,0.03912506833524967
21.0,0.34489916392521275,0.1878852948624505,0.039129412934079684
21.0,0.34689719912151007,0.1877982002664265,0.0391469396229022
21.0,0.3485203383208693,0.18805119846302815,0.03919044973812221
21.0,0.34833833440587725,0.18818645794377278,0.0391830751423222
21.0,0.3473461479498625,0.18818148737128423,0.03915251465700969
21.0,0.3467082422938633,0.18862864762380752,0.0391372203865897
21.0,0.3479575082814099,0.18821902673636165,0.039158193897362185
21.0,0.3467379227710514,0.1893147864890599,0.03911162973757716
21.0,0.34813772139629906,0.18859692431128336,0.03914786545530968
21.0,0.3473194563161453,0.1883139020677582,0.03915637028807469
21.0,0.3475456192399959,0.1879779195386448,0.03916426992303221
21.0,0.3445798955620437,0.18801113018247592,0.03912736488057218
21.0,0.34760836125736666,0.1884371762530244,0.039142146135632175
21.0,0.34607772416285404,0.18828931023666473,0.0391516329118597
21.0,0.3476644056862274,0.18837107732687494,0.03916150444960718
21.0,0.3474466693566136,0.18821081527896047,0.0391618651635322
21.0,0.3472293303127841,0.18832663368262648,0.03915156477700719
21.0,0.3467616432894562,0.18847197905931795,0.039137949830304684
21.0,0.3469593852235303,0.18830216947390793,0.03915033033379719
21.0,0.3476820100326718,0.18837915854109685,0.039159821117957176
21.0,0.3473395343939206,0.18840955090293224,0.03914380541968718
21.0,0.3478319774705238,0.18814209011719074,0.03917463042854471
21.0,0.34765251649414014,0.18792791088139857,0.039177303719522216
21.0,0.34576069676527726,0.18803618219568496,0.0391469556546322
21.0,0.34529633966612305,0.18793833360082457,0.039129697497287196
21.0,0.34787214992355553,0.18816039908386892,0.0391695804335947
21.0,0.34731649494784256,0.18800947036443133,0.03916503143020721
21.0,0.3471294033986846,0.18820593808474068,0.0391603702047097
21.0,0.34535918203565713,0.18773957318340598,0.03911806246923967
21.0,0.3475054297486469,0.18817570007302747,0.0391622900043772
21.0,0.3478810573887601,0.18810960664950224,0.039168770831229695
21.0,0.3452088798178282,0.1879397278564269,0.039127060277702186
21.0,0.3478448737684422,0.18914162814418278,0.03912292008342968
21.0,0.34351886700685885,0.18754456869141092,0.03912566551719218
21.0,0.3479262002660698,0.18891236885475943,0.03912586591381717
21.0,0.3455790671085948,0.18813439297654863,0.039136306577979695
21.0,0.3481168700021251,0.18748776050158125,0.03917071868642471
21.0,0.3482329829489153,0.18709866237092176,0.03912780174521467
21.0,0.34372691271572553,0.1888990486611914,0.0391374127673497
21.0,0.3457752001651306,0.188309470303589,0.03915182930055221
21.0,0.3486231266180161,0.18710866937749418,0.039143588991332176
22.0,0.34577815799360473,0.1884986187559723,0.03897169678227201
21.0,0.34827183807227013,0.1874557741436599,0.039173536262972215
21.0,0.3447013721248091,0.18744802176202682,0.03912982575112718
21.0,0.3480679815143774,0.1869454043007276,0.03913416634202467
21.0,0.34360509269529865,0.18808906217111368,0.0391379017351147
21.0,0.34714352695095574,0.1891630332466925,0.03910093657366714
21.0,0.34874134619118735,0.18754992410154483,0.03919426528986222
22.0,0.343025716749187,0.18756048079231075,0.03899510711600455
21.0,0.34626173001209765,0.18684077153797926,0.03912731678538218
21.0,0.349215086112511,0.1876864320704193,0.03918657005946221
21.0,0.34938674523532076,0.187588100119699,0.03919795258776222
21.0,0.3497307297824067,0.18746955184514552,0.03919317112428972
21.0,0.34933516079603955,0.18747715205111054,0.039184938830934705
21.0,0.34921915485326704,0.1873841887163036,0.03917352824710719
21.0,0.3493369574350334,0.18689824737489494,0.03914352486441218
21.0,0.3493960615289962,0.18753186272500794,0.039200052744392234
21.0,0.34986447183629704,0.18743739024596326,0.03917149622532969
21.0,0.349719517362601,0.18733608510287225,0.03916174893348968
21.0,0.34968136487079365,0.18744061192390252,0.039178453996149706
21.0,0.3499067476453156,0.18737277835610247,0.039153179973804665
21.0,0.34980081110516853,0.1865943275331244,0.039131400868599696
21.0,0.35043932189320715,0.1872302001241191,0.03914855481969967
21.0,0.3505064178939022,0.18748906829419534,0.039170995233767214
21.0,0.34977924589108106,0.1867350163627418,0.039139015940349686
21.0,0.34949210057202196,0.18758339670343852,0.03919844155552723
21.0,0.34999200497894506,0.18761089798150837,0.039193311401927215
21.0,0.35007702360638443,0.18753623964033891,0.03918859005744222
21.0,0.3502654183022697,0.1865633351481407,0.03912975360834218
22.0,0.35011022728633984,0.18755997086865267,0.03903293799087205
21.0,0.3494966600598724,0.18749018379327886,0.039195343423704725
21.0,0.35069076569328544,0.18665303763974758,0.03913075158353467
21.0,0.3495809040600767,0.18737708197488476,0.03915943635643717
21.0,0.35085233946990646,0.1870830724553728,0.03913538475350466
21.0,0.3490917230977308,0.18749094555764462,0.039199940522282206
21.0,0.3493823763452893,0.18645929121467658,0.03914311204736468
