topK,alpha,result
31.0,0.2440757566386458,0.03862124478114038
31.0,0.2554153689686973,0.03863007023557526
31.0,0.24970894191372417,0.038652389913858255
32.0,0.12953755190645805,0.038209724962674295
30.0,0.2411057814601259,0.038584666753081316
31.0,0.25662698643029064,0.03859922915296485
32.0,0.23290647286323807,0.03857555325117629
30.0,0.2491226915302663,0.038465451106342745
31.0,0.26056525309822026,0.03858395463572442
31.0,0.2496080555444718,0.03865182982155504
31.0,0.2509192115951815,0.03866318769333231
31.0,0.2419348396039557,0.03863084236282185
32.0,0.2526313830449706,0.038609578858596394
30.0,0.2435277304736007,0.038551673315762834
31.0,0.2553356585007396,0.038638359601662786
31.0,0.27010152279581506,0.038531517994165924
32.0,0.257463994583771,0.038605670214451854
30.0,0.2644190618117426,0.03847387649484677
29.0,0.2531617899542852,0.03837251579060269
31.0,0.24808254446195396,0.03864694501653915
31.0,0.2491739695555673,0.038636155238383735
32.0,0.2503580986900618,0.038586779101196365
55.0,0.25832070471350393,0.03781583204912207
31.0,0.24869480693612134,0.038632834691157546
31.0,0.25441630353316735,0.03864448461106434
32.0,0.2352431756163371,0.038619140434344085
30.0,0.26156693474920484,0.038449664504710795
31.0,0.24869353390237356,0.038632834691157546
32.0,0.2539246381864528,0.03860998292518657
31.0,0.2748093045727482,0.03849716833334182
30.0,0.23924532608698837,0.038574653102831764
31.0,0.3904811066931157,0.03825045567509576
33.0,0.24507712826739006,0.038480837642043915
30.0,0.26422810525873935,0.03847123205904376
31.0,0.2540215362144146,0.038641252078342944
32.0,0.2597511229758163,0.03859274408422558
29.0,0.2533868303164512,0.038362738179252336
31.0,0.26987646112492114,0.038529693693521175
32.0,0.19702745110346143,0.038475184710440716
30.0,0.2308875231874939,0.0385469685404159
32.0,0.2403677301209538,0.03863063432853783
33.0,0.25698288699220884,0.03847846525107395
30.0,0.24680787343823996,0.038524980916855495
31.0,0.22563663471067638,0.03854617640987277
31.0,0.23836235553560536,0.03858507482033081
31.0,0.25142820580902236,0.038677478048382806
32.0,0.28538706834809296,0.03852537298146794
30.0,0.2605135349579628,0.03843933080171653
31.0,0.2681412075822776,0.038525517005202924
30.0,0.25319186247233594,0.03847422455220663
31.0,0.24500324715561478,0.0386273617892233
43.0,0.25463583683259033,0.0382286200765891
32.0,0.23637647697763525,0.03862676169032708
31.0,0.26416223726866694,0.03854072751189439
32.0,0.3106210999677717,0.0384709360102551
33.0,0.2463876179254216,0.03848193382269448
30.0,0.23157944193723268,0.03852840548122375
29.0,0.2742546574403134,0.03844351149069416
32.0,0.2511689210499532,0.038592868104664134
31.0,0.23975197676394572,0.03857580529271267
30.0,0.25922477014944756,0.03844653998979073
31.0,0.24562438527854458,0.03862091272641775
33.0,0.2539177861624928,0.03846473898898592
32.0,0.2181787695858431,0.03855144927884156
31.0,0.26347158719034997,0.038551085218844504
31.0,0.2434837083568684,0.03861728012776552
29.0,0.25079885210662284,0.038371863683135395
30.0,0.23280223140914102,0.03851407912023944
32.0,0.2786705915624368,0.038527489330242234
30.0,0.29266130452376937,0.038421311832190386
40.0,0.2570266478273625,0.03843826262568126
31.0,0.23751529265987356,0.038593776254327125
50.0,0.2666943963398276,0.03808125579095478
32.0,0.16455670943654072,0.03847208419947652
31.0,0.24649303776912598,0.038634098899499085
33.0,0.35625024074988787,0.038399584251485146
32.0,0.2583988528654741,0.03860612628961301
30.0,0.22585480282404397,0.03849483594896479
31.0,0.24157920485710382,0.03863139445380644
30.0,0.25048389833591456,0.03848153775742283
31.0,0.2526235412803242,0.03867418150511247
29.0,0.10762463310256692,0.038072798397176304
31.0,0.2700830424435712,0.038535718686440006
30.0,0.25972557827856696,0.03844658399704312
31.0,0.2522268175130647,0.03866720435527818
31.0,0.33601404443203065,0.03839509151108152
31.0,0.25326604120913354,0.038674413543352375
30.0,0.2639738046821801,0.038467271406328184
45.0,0.2549200124205878,0.038059644229369444
32.0,0.27251223337273117,0.03852013211777363
31.0,0.25522383471703053,0.03863911572627212
30.0,0.26549865430171093,0.03852112428128198
31.0,0.18001074097311037,0.03832928466611339
29.0,0.23922072884906656,0.03839373128691653
32.0,0.2504553147603894,0.03858269442804222
32.0,0.26039916194453894,0.038591471874565436
31.0,0.2442346640203086,0.03863495103993183
37.0,0.255929926373613,0.03841387860719498
30.0,0.2831360685634239,0.0384666793087505
33.0,0.23534810868266537,0.038548568804139434
31.0,0.2486928185139512,0.038632834691157546
32.0,0.2542397536386031,0.03860964686980464
26.0,0.24274283069176078,0.0383456433620265
31.0,0.2654867337326754,0.038528313466059644
30.0,0.4497442392718838,0.0380875208234321
32.0,0.2963623406659454,0.03840656540197885
31.0,0.22999914229593718,0.038510730568398106
29.0,0.2593086125821523,0.038383789648534485
30.0,0.24843676375624746,0.03846444694085627
38.0,0.20417993318898725,0.03843212161364247
34.0,0.2767827063258306,0.03839315519197622
33.0,0.23833365154918737,0.038524096771148396
31.0,0.2521471112257687,0.03867431752752896
32.0,0.22181375374992746,0.038571092516047054
30.0,0.2439179297337199,0.03854958097094441
31.0,0.25006654682271295,0.03865424621977748
32.0,0.2336279822635263,0.03858135820783316
25.0,0.12306767603236152,0.038179968058736476
31.0,0.24810574357675375,0.03864592884907475
30.0,0.2416043687730168,0.038580041990920515
31.0,0.24719065928865996,0.03863588719421005
30.0,0.19375899500826763,0.038391494918362995
31.0,0.21118613161426378,0.03848398216026044
32.0,0.22998623391401105,0.038597180815398854
31.0,0.23879462858707817,0.038576177354028365
32.0,0.16946907706603784,0.038466115215787994
28.0,0.24939854981490753,0.03844104708455994
33.0,0.2620293601508447,0.03850118499528784
29.0,0.390521997538477,0.03823351288292363
31.0,0.2685923969955225,0.038533774366015995
30.0,0.24824173638036062,0.03847372847045234
32.0,0.24018461835915766,0.03862892204635372
31.0,0.2524891731783787,0.03867370142599543
30.0,0.2591441470451636,0.03844686004253543
29.0,0.25142392685178505,0.03836943528293504
31.0,0.2884295501569913,0.03843750250041257
30.0,0.3266427229045551,0.038402020653004076
31.0,0.2592280059690701,0.038604301988968234
30.0,0.2672866101608265,0.03848875094615638
31.0,0.4393970543611984,0.03818466883342425
32.0,0.2522768091490305,0.03861072704781798
31.0,0.2349881650226267,0.03857556925381342
29.0,0.24514762057769426,0.038398564083361335
31.0,0.25361956608294695,0.038676969964650594
30.0,0.22669818291010296,0.0385393912916853
31.0,0.27228515085309307,0.038498328524541325
41.0,0.2610469325707847,0.03837967297010601
32.0,0.24462287249149772,0.038633018721485786
30.0,0.2517959499941305,0.038478401240524866
31.0,0.30753080879544303,0.03841274642061065
31.0,0.15628878705129656,0.038268534654511514
33.0,0.18992792658917806,0.03841567890388381
32.0,0.2389223086325997,0.03862516942792223
29.0,0.14319512109812027,0.03823602129631007
30.0,0.26311247439638324,0.03847494867154149
32.0,0.24828737771124035,0.038609990926505175
31.0,0.25617492574861317,0.03862780986306587
30.0,0.2342375962737397,0.038523628694009215
31.0,0.24364450466710288,0.03861861234731529
36.0,0.2212953591580064,0.03836111391157311
32.0,0.10727729539150094,0.03815830048792087
30.0,0.25304061832376656,0.03847499267879389
31.0,0.18330365142223715,0.03830584080256467
33.0,0.26840541062069007,0.03848048958468419
31.0,0.25903420140312633,0.03860245368436763
32.0,0.24223104125956949,0.03863119842150034
30.0,0.27756052057272634,0.03843533414306724
31.0,0.24936336976706677,0.038635035053777314
47.0,0.23458072494038051,0.037971185651395734
32.0,0.26172755911228957,0.038586679084713686
30.0,0.25278418237534506,0.038469323744553516
31.0,0.31426892402869977,0.03840468509210372
28.0,0.24560514505186948,0.03844107508917509
31.0,0.2284286625473965,0.03853683887104638
32.0,0.2406564260681922,0.03863904371440462
30.0,0.2578684701915697,0.038454641324890744
31.0,0.2678476203962934,0.038528701530012616
29.0,0.21323026222458705,0.03842632465830413
32.0,0.4187701934071655,0.03824708311929854
31.0,0.2493653984915075,0.038635035053777314
32.0,0.37099284706867397,0.03833638983704572
53.0,0.2550321677491977,0.03801548095126116
30.0,0.23694169815629945,0.0385629111677609
33.0,0.20140831990654562,0.03847984547853529
31.0,0.27441669784657713,0.038491555408331775
30.0,0.24593425693747403,0.038520712213373165
31.0,0.2631872485978373,0.038570664445501064
32.0,0.25433335576513455,0.03861107110451853
29.0,0.23959021649064668,0.03840112850597823
31.0,0.2277247146739767,0.0385427198402301
30.0,0.34088628270107063,0.038320919287499054
31.0,0.24951227840276968,0.038650701635629996
32.0,0.2639152537003044,0.038566391741359514
30.0,0.30717205256489516,0.03842737283104302
33.0,0.25681293535670885,0.03848302600268581
31.0,0.24536808984750832,0.0386238892169434
32.0,0.23562670779519965,0.03861830829720789
29.0,0.25080872647166574,0.038371863683135395
30.0,0.2706193892238574,0.038467183391823465
31.0,0.2610869416278386,0.03857954990982557
42.0,0.28277252532570724,0.038288065873256456
30.0,0.24403811494882277,0.03854924491556248
33.0,0.3003256142017004,0.0384670233654512
32.0,0.25209015470514917,0.03860768654674341
31.0,0.2339107515148824,0.03856475547170215
31.0,0.24105594100515096,0.038613711539662185
32.0,0.25861789310395483,0.038616275962279074
30.0,0.13484099798640015,0.0381982910783702
32.0,0.24998998205573122,0.038595320508820335
31.0,0.16194440835394502,0.038320751259808085
30.0,0.1193240015533599,0.03805188295031064
34.0,0.267557804079888,0.03838084116262416
31.0,0.11201884211538099,0.03809438595480575
32.0,0.17082219729851883,0.03848390214707426
31.0,0.254910059004801,0.038641108054607826
29.0,0.2432629692329091,0.038408101655153175
50.0,0.2249580922837621,0.037925902188681124
32.0,0.2484447558100234,0.03860411395798075
31.0,0.2178334123939043,0.038475924832412786
30.0,0.25906316053100503,0.038438962741060144
31.0,0.23776472684494346,0.038591459872587414
33.0,0.27760960295866466,0.03852506493070122
30.0,0.2650793819117131,0.03851096660729731
32.0,0.23135436288705138,0.038595376518050666
31.0,0.18442825929779008,0.038331445022140045
30.0,0.2536815320860581,0.038468915677304046
31.0,0.14709847462112374,0.03835471285667921
32.0,0.24313296506079277,0.0386505536112356
33.0,0.24224283560555113,0.03849873259113152
32.0,0.2361120836062155,0.03862292505805008
32.0,0.24711606224499652,0.03859877707846301
32.0,0.2590683695516722,0.038611683205392745
34.0,0.20525522750552144,0.03849001515449794
32.0,0.23109237894597376,0.03858837536426052
30.0,0.25392396958007285,0.03847951342381267
31.0,0.24138454007239202,0.03863621524827337
33.0,0.3267704758019024,0.038378616796048565
31.0,0.103094874644442,0.03809714240906939
29.0,0.27278931391560457,0.038438770709413386
31.0,0.2973217123297862,0.038464778995579
33.0,0.26345272702406536,0.038503801426475685
30.0,0.24898720749994704,0.03846605120523904
32.0,0.39716697771426823,0.0382848653458095
31.0,0.24189220871360512,0.03863084236282185
32.0,0.2548698518185829,0.03860569421840769
30.0,0.24838213881379886,0.038467667471599735
28.0,0.4174338100275689,0.03823632534641763
31.0,0.2652555917707365,0.03853066585373314
31.0,0.2242507520302145,0.038553317586738724
32.0,0.23732270823881638,0.03862871401206971
29.0,0.2591491622690418,0.03837642443474725
30.0,0.25135413616996916,0.038466651304135326
31.0,0.12539735215434736,0.038174899223392435
33.0,0.35088458095774483,0.03836269017134077
31.0,0.2446837942457477,0.038628065905261626
32.0,0.23060889676161886,0.038587215173061
30.0,0.19477757954902414,0.03839289914978034
32.0,0.2143933604071809,0.038516107454508924
30.0,0.2566573041139125,0.0384751887111
31.0,0.2695078587609178,0.038533454313271306
31.0,0.28925735329514807,0.03843573420899815
30.0,0.37813746749447286,0.03822779194011222
32.0,0.2810001969138033,0.03852034415271697
29.0,0.2386938336861291,0.03839506350646631
30.0,0.25012054998446553,0.038466827333144916
37.0,0.3033871911362948,0.0384960121428016
34.0,0.26018799259492886,0.03845028860756301
26.0,0.4372857936497912,0.038144678242974864
31.0,0.24399023913324985,0.038622196938055846
32.0,0.2537567805309509,0.038598469027696265
33.0,0.31689782626456875,0.03842499243875451
31.0,0.23506934540556595,0.03857319286218407
40.0,0.24649054414655744,0.03835682120413497
31.0,0.1334138249755595,0.03830055593161796
27.0,0.2665213900592748,0.038552393434438496
32.0,0.25533699543819116,0.03860832665223278
30.0,0.2415842023480469,0.038581050157066296
31.0,0.22805524234591157,0.03853844713608846
