best -> topk = 48,alpha = 0.30190506275582196,normalize_similarity = True, accuracy = 0.03896218506271113
topK,alpha,normalize_similarity,result
84,0.4159976962188824,True,0.037724080197799374
119,0.19809997800258056,True,0.036836928949281526
53,0.15230417867513635,True,0.03848245272029816
25,0.13830663427960677,True,0.038125883460969304
7,0.07431321682320469,True,0.028400360042935714
53,0.24240816794897257,True,0.038749552754152504
73,0.2464951716171081,True,0.03800194622139474
102,0.3412967854812446,True,0.03723766524029362
38,0.29609423160405735,True,0.03847459082018908
65,0.47076950836179676,True,0.03801650277011682
26,0.39110663198907764,True,0.03838094997424872
5,0.21001774152551156,True,0.026144287527336083
46,0.126359648276768,True,0.03846128976878037
89,0.1789486215839559,True,0.03737816862652642
52,0.2630351917625138,True,0.03871800888555207
115,0.2500670854515881,True,0.037021691624188696
65,0.08771636412788672,True,0.03812448757258267
599,0.27700261724482045,False,0.017712901057184944
29,0.35929803140550803,True,0.03857557211368037
141,0.030408500432865027,True,0.036041059976671286
86,0.20418612042507442,True,0.0374367919275939
41,0.32766909825428414,True,0.038664957104510775
52,0.304444570799027,True,0.03866880783109477
770,0.3074154770238815,True,0.02788719456919211
37,0.33876598963464444,True,0.03853359518274145
19,0.40672238393316207,True,0.03732924835421593
68,0.2669707667659354,True,0.03820842137859262
104,0.24014678492222577,True,0.03725708734250161
46,0.3045092538418028,True,0.0388884677156692
82,0.44488015619965493,True,0.037779265923155954
48,0.3095307617401214,True,0.03889475723575637
915,0.38725615832255944,True,0.027411240752239496
50,0.3124862872392416,True,0.03878770703672187
58,0.3045126625799583,True,0.0383870148686185
5,0.343279142594739,True,0.026171021998880033
45,0.48346011587398713,True,0.038298464201881266
317,0.30421930587110474,True,0.03274107152885108
98,0.38207687549183444,True,0.03739263692943098
75,0.261947326975584,True,0.03787868285897238
22,0.337675648657084,True,0.038009455138233575
57,0.5804357097141949,False,0.027706932430979846
126,0.20935055880835227,True,0.0365731301112382
43,0.23036635474590256,True,0.038724839914065015
41,0.2336479442719212,True,0.03863139962680081
77,0.2842591243114494,True,0.037777753710737036
36,0.41835509697217477,True,0.0384509890751683
21,0.318708635212976,True,0.03785869518129748
62,0.23783989226398472,True,0.0383037910403223
5,0.353084237612578,True,0.026132362308446372
103,0.187204420997806,True,0.0370764722210193
53,0.2569519904650897,True,0.038714354706470826
86,0.2714043267632358,True,0.03745057833099921
56,0.2919233500742809,True,0.03850665213017424
40,0.1924921732935707,True,0.03852258852258899
511,0.36488226213913605,True,0.030303509455940673
22,0.23085901933468456,True,0.037934891433577915
67,0.31133454033583197,True,0.03820242467417277
46,0.8056536581763771,True,0.036143028018849645
73,0.26654819787340317,True,0.03800805924984679
23,0.17668027142113163,True,0.03791384480609224
93,0.22714589392392673,True,0.03744783869948172
52,1.147711094171385,True,0.030292911935487686
41,0.23637424820420544,True,0.03858214241591414
32,0.32118269560321094,True,0.03870435083969959
5,0.32430658736673423,True,0.026000932196727156
28,0.38255220138328616,True,0.03858694780179719
61,0.41957454793893745,True,0.038228380978052895
80,0.2748594079180117,True,0.03772825181826531
115,0.34058343130625546,False,0.022321458655230022
34,0.2926525928299639,True,0.03858204614774969
56,0.51393407859852,True,0.03793321075187078
91,0.19366004847434132,True,0.037317640018034635
42,0.24461902306973732,True,0.03873266972478574
25,0.2526393498683847,True,0.03856695210177516
46,0.6479176735777781,True,0.037405933969666266
66,0.37006412914771075,True,0.038089766854550476
20,0.31399364471930347,True,0.03776827129652396
5,0.15381343506138928,True,0.026080205019101108
371,0.2274771287489944,True,0.03169165226655394
79,0.2854748437172898,True,0.03780744842834231
43,0.45568988841839897,True,0.03840217710454289
63,0.10369334811992995,True,0.03827290500418011
39,0.21188697026158496,True,0.038529182891863994
42,0.24170018584197236,True,0.038716608985991795
26,0.26985787542444856,True,0.03861939819561409
54,0.32091799030898377,True,0.03859364245041036
74,0.17913983975644268,True,0.03784568694555593
36,1.3397188373385993,True,0.025369316768791155
96,0.25519419064993154,True,0.037306645391402646
55,0.7050153831314813,True,0.03683052711633569
19,0.3659213879459893,True,0.03742989270913094
78,0.2139322899109508,True,0.03776860422392657
38,0.24422149381719752,True,0.038587052092308706
54,0.3019203040897984,True,0.03866820214389253
58,0.3036376758723234,True,0.03838244213080002
21,0.33818781318463365,True,0.03786411828790322
47,0.26517336225103144,True,0.0388329971969924
77,0.27837674632073467,True,0.03777233461530478
43,0.17966712111208638,True,0.03860202179190391
104,0.21676792619603083,False,0.021157051081492653
26,0.14878113567419107,True,0.038238067962115624
62,0.2644175933006063,True,0.03824761054393164
48,0.2989880274672061,True,0.03894785715087996
416,0.3111404860599507,True,0.031185422111834962
54,0.25028835480059536,True,0.038703753174844376
50,0.24816231471854694,True,0.03873495208252157
5,0.20180065472008546,True,0.02617776077040197
69,0.2467375256564238,True,0.03810664186157002
89,0.2728850643527973,True,0.03745154502381868
53,0.11663956696378999,True,0.038394888802248055
29,0.1890925785497325,True,0.03855369517327506
59,0.2405482200632612,True,0.03844788041568644
42,0.28860577430871354,True,0.03863436789520926
44,0.3453771692178535,True,0.0385732255771682
78,0.22787106881401703,True,0.03778281982289908
23,0.3013831047238474,True,0.03809345312301984
59,0.2618719898590869,True,0.03840033196472139
32,0.1619937188252298,True,0.038617047647928456
71,0.3805410967404129,True,0.03810075747000886
45,0.3357262485020238,True,0.038787711047895454
92,0.2078244960307103,True,0.03738875010228541
17,0.29203300837823887,True,0.03686748205802118
47,0.3399652157749172,True,0.03869979414657516
49,0.33327572805555533,True,0.03872950490887457
45,0.4156796287039458,True,0.03855500682701777
66,0.3366866388092419,True,0.03809101031834322
27,0.5497933335854005,True,0.037954991424111434
5,0.24948185665077272,True,0.02627774328168544
263,0.3805512096511995,True,0.03410877741035462
44,0.22542063455269903,True,0.038729107802695596
42,0.9727859518841818,True,0.03351241618652947
82,0.6118919278296338,True,0.03715849670843138
52,0.21809621066876766,True,0.03862917342549455
38,0.2607827282882632,True,0.03853460198729618
64,0.3355288540125857,True,0.03813371327168999
22,0.19150945563421307,True,0.03778841540996636
54,0.27848559056367317,True,0.038668133953942536
36,0.22904387748213959,True,0.03863006390601701
69,0.8686746737983009,False,0.029902853388398883
21,0.32043518714019853,True,0.037840183615479736
49,0.1638330180342288,True,0.038542034691838055
81,0.26290888832755244,True,0.03755127081999662
659,0.2994489669887107,True,0.028560137117955887
5,0.3524609221037933,True,0.026122141838304733
35,0.2226717317131532,True,0.03866080152873888
65,0.14759038349346867,True,0.03822221981551858
98,0.395950626462591,True,0.03739220372269027
47,0.1950003632933916,True,0.038636481783657015
24,0.6728602659095946,True,0.03677919612873655
74,0.25259607095033265,True,0.037928654058746486
50,0.3044368613200257,True,0.03876505995099985
36,0.45732348434910075,True,0.038337504953799735
60,0.26977682300479044,True,0.038280409909845305
89,0.33791818715570576,True,0.03751138371046411
18,0.11479625256633233,True,0.036575039429836156
115,0.22137946152397003,True,0.03700316401367681
50,1.9119932940974464,True,0.014384389154428504
32,0.29592533832528256,True,0.03870568656048338
5,0.3697579876951139,False,0.027797308181670956
477,0.3013661224767216,True,0.03033064504483717
32,0.4175267548977468,True,0.03856214270471879
71,0.2845512561219628,True,0.03806544710946852
29,0.33413331020157566,True,0.038633208666060646
55,0.2467461818476993,True,0.038665342177169215
84,0.7890953005579937,True,0.03603354704865914
38,0.006766451313889643,True,0.03822767501151246
63,0.30797406663770655,True,0.038207803657869785
19,0.5730699521515914,True,0.036561140713572096
99,0.4963422737631542,True,0.03719221062190876
45,1.6272677797031563,True,0.019512325534007564
78,0.18109647507215676,True,0.03768808392658632
24,0.3656388141865328,True,0.03833040918783405
56,0.26971416692034056,True,0.03858265584612547
38,0.22324588829294725,True,0.038593514092857495
872,0.32330169006907045,True,0.02732658894616852
596,1.0499051336217533,True,0.03017495134446533
65,0.24865364952249283,True,0.038192019690049005
5,0.08857941647465808,True,0.025529105877331867
42,0.28662268965833904,False,0.0241150228075327
79,0.14120266933011613,True,0.03757943326931538
109,0.3830519235426821,True,0.03712174232542192
21,0.17538402734392697,True,0.037554628172236995
55,0.42838438235551834,True,0.03824523592920482
32,0.23349222555812577,True,0.03859102716527201
65,0.3483312549721778,True,0.03810380997306132
94,0.29495317182817293,True,0.037397983823739725
47,0.19218504374475476,True,0.038648896365716806
21,0.06279585769832055,True,0.036846343173544634
749,0.26572567525759794,True,0.027775242716110156
73,0.640193017954362,True,0.03710377226803024
5,0.3134625567891342,True,0.025993290911162096
40,0.22144335998321002,True,0.038661856467375987
55,0.34441440451638555,True,0.03850367985059231
87,0.5949864806428808,True,0.037192122376091166
29,0.7625505134657521,True,0.03609740493117662
70,0.27636652376272736,True,0.038223274754155524
48,0.39755591482448716,True,0.03852735780791023
21,0.24536609812855364,False,0.024847675685389144
58,0.8916294115288464,True,0.03497871270210328
39,0.1353902077886906,True,0.03852421304786656
108,0.5127641790975123,True,0.0370618755605618
75,0.19834725036714973,True,0.03781709931184348
6,0.31546293662219965,True,0.027921514169871695
30,0.2674859993692692,True,0.038724310439159734
26,0.24415782081969814,True,0.03855848050329039
33,0.1723795464416481,True,0.038557858771394025
322,0.28189434797217905,True,0.032488271328613295
88,0.22084972695480493,True,0.037424485647219306
60,0.26794690444439184,True,0.03827813958563018
21,0.4593252063336446,True,0.03759404597446686
46,0.1989451630994833,True,0.03867407049075948
71,0.5470226208282416,True,0.03762327539594339
20,0.14409970798498728,True,0.03724320065975823
43,0.30419996604617144,True,0.03871452317575884
38,0.37314277128875317,True,0.03858720451690268
9,0.7071334028372802,True,0.0297220296858931
86,0.30601613001353656,False,0.022613038881107217
59,0.3265239657728885,True,0.03835002783754473
121,1.1498763275693253,True,0.030757269449779533
37,0.27997298197378745,True,0.03859226661789122
71,0.22842472033519934,True,0.03804708395707129
5,0.34682436815269146,True,0.02614678247726863
33,0.4085573661213221,True,0.038543330300886636
53,0.2939554912112214,True,0.03865131911452589
457,0.18380429574920856,True,0.030370636444881145
95,1.3480419963671766,True,0.02638424394994705
25,0.2451315312300393,True,0.038582984762354444
51,0.37294601732772237,True,0.03846351597008678
958,0.31203180321115687,True,0.0268962381610214
543,0.2691430648565407,True,0.029504319231651917
73,0.08559327416737306,True,0.037848009415026924
38,0.04154148319444517,True,0.03833711185879424
5,0.20539571333772555,True,0.026161399193593615
63,0.3487777974611801,True,0.03817166699558328
24,0.9636325058892693,True,0.03231948114668258
44,0.1397892778335054,True,0.03866452790894367
292,0.2517905722595941,False,0.01881512741893823
89,0.8559526465217293,True,0.035264131765446224
231,0.43272305668280664,True,0.03475614070554971
61,0.30855128901771867,True,0.038249303259159116
28,0.2148695917492351,True,0.038667608490210725
109,0.2829234363139606,True,0.03712347515238479
48,0.6332333866562198,True,0.03741611833924619
80,0.1697922470627321,True,0.037638469721255945
21,0.3672355246825353,True,0.037727995103159793
43,0.24709999524196188,True,0.0388240402465111
63,0.22758092982494563,True,0.0383200322819249
48,0.11100689776271427,True,0.03847508820570623
79,0.16931783294939876,True,0.03762905950816633
40,0.2573437201525228,True,0.03865834669054158
94,0.20403681771200333,True,0.03737477116255091
134,0.286961123634057,True,0.0364989234010262
62,0.4979559346134834,True,0.03800380740591035
23,0.24464558246221982,True,0.03821463869755637
70,1.993104519778601,True,0.013505934130112772
42,0.32152880802195716,True,0.03863610874451919
22,0.1881801563860624,False,0.023903317080058196
49,1.0468338875503158,True,0.03230043609478587
101,0.2713594889432641,True,0.03727239398067282
74,0.6098846600833274,True,0.037223730423467966
5,0.7511349455064433,True,0.023545464245201413
38,0.2267785321645278,True,0.03857972367827863
56,0.3336606559299745,True,0.03839115841086977
83,0.12867525152185444,True,0.03752493746580511
22,0.2876087363734149,True,0.03808227799357937
56,0.4720605266994988,True,0.038172537420238226
38,0.4034914893809216,True,0.03850632722511874
69,0.23736974791256155,True,0.03819546528810699
6,0.1727266261011225,True,0.027593303907364433
34,0.9971432015286782,True,0.03268866955792087
55,0.6752700266188673,True,0.03707173502508627
692,0.36308247426080725,True,0.028643750030083886
101,0.5415570318989555,True,0.037120687386784985
24,0.8979292809676137,True,0.03358589687433347
80,0.3030491469020255,False,0.022875293417343425
385,0.02786959049321136,True,0.03143502139559979
46,0.20981300931128813,True,0.038730648093329184
65,0.08759469993964375,True,0.038126176276636684
128,0.2040077760632737,True,0.036523728498104674
52,0.17383058283636463,True,0.03858709621521761
92,0.24708889451245628,True,0.03741981263006274
44,0.21717968083978198,True,0.038716476617265426
40,0.1472799005449998,True,0.03858787839405492
70,0.854527690989505,True,0.035487020644708246
19,0.21821592901594056,True,0.03738205545367216
5,0.19796119651991528,True,0.026135117984657983
42,0.14851100357855004,True,0.03859746108760612
72,0.2659024217045426,True,0.038033076939122015
52,0.7517254939448399,True,0.03661324585766142
30,0.6812810346114435,True,0.03724642163209874
105,0.22486693842035727,True,0.03716108792652848
84,0.10907086630645646,True,0.037531551890947784
53,0.3420038521967879,True,0.03856126826889031
25,0.9576560918256398,True,0.03266000170073794
40,0.9259092100322122,False,0.020494621818537725
826,1.234109735296725,True,0.026796103225144006
65,0.2661755649279024,True,0.038206066819733486
20,0.44114358840131696,True,0.037438392385830396
82,0.8175493319773975,True,0.035653576602985654
44,0.19873350975864745,True,0.038646401415784175
5,0.30504333768077113,True,0.02608947885229091
61,0.24659937129377707,True,0.038287589910455
33,0.6001818620280599,True,0.037848021448547646
113,1.7241000051665305,True,0.01826376353971622
61,0.07072678740686644,True,0.03826030189696476
91,0.3849668586252631,True,0.037538463142931335
158,0.17052304907533947,True,0.0360038443087067
45,0.32681838426289006,True,0.03879040254533069
28,0.3377610808638749,True,0.03865197293581046
73,0.12200390755730915,True,0.03784482855442163
52,0.22641756428753743,True,0.03866319619933335
23,0.27558530551915217,True,0.03814803717234766
43,0.39760302532796243,True,0.03854901413377148
78,0.1954011268946363,True,0.03769777091064909
60,0.34229191641001233,True,0.03819154637157314
28,0.5120347626722179,False,0.028500446844730805
91,0.2551803983681963,True,0.03741980460771563
7,0.29709258989109133,True,0.029408953581095715
48,0.15015633068058926,True,0.03839948159593414
66,0.22499908681332356,True,0.03818925198031684
35,0.3159695119522068,True,0.0385443010048796
19,0.4284109597945355,True,0.03725302001254734
114,0.729134681026587,True,0.03644668187703701
55,0.014189382507198811,True,0.038140772937094024
82,0.36955467847049944,True,0.03776636197792604
41,1.555360139978918,True,0.020823915097896748
19,0.5598157444656681,True,0.036644332452480034
71,0.2698972899936612,True,0.03812030792976953
46,0.18430413037458254,True,0.03869175575483113
93,0.6416292919929459,True,0.03685136917397143
60,0.23172532843027352,True,0.03837944578417685
34,0.2677691107185944,True,0.038663216255200965
630,0.3226106479452411,True,0.02881742582136812
347,0.15484314974525334,False,0.017897338827036577
199,1.0469787393614516,True,0.032493838837465955
5,0.2090601627929427,True,0.026141030454433806
65,0.29504320919385674,True,0.0381833595664086
36,0.721359546585942,True,0.03659014550933122
77,0.3652058790334528,True,0.03793724599243692
23,0.8214645821445374,True,0.03477157971244741
55,0.26217179721279366,True,0.03859593684166661
42,0.11028846888184618,True,0.03855391979899253
113,0.4549634904068688,True,0.03717793485533321
20,0.2061572648937307,True,0.0376366807378639
1000,0.33328427179412684,True,0.026727889208178375
99,1.4395159548863554,True,0.02427026725646963
78,0.9876639783654817,True,0.033581785421470334
54,0.24958813824069667,True,0.038692967129235735
514,0.8334075808311839,True,0.03189980008311181
35,0.1728080472556,True,0.03865234597494823
5,1.1177123735397116,True,0.01843398972176899
67,0.9260654485948844,True,0.03455595907961247
46,0.29639761391965397,False,0.024012244508302364
91,1.1890725982058783,True,0.029963787125416735
23,0.40572157402251696,True,0.03798005323629545
60,0.052617553556634555,True,0.03820768332266413
35,0.6820804379920837,True,0.03711888636987232
75,1.0741593948556254,True,0.032186518766676685
133,0.2297815517360209,True,0.036556198947789366
48,0.7527188673593825,True,0.03666187732547831
21,0.28480276515173397,True,0.03786060048872185
5,0.3682090080058763,True,0.026004778912137587
57,1.7771976570241537,True,0.01685502335305224
85,0.18900817294226951,True,0.03744553628587834
35,0.3248888019332501,True,0.03858855227120712
61,1.00766439518074,True,0.033161017329874344
41,0.1259592767234291,True,0.03858179344381749
22,0.24219802410778998,True,0.03805244689607419
72,0.49275482183221486,True,0.037944546328252365
107,0.27716493617391275,True,0.037159567691762437
47,0.20831972571616023,True,0.03872743915450923
86,0.1571404823837318,False,0.021085953030762505
58,0.34993647096676844,True,0.03833634171347751
23,0.6026768248449514,True,0.03717202639673107
44,1.243004966793467,True,0.028080569233657364
5,0.07791248311379931,True,0.025578884540776753
67,0.30483220241745634,True,0.03818134595729907
94,0.2413557561642728,True,0.037406651969727284
33,0.404238288856838,True,0.038570678481979905
52,0.2077851673944595,True,0.0385871363269528
73,1.8595775786694393,True,0.015512784412258746
28,0.2714325589706016,True,0.03872762767966485
24,0.32227955906949546,True,0.03829779032472893
25,0.2758920177937486,True,0.03854632664750965
50,0.3431059205593145,True,0.03870252575574567
20,0.17272868954120846,True,0.03733189973991593
69,0.2700980172792408,True,0.03818116946566397
35,0.46629255075522236,True,0.03836731599543737
51,0.39310878369219693,True,0.0385377106467782
101,0.307570176770404,True,0.03734941653469934
5,0.2270716705343469,True,0.026198907677225616
81,0.1901585598821874,False,0.021690476992710907
38,0.12761353442674486,True,0.038587818226452075
59,0.2587147305710026,True,0.03836252264307499
29,0.3509230565154405,True,0.038652025081066264
76,0.30512509513102043,True,0.03788644046856963
120,0.8888885534493881,True,0.03488531252657442
52,0.2156680117856095,True,0.03860837950194112
19,0.7655211901597759,True,0.03466673967002513
40,0.27402603715644613,True,0.03862136768181485
399,0.6480438486929867,True,0.032673435120872965
66,0.4390796389202477,True,0.038045764280981484
452,0.37602908335543295,True,0.030933696906101836
5,0.8479442413467254,True,0.02231758787277833
88,0.14792902283924897,True,0.03733772396387417
569,0.04657662645566038,True,0.029054630578940897
40,1.3847604640345574,True,0.024701564678568617
177,0.2381366043853384,True,0.03558416725630952
61,0.514355873570087,True,0.03799254001947872
22,0.8041370998421559,True,0.03480407021799959
46,0.3190359747588658,False,0.024299268041055255
96,1.122938616779821,True,0.03119406217960771
68,0.1930495577951333,True,0.03813370123816944
22,0.7843697417857394,True,0.035199511759958904
50,0.28499647590372396,True,0.03888968711242078
43,0.28361239837606345,True,0.038756363726797805
80,0.7185792991297469,True,0.036417376243263674
52,0.35377914748278216,True,0.03855644683831334
67,1.5149586273478668,True,0.022409347478335704
108,0.3128067669085832,True,0.03715497890924996
38,0.39481112920481415,True,0.03849477103419329
5,1.2347310789979975,True,0.016798305359409172
253,1.6129960955255345,True,0.020130599798799505
85,0.08593138945369319,True,0.03739018209123367
51,0.282334641712499,True,0.03877824467837649
146,0.0009814269016472643,True,0.035962108048179314
58,0.298115285562822,True,0.03837679840965039
43,0.2775455861384195,True,0.03870404599051161
74,0.35203026564510986,True,0.03801741731768049
96,0.24769995249387006,True,0.037268446985924346
27,0.3164503277738823,True,0.03861486155835737
859,0.43627857448896157,False,0.018060717935882195
55,0.37098732922300226,True,0.03838700684627147
35,1.2511121138465264,True,0.02738240843694199
69,0.28357374105849226,True,0.038228445156829306
124,0.23067041655863393,True,0.03661610181321121
21,0.17845952507764343,True,0.03758711065544225
732,1.3073305208223216,True,0.025709825289325968
52,1.1821418604949827,True,0.029586472076616778
83,0.33177548125061185,True,0.037697429960899455
38,0.2540713363137945,True,0.038563105386364656
56,0.6073262059728352,True,0.037555446451636096
21,0.4152210271119959,True,0.03764313471606558
74,0.11484604286633474,True,0.03782280721176953
101,0.5494796485013738,True,0.037084987942412787
40,1.969366405735032,True,0.01338180836538253
55,1.0438922515593558,True,0.03254378998137233
17,0.21437024032526752,True,0.03663629004956243
74,1.2864714608801844,True,0.027530168036081427
36,0.29644067396512186,False,0.024536212072348747
58,0.34291434207216565,True,0.03833695943420035
7,1.5298384257043585,True,0.014558522219494571
302,0.664774322557495,True,0.03402763136994444
91,0.16133000493966,True,0.03735217622208459
40,0.26520424126381337,True,0.03862527055365465
64,0.4801454007739881,True,0.03804768563309995
27,0.9254946813482265,True,0.033512019080350564
793,0.20122188295420632,True,0.02741203897577103
48,0.3889488268953468,True,0.03851212337086236
79,0.2989809197126959,True,0.03775007661341463
105,0.2419556529066353,True,0.03720721642206564
6,1.1076695872525555,True,0.0195923685016983
32,0.3321425243161248,True,0.038647785270650416
61,0.5536315879512609,True,0.037725764890679955
46,0.2797675032816108,True,0.03879676827771491
20,0.37436432128840413,True,0.037629669206542114
78,1.7319643785325254,True,0.01788409393205714
947,0.2871841147529624,True,0.026841076502706066
48,0.33987739475073875,False,0.02436893009166336
5,0.265803906442856,True,0.02630396833419172
64,1.902632226036146,True,0.014780665020481006
32,0.31043206891206515,True,0.038683051508281996
86,0.7110714332518868,True,0.03646193235877909
40,0.7773847514025891,True,0.03641581589676242
63,1.0291175120857914,True,0.0327431733837781
25,0.8692408397259124,True,0.03416211799588969
51,0.23838031162059647,True,0.03867873147439556
108,1.430489720746932,True,0.024482221676702658
85,0.4124434555988158,True,0.03766465867320047
281,0.2827628996956131,True,0.033419429161873626
27,0.3736515034796478,True,0.038493331022897835
66,1.6534086033127118,True,0.01953400592691005
45,1.4022587567134297,True,0.024457665272382766
30,0.9826061093508902,True,0.032725632521953416
70,0.3311901066920116,True,0.0380872117370151
5,0.16879652620114038,True,0.026058055318896222
127,0.24555399972454128,True,0.03667971501414379
47,0.29395257418422355,True,0.03891716365106683
88,0.45825923078034014,False,0.024625560962617445
55,1.0045219045645615,True,0.033301123609928054
100,0.31231811559014544,True,0.03736995775432073
76,0.3640482234131669,True,0.03797534411857711
51,0.2058819086331996,True,0.038599358372683405
66,1.8334234584142983,True,0.015985806061364488
41,0.036775973937986456,True,0.03834998772580947
87,0.29858126230369514,True,0.03751136365459657
51,0.8794100680040351,True,0.03523048604191883
23,0.12810528621536071,True,0.03775416399923668
631,0.253071253012226,True,0.028549371128214852
68,0.3405113784121259,True,0.03809404677670157
113,0.8065134301208892,True,0.03574177027527919
41,1.066909848792629,True,0.03174443128779553
58,0.6423250028900555,True,0.037233762368454035
21,0.212268827641597,True,0.037890243061071395
80,0.4052643906988397,True,0.03782940559221809
328,0.2863620531298786,True,0.03241464623856245
39,0.06870153839055204,True,0.03847201564678617
99,0.23383077414746065,False,0.021418503383023785
57,0.17701708793800494,True,0.0384668773335007
24,1.3618458898483927,True,0.023497290051166533
5,0.3179439460172792,True,0.02603877761893526
70,0.37184805899996076,True,0.03801699213328691
41,1.077808229328287,True,0.0314832998801464
51,1.297405309305663,True,0.026960332702776986
79,0.27142956217541603,True,0.037735640399898344
218,0.1489720622096303,True,0.034589384188596146
34,0.4265224992964829,True,0.03840118634468225
21,0.32843493806054014,True,0.037788748337368984
63,0.704090858636251,True,0.03675526546748664
96,1.305226538929345,True,0.027311611224226262
