topK [1, 25000]log=True,l2_norm[1e-1, 2000]log=True
best-> topK: 952,l2_norm: 710.6157487281489
KFOLD-> 0.4547315544706674
topK,l2_norm,result
952.0,710.6157487281489,0.41480155860637824
1.0,0.1394336863897131,0.014717653948502551
391.0,59.01681274003823,0.38388521786044855
313.0,0.4590861723751084,0.20279294949269627
17.0,18.33529809224586,0.24724300714561198
15.0,6.604409146714269,0.18274153053491848
1.0,399.74172431347404,0.13356970823834816
1.0,0.7088147666012735,0.018381113049594954
2.0,2.2123496695439115,0.04869669569102797
241.0,752.4706754186241,0.4119721455253656
16341.0,121.95556288990598,0.402073617669755
3065.0,1765.4433385601155,0.40361970640579514
1673.0,694.1909969157056,0.41310806346601775
2328.0,188.9319666533245,0.40322244202431384
1385.0,1782.8362983515542,0.4034361777200397
22397.0,36.54653034636684,0.37817715217311315
49.0,371.94841641188674,0.3967377224506471
4827.0,91.60085673908523,0.3924371244904165
1044.0,6.007040698611541,0.2992236125706505
89.0,658.6876599040504,0.40606034849701733
8318.0,218.4468649477778,0.4082689071268136
430.0,840.7437060225686,0.41262309114381013
640.0,987.8657986570211,0.4119802897005501
1078.0,306.79326968393,0.41065325873666636
78.0,31.805785229220568,0.3303880350871829
155.0,1898.3708433363397,0.40018004463320217
6480.0,717.4103860407334,0.4126101926217479
29.0,124.1539270652699,0.3611118983556712
637.0,960.8158286798639,0.4123346831320315
2146.0,0.10418361999448479,0.18387995927980974
7.0,444.64936381112017,0.3151831530529488
6476.0,789.4229196616444,0.4115253768967537
11752.0,197.51421259774037,0.4084169309011902
512.0,54.7238864705567,0.3836692320265537
3144.0,1111.6541520016517,0.4089218794718849
270.0,483.7157200567388,0.41371152909134823
157.0,79.27851945502621,0.38438531331231585
372.0,463.45448213027527,0.4132864419979959
274.0,427.36452008874306,0.41330455066515676
275.0,13.113253066189516,0.3148168182427979
184.0,284.7712347501138,0.4105427741266938
868.0,472.3455523410519,0.4138646898186433
739.0,0.31320675229106215,0.20907719375180916
402.0,138.6737794375199,0.40556109133827994
53.0,449.5607000598993,0.4000761049545592
112.0,477.4809097421387,0.4087914584502871
262.0,1301.2713125223909,0.40808541648538676
955.0,2.4128203024628325,0.2711315424322252
351.0,229.09941809654066,0.4102508608457253
1412.0,541.823051487996,0.41372096015607035
1602.0,161.1125744464287,0.40229520321311507
4121.0,498.88249010801843,0.411777702401838
849.0,1414.2210652903293,0.4078979974507038
1621.0,323.73303895046325,0.4112192729572213
221.0,528.5922708220719,0.41144848568187037
390.0,75.09029420990366,0.39169382716063683
112.0,272.2176218726221,0.40547882840322214
1104.0,659.5211002136804,0.4140996759804999
2857.0,1229.4682990167776,0.4084193947918553
1197.0,632.3532444665847,0.4147410139400235
