trialid,accuracy,similarity,topk,shrink,asymmetric_alpha,normalize,tversky_alpha,tversky_beta,normalize_avg_row,similarity_from_distance_mode
408,0.07946123806337427,asymmetric,82,198,0.29672962992613666,,,,,
409,0.07976875170901185,asymmetric,37,160,0.38526100747883946,,,,,
410,0.077184580244209,asymmetric,53,227,0.45528462324925223,,,,,
411,0.08039618249518414,asymmetric,20,185,0.19574439475221905,,,,,
412,0.06969624159466827,dice,35,260,,,,,,
413,0.08120855292992643,asymmetric,69,198,0.24542331246680013,,,,,
414,0.07683485839298239,asymmetric,5,175,0.3372898609161944,,,,,
415,0.07533402748893009,cosine,96,199,,,,,,
416,0.07989382692856967,asymmetric,70,155,0.15191541407086098,,,,,
417,0.04265106590037871,euclidean,81,204,,True,,,True,exp
418,0.07557247037195641,asymmetric,55,215,0.49706127774707765,,,,,
419,0.07547857937284266,asymmetric,5,172,0.23431741613611248,,,,,
420,0.02380529065332143,asymmetric,35,195,0.952161993332483,,,,,
421,0.08027505494291481,asymmetric,62,235,0.2808926333832387,,,,,
422,0.05313788653118838,asymmetric,25,576,0.7953672022408609,,,,,
423,0.02023131836582172,asymmetric,49,219,1.035966030935825,,,,,
424,0.08024359637334917,asymmetric,96,25,0.31123270407576165,,,,,
425,0.08064315033052637,asymmetric,78,148,0.21537478218653466,,,,,
426,0.08062844774719653,asymmetric,35,182,0.1787807981769179,,,,,
427,0.06907955331663006,asymmetric,615,258,0.3590053050094152,,,,,
428,0.06982714865159315,tversky,59,208,,,0.2392945943134237,1.4194377395597626,,
429,0.08099808250586674,asymmetric,23,353,0.2462007881755147,,,,,
430,0.0659643500813037,asymmetric,810,295,0.28643525118210733,,,,,
431,0.07067858952619102,asymmetric,5,229,0.1218374449733764,,,,,
432,0.0790137748622643,asymmetric,49,159,0.39730429803497924,,,,,
433,0.07850721041869307,asymmetric,70,274,0.3245516852476674,,,,,
434,0.07116501655109773,jaccard,36,181,,,,,,
435,0.07224970457558783,asymmetric,422,247,0.2365457391335751,,,,,
436,0.07804759941686777,asymmetric,22,46,0.2669655166917829,,,,,
437,0.015311543994279975,asymmetric,53,197,1.1564993271788877,,,,,
438,0.08103868550497045,asymmetric,85,213,0.2023739230037647,,,,,
439,0.04606539813613159,asymmetric,5,330,0.7656424726298656,,,,,
440,0.06820211077753704,dice,121,254,,,,,,
441,0.06401018818239128,asymmetric,40,227,0.6822780872176554,,,,,
442,0.07024599279130153,asymmetric,589,191,0.29773666203444954,,,,,
443,0.08009647538098946,asymmetric,24,285,0.15881375415730187,,,,,
444,0.075505250775722,cosine,68,144,,,,,,
445,0.07904981598289429,asymmetric,44,236,0.35606984086935034,,,,,
446,0.04892359457878826,euclidean,26,171,,False,,,True,log
447,0.07593664584188248,asymmetric,56,772,0.2552529918422113,,,,,
448,0.07392003009699412,asymmetric,100,662,0.3207662743670364,,,,,
449,0.08037576899796745,asymmetric,20,210,0.21047272114031493,,,,,
450,0.07586271775517488,asymmetric,71,6,0.2854294424923958,,,,,
451,0.07747560175012524,asymmetric,41,273,0.438623050012392,,,,,
452,0.0713659596869334,asymmetric,53,252,0.6011883126860117,,,,,
453,0.07538033476092441,asymmetric,5,444,0.2351276613356689,,,,,
454,0.07959063398957918,asymmetric,34,222,0.0826563268435381,,,,,
455,0.07843475484855797,asymmetric,79,160,0.36628325915526083,,,,,
456,0.07007290927770293,tversky,23,185,,,1.702196559360559,1.0511288686484885,,
457,0.08017016907315555,asymmetric,56,243,0.18494393309593016,,,,,
458,0.08026493081684247,asymmetric,39,303,0.28401359831088696,,,,,
459,0.08082907991045074,asymmetric,20,209,0.322253180125484,,,,,
460,0.06953596668461316,asymmetric,518,265,0.2426243090953909,,,,,
461,0.06742415678387209,jaccard,5,197,,,,,,
462,0.07748362594643872,asymmetric,67,230,0.4058023948881423,,,,,
463,0.07558057499315496,asymmetric,101,144,0.49477881434709703,,,,,
464,0.016813146229350356,asymmetric,42,378,1.6412129795963086,,,,,
465,0.06359426446457828,asymmetric,55,173,0.6819721230502525,,,,,
466,0.07303113978975351,asymmetric,83,53,0.12901944479277538,,,,,
467,0.05158493688377204,asymmetric,26,241,0.7652805158038893,,,,,
468,0.070477769290538,dice,36,212,,,,,,
469,0.08077806955046281,asymmetric,65,132,0.2698932238579764,,,,,
470,0.0744594105926705,cosine,21,284,,,,,,
471,0.06788743684518957,asymmetric,727,257,0.20178104446456677,,,,,
472,0.04039403301512093,euclidean,143,190,,True,,,False,lin
473,0.06289334490573384,asymmetric,5,222,0.6067777814005365,,,,,
474,0.08001349071114727,asymmetric,50,171,0.33035521504949505,,,,,
475,0.06843436217426076,asymmetric,83,25,0.17104912813114803,,,,,
476,0.08106299764243485,asymmetric,36,267,0.23282510149177368,,,,,
477,0.07785723122217382,asymmetric,56,202,0.010639479204987923,,,,,
478,0.081241964821664,asymmetric,22,233,0.2900816666068486,,,,,
479,0.07655345261310768,asymmetric,5,238,0.3533332753775442,,,,,
480,0.0807259552572359,asymmetric,25,234,0.2913583279631262,,,,,
481,0.08062217024397009,asymmetric,22,256,0.3132866715073849,,,,,
482,0.07789456144334045,asymmetric,39,316,0.40497123914089384,,,,,
483,0.0810602467443356,asymmetric,24,216,0.2591650403353961,,,,,
484,0.08119811059946458,asymmetric,47,194,0.2232747821057597,,,,,
485,0.07338745874181993,tversky,60,160,,,1.0772953097718887,1.7659894019475206,,
486,0.08062839408361182,asymmetric,46,189,0.20869168815445208,,,,,
487,0.015312652741733346,asymmetric,990,199,1.18093229315582,,,,,
488,0.02920327181595148,asymmetric,303,182,0.8966007365612652,,,,,
489,0.04191044799665834,asymmetric,65,217,0.8331414559831063,,,,,
490,0.07581799733809491,asymmetric,42,155,0.5154860129018963,,,,,
491,0.02189466580731872,asymmetric,75,180,0.9713861842205935,,,,,
492,0.07642107283698031,asymmetric,5,204,0.28649700281823326,,,,,
493,0.07025061521084627,jaccard,35,229,,,,,,
494,0.059931286485495956,asymmetric,50,161,0.7046027808882742,,,,,
495,0.07793272024756827,asymmetric,22,134,0.13531866544212012,,,,,
496,0.06967198078402875,dice,87,206,,,,,,
497,0.0769573904225401,asymmetric,190,225,0.06549305115113269,,,,,
498,0.0687050623517079,asymmetric,68,177,0.6399883839613685,,,,,
499,0.07555710610513434,cosine,38,247,,,,,,
